lid,X3857,Y3857,kind,trigger,forest_type,slope,chm
2023_1142,13491698.337378776,2754228.8350181,case,降雨,__NONFOREST__,32.498,0
2023_1143,13491184.46825198,2753945.622324605,case,降雨,闊葉樹林型,30.045,26
2023_1144,13491272.425076293,2753926.960148779,case,降雨,__NONFOREST__,25.199,3
2023_1145,13491222.791525545,2753877.53633692,case,降雨,__NONFOREST__,35.099,0
2023_1146,13491322.791392256,2754015.730726313,case,降雨,__NONFOREST__,44.472,1
2023_1147,13491484.654233564,2753890.133742119,case,降雨,闊葉樹林型,36.931,8
2023_1148,13491655.932142956,2754436.7625632365,case,降雨,闊葉樹林型,34.185,21
2023_1149,13491695.290411608,2754452.178041662,case,降雨,闊葉樹林型,44.564,20
2023_1150,13490875.844733149,2754765.842662794,case,降雨,闊葉樹林型,43.724,0
2023_1151,13491396.74989038,2754525.804423616,case,降雨,闊葉樹林型,40.805,21
2023_1152,13492898.323364992,2754672.067044785,case,降雨,闊葉樹林型,35.009,8
2023_1153,13495474.740658484,2753506.84105927,case,降雨,__NONFOREST__,50.657,0
2023_1154,13495372.39155968,2753350.538103536,case,降雨,待成林地,39.157,7
2023_1155,13495969.131425023,2753981.0956473206,case,降雨,闊葉樹林型,39.577,25
2023_1156,13495811.255306406,2753731.688094229,case,降雨,闊葉樹林型,26.965,19
2023_1157,13495840.63114975,2753736.9312827056,case,降雨,闊葉樹林型,30.397,25
2023_1158,13497196.088521568,2753734.332164632,case,降雨,針葉樹林型,32.545,5
2023_1159,13497038.052745871,2753446.772213691,case,降雨,針闊葉樹混淆,51.765,26
2023_1160,13497209.74726215,2753448.384298974,case,降雨,針葉樹林型,41.878,14
2023_1161,13495556.220024142,2756150.0185624817,case,降雨,__NONFOREST__,39.996,0
2023_1162,13494772.145237992,2754177.454751036,case,降雨,闊葉樹林型,37.969,20
2023_1163,13494632.634863254,2754017.624093202,case,降雨,闊葉樹林型,34.966,5
2023_1164,13494406.700427596,2754046.7690368006,case,降雨,闊葉樹林型,26.912,11
2023_1165,13494077.706440244,2753851.231851093,case,降雨,闊葉樹林型,37.828,0
2023_1166,13495114.086973757,2754799.220911261,case,降雨,闊葉樹林型,31.013,7
2023_1167,13489341.701040735,2757962.358552221,case,降雨,__NONFOREST__,45.327,13
2023_1168,13489282.90984418,2756286.927747653,case,降雨,闊葉樹林型,36.424,5
2023_1169,13489908.865495585,2759032.5660723317,case,降雨,__NONFOREST__,46.056,8
2023_1170,13490705.234429453,2757470.703988177,case,降雨,闊葉樹林型,41.239,18
2023_1171,13491055.240128873,2757752.6797450813,case,降雨,闊葉樹林型,30.525,15
2023_1172,13491368.10723926,2757276.6562394616,case,降雨,__NONFOREST__,36.965,2
2023_1173,13491336.914291816,2757258.9807444443,case,降雨,闊葉樹林型,34.219,6
2023_1174,13491373.313180368,2757234.4867289625,case,降雨,闊葉樹林型,36.641,10
2023_1175,13491664.702986216,2757520.4662426724,case,降雨,__NONFOREST__,29.04,2
2023_1176,13491699.630921382,2757516.201652596,case,降雨,__NONFOREST__,36.624,4
2023_1177,13491081.745958354,2758580.142805472,case,降雨,闊葉樹林型,30.169,0
2023_1178,13492963.774294958,2757124.7193918927,case,降雨,闊葉樹林型,55.531,20
2023_1179,13493675.37636497,2759051.8102897336,case,降雨,__NONFOREST__,34.131,0
2023_1180,13493388.23355706,2758750.9429184403,case,降雨,__NONFOREST__,21.651,0
2023_1181,13493649.669069752,2758680.4194818498,case,降雨,闊葉樹林型,25.989,2
2023_1182,13493718.33167313,2758618.9742794638,case,降雨,闊葉樹林型,31.987,15
2023_1183,13493796.61839794,2759273.961228036,case,降雨,__NONFOREST__,30.114,0
2023_1184,13494199.132608304,2759138.3873759457,case,降雨,闊葉樹林型,33.946,7
2023_1185,13494454.468878606,2758814.2749541462,case,降雨,闊葉樹林型,42.781,23
2023_1186,13494340.581489474,2758246.447834297,case,降雨,__NONFOREST__,33.188,7
2023_1187,13494219.4480374,2758374.3230731925,case,降雨,闊葉樹林型,31.495,5
2023_1188,13494251.307353867,2758254.590629977,case,降雨,闊葉樹林型,42.979,8
2023_1189,13493977.282826684,2758678.469278288,case,降雨,闊葉樹林型,27.971,11
2023_1190,13493742.595789706,2758181.974495627,case,降雨,__NONFOREST__,38.718,1
2023_1191,13494212.339174733,2757774.105543856,case,降雨,闊葉樹林型,28.102,0
2023_1192,13494921.162477965,2756853.192025185,case,降雨,闊葉樹林型,39.094,5
2023_1193,13491635.287366075,2759223.647465185,case,降雨,闊葉樹林型,48.284,24
2023_1194,13491544.177639198,2759294.2752423706,case,降雨,闊葉樹林型,31.333,22
2023_1195,13491340.404262109,2759125.868719106,case,降雨,闊葉樹林型,27.743,3
2023_1196,13491185.500269735,2759257.693074272,case,降雨,闊葉樹林型,28.19,5
2023_1197,13480940.645670583,2756192.769278282,case,降雨,__NONFOREST__,46.959,7
2023_1198,13480892.611895071,2756049.64260485,case,降雨,闊葉樹林型,55.364,8
2023_1199,13481245.700179243,2756295.099851741,case,降雨,__NONFOREST__,39.119,3
2023_1200,13481144.749084102,2755786.9757358707,case,降雨,闊葉樹林型,39.422,9
2023_1201,13480795.090636134,2755746.611773968,case,降雨,闊葉樹林型,33.524,1
2023_1202,13480806.63026394,2755847.4714266784,case,降雨,闊葉樹林型,41.142,8
2023_1203,13483811.683900831,2750883.973281584,case,降雨,闊葉樹林型,31.829,29
2023_1204,13483949.909212036,2750694.1551793143,case,降雨,__NONFOREST__,42.946,0
2023_1205,13484333.300661294,2750594.702308872,case,降雨,闊葉樹林型,45.117,23
2023_1206,13483863.673958585,2750573.464897319,case,降雨,闊葉樹林型,30.887,5
2023_1207,13483737.494106296,2751267.1829315387,case,降雨,闊葉樹林型,39.544,13
2023_1208,13483068.996792533,2751352.252067091,case,降雨,闊葉樹林型,39.883,5
2023_1209,13483166.153700022,2750814.512023164,case,降雨,闊葉樹林型,40.354,19
2023_1210,13482165.37157799,2750805.0710793594,case,降雨,__NONFOREST__,36.391,8
2023_1211,13482272.115344169,2750347.586959344,case,降雨,針闊葉樹混淆,33.026,0
2023_1212,13482167.426699156,2750720.33899211,case,降雨,竹闊混淆林,33.104,3
2023_1213,13482225.900527714,2750722.9982782206,case,降雨,__NONFOREST__,39.262,0
2023_1214,13482236.13910761,2750886.708768456,case,降雨,__NONFOREST__,29.022,14
2023_1215,13482351.482460843,2750555.13124298,case,降雨,__NONFOREST__,35.849,0
2023_1216,13482292.50205778,2750479.1846982865,case,降雨,闊葉樹林型,36.241,3
2023_1217,13482358.350505346,2751205.3171834177,case,降雨,闊葉樹林型,24.829,7
2023_1218,13487040.58211672,2753091.602987552,case,降雨,闊葉樹林型,27.813,5
2023_1219,13486516.01149341,2753053.1853616745,case,降雨,闊葉樹林型,43.146,6
2023_1220,13486621.145208305,2753023.111140229,case,降雨,__NONFOREST__,38.797,0
2023_1221,13486494.294725748,2752910.967020979,case,降雨,闊葉樹林型,48.354,10
2023_1222,13486461.540786276,2752760.1908912966,case,降雨,闊葉樹林型,15.232,1
2023_1223,13486401.999742676,2752625.6733795577,case,降雨,闊葉樹林型,27.197,26
2023_1224,13485963.246079432,2752345.976299884,case,降雨,__NONFOREST__,28.836,2
2023_1225,13486830.219390629,2752129.305819483,case,降雨,闊葉樹林型,38.607,23
2023_1226,13486864.709647711,2751974.184022395,case,降雨,闊葉樹林型,35.503,15
2023_1227,13486743.555663057,2751943.5998477745,case,降雨,闊葉樹林型,34.248,0
2023_1228,13486791.995164702,2751768.3094655746,case,降雨,闊葉樹林型,37.21,20
2023_1229,13486704.65405672,2751753.321709073,case,降雨,闊葉樹林型,41.423,22
2023_1230,13486992.45650526,2751632.0956630767,case,降雨,闊葉樹林型,41.007,7
2023_1231,13485347.537923656,2752068.83811442,case,降雨,闊葉樹林型,37.122,25
2023_1232,13485571.20900943,2752062.637486735,case,降雨,闊葉樹林型,35.534,19
2023_1233,13485230.70167941,2752054.45456502,case,降雨,闊葉樹林型,31.013,21
2023_1234,13485142.48523129,2751794.2596826376,case,降雨,闊葉樹林型,46.375,17
2023_1235,13485487.18648367,2752019.0561539936,case,降雨,闊葉樹林型,36.946,22
2023_1236,13485535.629251994,2752017.708696554,case,降雨,闊葉樹林型,51.507,19
2023_1237,13485654.385980465,2752145.826646866,case,降雨,闊葉樹林型,33.247,21
2023_1238,13485206.794819968,2751885.8959837705,case,降雨,闊葉樹林型,46.285,13
2023_1239,13485940.52838289,2752097.3857623027,case,降雨,__NONFOREST__,33.625,2
2023_1240,13485836.926188368,2752741.29994635,case,降雨,闊葉樹林型,40.799,11
2023_1241,13486508.854243385,2753010.579837816,case,降雨,__NONFOREST__,38.947,0
2023_1242,13486572.566671198,2753125.081706131,case,降雨,闊葉樹林型,33.43,2
2023_1243,13486391.940593677,2752538.8977241926,case,降雨,闊葉樹林型,35.946,0
2023_1244,13486356.145702234,2752335.295641801,case,降雨,闊葉樹林型,33.221,20
2023_1245,13487197.580210833,2752996.441287859,case,降雨,闊葉樹林型,29.604,26
2023_1246,13487066.406070592,2752697.67180519,case,降雨,闊葉樹林型,39.833,7
2023_1247,13486997.920490494,2752621.952622928,case,降雨,闊葉樹林型,45.839,11
2023_1248,13486607.539090684,2752548.875083029,case,降雨,闊葉樹林型,36.185,18
2023_1249,13487248.656611938,2752126.353149274,case,降雨,闊葉樹林型,52.007,16
2023_1250,13487253.143135387,2751783.8368189684,case,降雨,__NONFOREST__,35.317,28
2023_1251,13486972.594992395,2751497.776742119,case,降雨,闊葉樹林型,48.14,19
2023_1252,13486859.293937942,2751893.7001635195,case,降雨,闊葉樹林型,31.23,11
2023_1253,13486317.18692013,2752128.827921283,case,降雨,闊葉樹林型,44.224,25
2023_1254,13486419.603055175,2753201.75991265,case,降雨,闊葉樹林型,27.994,13
2023_1255,13485646.962223666,2752916.963893235,case,降雨,闊葉樹林型,32.978,28
2023_1256,13485802.37891086,2751227.1293331264,case,降雨,闊葉樹林型,32.829,16
2023_1257,13486210.24590342,2751035.861802234,case,降雨,闊葉樹林型,40.825,1
2023_1258,13485858.244394371,2750988.419714584,case,降雨,__NONFOREST__,33.475,11
2023_1259,13486689.081836432,2750968.844030331,case,降雨,闊葉樹林型,43.498,24
2023_1260,13486412.486066956,2750940.760291259,case,降雨,闊葉樹林型,32.19,25
2023_1261,13487116.852406677,2750896.412492374,case,降雨,闊葉樹林型,28.19,2
2023_1262,13486779.064250285,2750649.4381990656,case,降雨,闊葉樹林型,48.473,16
2023_1263,13486618.231056212,2750576.9303178918,case,降雨,闊葉樹林型,41.395,32
2023_1264,13487676.924187828,2750796.98567146,case,降雨,闊葉樹林型,35.804,17
2023_1265,13487402.1880973,2750650.909412965,case,降雨,闊葉樹林型,41.614,2
2023_1266,13487365.052152334,2750566.26608026,case,降雨,闊葉樹林型,44.458,20
2023_1267,13486885.877177011,2750529.2561475905,case,降雨,闊葉樹林型,49.069,5
2023_1268,13487393.003411723,2750469.888350515,case,降雨,闊葉樹林型,41.922,9
2023_1269,13487153.224511154,2750440.4896066887,case,降雨,闊葉樹林型,44.295,3
2023_1270,13487243.25795761,2750423.4911202025,case,降雨,__NONFOREST__,54.549,0
2023_1271,13487653.971003732,2750334.675443376,case,降雨,闊葉樹林型,41.304,26
2023_1272,13487304.189744728,2750247.266748462,case,降雨,闊葉樹林型,25.746,30
2023_1273,13487126.07661274,2750206.3684188384,case,降雨,__NONFOREST__,39.932,0
2023_1274,13485533.209979285,2751091.989738234,case,降雨,闊葉樹林型,32.677,21
2023_1275,13485751.576535804,2751014.856073733,case,降雨,闊葉樹林型,20.201,19
2023_1276,13485748.240568934,2750951.107337524,case,降雨,闊葉樹林型,34.945,25
2023_1277,13485679.39974401,2750770.3631898016,case,降雨,闊葉樹林型,34.986,20
2023_1278,13486064.838747326,2750650.0073186355,case,降雨,闊葉樹林型,26.849,13
2023_1279,13486281.452470768,2750630.7023757407,case,降雨,闊葉樹林型,48.41,22
2023_1280,13486948.770692492,2750462.15812466,case,降雨,闊葉樹林型,48.614,22
2023_1281,13486934.23443635,2750404.1117039467,case,降雨,闊葉樹林型,38.612,26
2023_1282,13487006.738155976,2750263.07820419,case,降雨,__NONFOREST__,42.862,0
2023_1283,13487153.185278418,2750553.1388560063,case,降雨,闊葉樹林型,50.622,9
2023_1284,13485340.989052858,2750763.413191753,case,降雨,闊葉樹林型,37.576,17
2023_1285,13485363.440128572,2750788.5611248165,case,降雨,闊葉樹林型,35.484,7
2023_1286,13485156.524259225,2750671.9366539726,case,降雨,__NONFOREST__,43.146,0
2023_1287,13485133.860754106,2750384.98896485,case,降雨,闊葉樹林型,31.717,18
2023_1288,13485361.232826246,2750285.248704368,case,降雨,闊葉樹林型,39.552,7
2023_1289,13485583.004733142,2750156.502689788,case,降雨,竹林,28.876,24
2023_1290,13485584.13224359,2750070.531540841,case,降雨,竹闊混淆林,38.579,21
2023_1291,13487317.119698754,2754957.6113067525,case,降雨,闊葉樹林型,44.211,22
2023_1292,13486975.561844774,2754947.210657748,case,降雨,__NONFOREST__,32.736,0
2023_1293,13486344.625445886,2754724.013681315,case,降雨,__NONFOREST__,42.443,0
2023_1294,13487358.412201967,2754417.850640683,case,降雨,闊葉樹林型,37.884,19
2023_1295,13486377.000238672,2753895.369103346,case,降雨,__NONFOREST__,38.673,13
2023_1296,13486288.977949057,2753888.542203193,case,降雨,__NONFOREST__,41.778,1
2023_1297,13486233.198701125,2753796.339695263,case,降雨,待成林地,35.804,18
2023_1298,13485585.593733722,2753566.719808584,case,降雨,待成林地,38.308,9
2023_1299,13487382.33239569,2754885.7145019625,case,降雨,闊葉樹林型,40.001,21
2023_1300,13487398.174534298,2753784.75876376,case,降雨,闊葉樹林型,29.654,1
2023_1301,13485483.735235311,2753529.7763911686,case,降雨,闊葉樹林型,38.504,14
2023_1302,13485942.280795569,2753794.7757051266,case,降雨,待成林地,25.746,6
2023_1303,13488765.914489713,2754790.2165759644,case,降雨,__NONFOREST__,33.123,4
2023_1304,13488673.332550963,2754591.513382568,case,降雨,__NONFOREST__,16.651,4
2023_1305,13488571.806837011,2754487.7401312427,case,降雨,__NONFOREST__,36.618,1
2023_1306,13488739.356112504,2754282.8584358213,case,降雨,闊葉樹林型,24.494,0
2023_1307,13488269.515244436,2754066.559800326,case,降雨,闊葉樹林型,40.482,0
2023_1308,13488222.431944828,2753870.856410236,case,降雨,__NONFOREST__,41.614,4
2023_1309,13489694.860856635,2755658.1689189062,case,降雨,待成林地,27.352,0
2023_1310,13489275.114487045,2755563.2066452587,case,降雨,__NONFOREST__,42.109,3
2023_1311,13490130.287066044,2755377.5311799045,case,降雨,__NONFOREST__,23.348,0
2023_1312,13488504.281965604,2756097.351583499,case,降雨,闊葉樹林型,39.027,17
2023_1313,13488424.10087435,2756097.3053037683,case,降雨,闊葉樹林型,29.022,15
2023_1314,13488344.88192444,2756244.160657008,case,降雨,闊葉樹林型,37.107,11
2023_1315,13488315.59588831,2756233.499035913,case,降雨,__NONFOREST__,42.781,8
2023_1316,13487919.307689134,2756226.133119822,case,降雨,闊葉樹林型,34.595,0
2023_1317,13488119.189728633,2755994.6103360355,case,降雨,闊葉樹林型,33.197,25
2023_1318,13488701.525020825,2755519.7576154354,case,降雨,闊葉樹林型,41.001,2
2023_1319,13485333.968785048,2750127.460004043,case,降雨,闊葉樹林型,33.046,20
2023_1320,13485422.713836154,2749992.162221425,case,降雨,__NONFOREST__,25.377,0
2023_1321,13489108.625724051,2755089.914597463,case,降雨,闊葉樹林型,37.821,19
2023_1322,13489082.095837772,2755041.2988070427,case,降雨,闊葉樹林型,42.516,22
2023_1323,13488769.143965324,2754394.3208481227,case,降雨,闊葉樹林型,40.02,12
2023_1324,13488243.149468511,2753243.748429977,case,降雨,闊葉樹林型,33.894,13
2023_1325,13490240.619302604,2755291.2667833134,case,降雨,__NONFOREST__,23.025,0
2023_1326,13490036.395166492,2755298.7869356475,case,降雨,__NONFOREST__,36.413,6
2023_1327,13490037.811990537,2755268.9747297005,case,降雨,__NONFOREST__,37.176,0
2023_1328,13490450.85543782,2755287.3012968563,case,降雨,待成林地,37.536,0
2023_1329,13487503.968019074,2752555.818901617,case,降雨,__NONFOREST__,26.572,0
2023_1330,13488691.48338132,2752223.6339555955,case,降雨,闊葉樹林型,31.662,20
2023_1331,13488499.94891922,2751986.7733028647,case,降雨,闊葉樹林型,39.831,23
2023_1332,13488027.412793348,2751883.941107182,case,降雨,闊葉樹林型,26.743,6
2023_1333,13488622.695831684,2751837.736270344,case,降雨,闊葉樹林型,41.324,28
2023_1334,13487430.717392923,2751728.439688685,case,降雨,闊葉樹林型,30.303,4
2023_1335,13487677.921304816,2751689.386031388,case,降雨,闊葉樹林型,38.648,17
2023_1336,13487954.018419994,2751453.508663618,case,降雨,闊葉樹林型,40.788,17
2023_1337,13488004.91915142,2751375.547072346,case,降雨,闊葉樹林型,36.223,22
2023_1338,13487843.683588892,2751430.314364516,case,降雨,闊葉樹林型,30.338,20
2023_1339,13487997.190227244,2751210.941534559,case,降雨,闊葉樹林型,49.313,19
2023_1340,13488004.876485957,2752787.641361075,case,降雨,闊葉樹林型,35.881,12
2023_1341,13487979.993137984,2752464.234114515,case,降雨,闊葉樹林型,29.188,2
2023_1342,13487755.365268933,2752298.4732027827,case,降雨,闊葉樹林型,39.842,21
2023_1343,13487484.270192647,2752009.706741259,case,降雨,闊葉樹林型,41.533,19
2023_1344,13487546.244926864,2752161.793365618,case,降雨,__NONFOREST__,42.125,0
2023_1345,13487557.4002421,2752640.3767227484,case,降雨,闊葉樹林型,42.896,6
2023_1346,13487721.896661012,2750921.213638896,case,降雨,闊葉樹林型,35.609,29
2023_1347,13487338.10194638,2751146.420071639,case,降雨,闊葉樹林型,47.345,2
2023_1348,13488699.587876491,2750190.7114261915,case,降雨,闊葉樹林型,31.894,0
2023_1349,13489100.563256815,2750218.653937179,case,降雨,闊葉樹林型,18.602,18
2023_1350,13489566.591243852,2750807.197810354,case,降雨,闊葉樹林型,25.926,21
2023_1351,13489395.265220445,2750884.599361364,case,降雨,闊葉樹林型,27.146,0
2023_1352,13489596.134512609,2750916.2364197904,case,降雨,闊葉樹林型,36.803,4
2023_1353,13489682.303599725,2752328.1459157337,case,降雨,__NONFOREST__,19.789,0
2023_1354,13488748.334243933,2750255.3580339816,case,降雨,__NONFOREST__,43.012,0
2023_1355,13489774.62975378,2750576.250566351,case,降雨,闊葉樹林型,44.835,1
2023_1356,13490113.050545398,2750559.1662991173,case,降雨,闊葉樹林型,40.828,16
2023_1357,13489919.731578156,2750875.8414148344,case,降雨,闊葉樹林型,43.276,19
2023_1358,13490435.648302523,2751045.989821518,case,降雨,闊葉樹林型,29.163,19
2023_1359,13490691.271697346,2755841.14834479,case,降雨,__NONFOREST__,41.193,3
2023_1360,13491420.94472832,2756238.7257840987,case,降雨,__NONFOREST__,45.365,0
2023_1361,13490976.926154532,2755839.14245545,case,降雨,闊葉樹林型,38.308,10
2023_1362,13490233.92277666,2754797.018853129,case,降雨,__NONFOREST__,21.06,0
2023_1363,13491725.161574284,2755311.430868142,case,降雨,闊葉樹林型,44.275,30
2023_1364,13491771.185001586,2754670.8458413426,case,降雨,__NONFOREST__,36.874,2
2023_1365,13491769.832923723,2754596.231430469,case,降雨,闊葉樹林型,17.091,5
2023_1366,13490615.6382062,2752469.9484655256,case,降雨,闊葉樹林型,36.643,23
2023_1367,13490653.82726043,2752614.1922295806,case,降雨,闊葉樹林型,36.187,19
2023_1368,13490381.935860742,2752921.1612171927,case,降雨,闊葉樹林型,33.295,3
2023_1369,13490221.963667575,2753103.0262630973,case,降雨,闊葉樹林型,44.191,25
2023_1370,13490121.172232762,2752696.999870126,case,降雨,闊葉樹林型,40.613,23
2023_1371,13491049.79735864,2752800.1670298423,case,降雨,闊葉樹林型,28.96,24
2023_1372,13491367.949565226,2750852.8708397006,case,降雨,__NONFOREST__,26.454,0
2023_1373,13491650.794298522,2750516.668921207,case,降雨,闊葉樹林型,37.819,23
2023_1374,13491061.550399715,2750495.3982821736,case,降雨,闊葉樹林型,35.239,0
2023_1375,13491548.85763747,2749882.8211178486,case,降雨,闊葉樹林型,41.001,16
2023_1376,13491238.159795055,2748698.184937591,case,降雨,針闊葉樹混淆,33.746,13
2023_1377,13491146.083467135,2748819.1324641397,case,降雨,闊葉樹林型,29.642,14
2023_1378,13491661.874854945,2748585.0347452527,case,降雨,針闊葉樹混淆,31.043,12
2023_1379,13491550.51383344,2748386.9032919696,case,降雨,針闊葉樹混淆,29.678,11
2023_1380,13491160.026431458,2748230.2536383127,case,降雨,闊葉樹林型,23.834,15
2023_1381,13491213.89377694,2748093.1614105166,case,降雨,闊葉樹林型,24.261,16
2023_1382,13490666.932124374,2747721.8179621934,case,降雨,闊葉樹林型,31.043,11
2023_1383,13490589.59275281,2750089.6597649213,case,降雨,闊葉樹林型,29.687,13
2023_1384,13490155.539717168,2748874.494783566,case,降雨,針葉樹林型,30.108,9
2023_1385,13490155.097748224,2748828.934377442,case,降雨,針葉樹林型,34.619,19
2023_1386,13490213.536000954,2748993.5905124666,case,降雨,__NONFOREST__,29.379,8
2023_1387,13490450.66099793,2748756.187537462,case,降雨,闊葉樹林型,32.223,5
2023_1388,13490908.698324066,2748904.870425952,case,降雨,闊葉樹林型,38.005,16
2023_1389,13491372.033866122,2745588.273463017,case,降雨,__NONFOREST__,44.548,1
2023_1390,13490268.965669034,2744502.8647513306,case,降雨,__NONFOREST__,33.009,2
2023_1391,13489487.86927141,2747173.9254366914,case,降雨,闊葉樹林型,24.466,22
2023_1392,13489113.294283643,2749142.7727947226,case,降雨,闊葉樹林型,28.489,18
2023_1393,13488214.721643329,2749818.2884862106,case,降雨,__NONFOREST__,30.654,0
2023_1394,13487106.636188723,2747521.983207004,case,降雨,闊葉樹林型,48.065,13
2023_1395,13487347.109202376,2747370.886280213,case,降雨,闊葉樹林型,20.928,15
2023_1396,13488591.329776114,2748216.3975216374,case,降雨,__NONFOREST__,26.225,10
2023_1397,13489498.399942786,2749819.680001436,case,降雨,闊葉樹林型,36.344,16
2023_1398,13489558.474392563,2749609.9478323427,case,降雨,闊葉樹林型,29.604,13
2023_1399,13488106.844227714,2750035.093248524,case,降雨,闊葉樹林型,36.518,0
2023_1400,13487824.084882868,2749781.4565101103,case,降雨,闊葉樹林型,33.522,1
2023_1401,13488052.540333834,2749563.43751713,case,降雨,闊葉樹林型,28.148,6
2023_1402,13488725.998470183,2749487.17902183,case,降雨,闊葉樹林型,26.629,3
2023_1403,13488879.819987994,2749507.065781928,case,降雨,闊葉樹林型,45.598,22
2023_1404,13488932.50174054,2749292.97116425,case,降雨,闊葉樹林型,41.828,2
2023_1405,13488457.974332891,2749234.49046839,case,降雨,闊葉樹林型,35.765,1
2023_1406,13487632.104452126,2748298.27704267,case,降雨,闊葉樹林型,42.201,6
2023_1407,13487547.63243278,2748212.051093246,case,降雨,闊葉樹林型,35.317,11
2023_1408,13487502.355828036,2747829.8149491674,case,降雨,__NONFOREST__,38.607,9
2023_1409,13487866.66315082,2747745.3949673814,case,降雨,__NONFOREST__,37.589,3
2023_1410,13487999.155459473,2747732.6791234347,case,降雨,__NONFOREST__,40.967,11
2023_1411,13487704.95918924,2747578.365650048,case,降雨,闊葉樹林型,35.47,16
2023_1412,13486616.60610184,2747179.373296845,case,降雨,__NONFOREST__,33.774,5
2023_1413,13486656.837390969,2747214.349211516,case,降雨,闊葉樹林型,40.535,17
2023_1414,13489817.299360456,2748704.6925082705,case,降雨,闊葉樹林型,29.236,0
2023_1415,13489950.195038753,2748796.6317712446,case,降雨,闊葉樹林型,35.165,0
2023_1416,13488558.140906624,2748277.297088736,case,降雨,__NONFOREST__,37.552,3
2023_1417,13488601.989305492,2747464.466548678,case,降雨,__NONFOREST__,31.759,1
2023_1418,13489093.511588002,2747342.1505384925,case,降雨,待成林地,35.063,11
2023_1419,13489058.75231714,2747243.3595461426,case,降雨,待成林地,25.565,0
2023_1420,13488457.682850534,2747408.910002429,case,降雨,__NONFOREST__,22.742,12
2023_1421,13488328.509508876,2747201.0795387463,case,降雨,__NONFOREST__,41.199,3
2023_1422,13484492.463154385,2749132.9523165,case,降雨,闊葉樹林型,36.664,21
2023_1423,13485669.115804126,2750036.2327487576,case,降雨,__NONFOREST__,20.498,1
2023_1424,13485640.796692405,2749757.3113395777,case,降雨,__NONFOREST__,38.504,0
2023_1425,13486004.545033554,2749661.3855934665,case,降雨,闊葉樹林型,36.391,23
2023_1426,13487312.91110063,2749584.6308768787,case,降雨,闊葉樹林型,39.996,15
2023_1427,13487096.013974564,2749432.1806045426,case,降雨,闊葉樹林型,36.797,0
2023_1428,13487007.25286227,2749397.551997526,case,降雨,闊葉樹林型,49.026,0
2023_1429,13487084.347389285,2749347.426578091,case,降雨,闊葉樹林型,53.687,2
2023_1430,13485915.925209755,2748859.8714014976,case,降雨,闊葉樹林型,38.469,16
2023_1431,13487169.69770098,2748831.6104015554,case,降雨,闊葉樹林型,37.286,15
2023_1432,13487275.382823445,2748174.8528767577,case,降雨,__NONFOREST__,43.689,0
2023_1433,13486920.981536264,2748147.871338069,case,降雨,__NONFOREST__,39.782,0
2023_1434,13486555.023335973,2748287.358037201,case,降雨,__NONFOREST__,39.152,0
2023_1435,13486398.061485028,2748304.081122626,case,降雨,__NONFOREST__,29.309,2
2023_1436,13486321.876900744,2748249.7816896946,case,降雨,闊葉樹林型,19.273,0
2023_1437,13485425.956608394,2748463.363790385,case,降雨,__NONFOREST__,26.218,0
2023_1438,13485401.063560426,2748388.262468905,case,降雨,闊葉樹林型,31.509,0
2023_1439,13485037.966792494,2748430.63119436,case,降雨,闊葉樹林型,21.864,0
2023_1440,13483574.137306845,2748335.659820965,case,降雨,闊葉樹林型,42.528,18
2023_1441,13483640.139801892,2748327.197321466,case,降雨,闊葉樹林型,40.901,6
2023_1442,13483684.148467075,2748050.2720044665,case,降雨,闊葉樹林型,42.109,13
2023_1443,13483624.149921937,2747982.2297123186,case,降雨,__NONFOREST__,28.951,0
2023_1444,13483575.549883362,2747840.879290004,case,降雨,闊葉樹林型,39.511,17
2023_1445,13483829.513798364,2747835.0414394205,case,降雨,闊葉樹林型,30.575,25
2023_1446,13486057.626866672,2749531.130590306,case,降雨,闊葉樹林型,41.106,28
2023_1447,13485763.876618031,2749528.301303545,case,降雨,闊葉樹林型,35.054,5
2023_1448,13485688.885133885,2749693.9548942856,case,降雨,闊葉樹林型,31.871,25
2023_1449,13485602.886011772,2749977.2384975394,case,降雨,竹闊混淆林,40.322,16
2023_1450,13486234.35565994,2749826.16003238,case,降雨,__NONFOREST__,34.228,7
2023_1451,13487049.157235963,2748641.450522939,case,降雨,__NONFOREST__,34.241,0
2023_1452,13486981.625228455,2748511.4335841425,case,降雨,針闊葉樹混淆,29.687,4
2023_1453,13484487.386749487,2749003.7740457905,case,降雨,闊葉樹林型,34.752,10
2023_1454,13484428.486389771,2749439.1339896554,case,降雨,闊葉樹林型,36.087,0
2023_1455,13485975.381134702,2747331.0018404527,case,降雨,闊葉樹林型,37.176,19
2023_1456,13482661.637940971,2749414.932027556,case,降雨,闊葉樹林型,32.294,1
2023_1457,13483620.717908137,2749123.262166131,case,降雨,闊葉樹林型,40.824,0
2023_1458,13483787.913947333,2749126.0707608378,case,降雨,闊葉樹林型,33.606,10
2023_1459,13484198.29141524,2748889.8455651714,case,降雨,闊葉樹林型,34.945,5
2023_1460,13483035.45617246,2747906.5758105847,case,降雨,闊葉樹林型,40.752,14
2023_1461,13482892.219451504,2747830.1770714107,case,降雨,闊葉樹林型,38.106,5
2023_1462,13482557.286198458,2748105.6564533105,case,降雨,闊葉樹林型,38.831,13
2023_1463,13482387.101595774,2748289.638838415,case,降雨,闊葉樹林型,44.66,21
