lid,X3857,Y3857,kind,trigger,forest_type,slope,chm
bg_13306,13430507.938236129,2770165.938488469,bg,BG,__NONFOREST__,0.0,0
bg_13307,13371044.626107352,2880113.521803775,bg,BG,__NONFOREST__,0.0,-1
bg_13308,13399820.740513282,2599333.7352808,bg,BG,__NONFOREST__,4.076,0
bg_13309,13448841.888820397,2700893.454232582,bg,BG,針葉樹林型,43.592,20
bg_13310,13391806.17735699,2789565.0343597378,bg,BG,__NONFOREST__,0.0,0
bg_13311,13374230.897408796,2675702.694973404,bg,BG,__NONFOREST__,0.0,0
bg_13312,13570809.51213582,2833949.689260912,bg,BG,__NONFOREST__,,0
bg_13313,13419460.850517264,2733447.41649647,bg,BG,__NONFOREST__,0.716,0
bg_13314,13497484.532661775,2623164.368812101,bg,BG,闊葉樹林型,34.848,12
bg_13315,13411411.400413187,2734949.8812045963,bg,BG,__NONFOREST__,0.716,0
bg_13316,13489908.429176442,2611316.800561623,bg,BG,__NONFOREST__,3.393,0
bg_13317,13549174.16502293,2803815.6828117906,bg,BG,闊葉樹林型,30.704,38
bg_13318,13508999.547519246,2856820.296634905,bg,BG,竹林,33.381,1
bg_13319,13535230.674331276,2782734.5512608136,bg,BG,闊葉樹林型,34.48,2
bg_13320,13399094.481778393,2690793.7482625605,bg,BG,__NONFOREST__,0.0,0
bg_13321,13513287.757344428,2634995.1761171464,bg,BG,__NONFOREST__,,0
bg_13322,13403664.980660653,2840788.8256291305,bg,BG,__NONFOREST__,0.0,-1
bg_13323,13541841.000704858,2537321.2068689344,bg,BG,__NONFOREST__,0.0,-1
bg_13324,13410067.39488954,2504835.962000615,bg,BG,__NONFOREST__,0.0,-1
bg_13325,13466668.492045458,2611352.9581754114,bg,BG,闊葉樹林型,31.842,19
bg_13326,13414764.570843035,2870674.996512488,bg,BG,__NONFOREST__,0.0,-1
bg_13327,13509780.438857872,2517576.033042155,bg,BG,__NONFOREST__,0.0,0
bg_13328,13577555.822415678,2671560.10448562,bg,BG,__NONFOREST__,0.0,-1
bg_13329,13383647.282288212,2570343.8271968737,bg,BG,__NONFOREST__,,-1
bg_13330,13425195.947908483,2693738.4033855945,bg,BG,__NONFOREST__,17.19,1
bg_13331,13416250.990010912,2759614.111143904,bg,BG,__NONFOREST__,1.432,0
bg_13332,13479208.141507426,2575594.574859583,bg,BG,__NONFOREST__,,0
bg_13333,13540401.76557443,2561557.436827564,bg,BG,__NONFOREST__,0.0,-1
bg_13334,13414064.075186018,2640133.9381120694,bg,BG,__NONFOREST__,6.075,0
bg_13335,13432416.481692838,2526715.046069101,bg,BG,__NONFOREST__,,0
bg_13336,13371836.898747878,2599171.7322206013,bg,BG,__NONFOREST__,0.0,0
bg_13337,13390494.421932058,2536146.5738495747,bg,BG,__NONFOREST__,,-1
bg_13338,13366263.887001349,2790828.03844234,bg,BG,__NONFOREST__,0.0,-1
bg_13339,13441250.226747254,2644213.343390753,bg,BG,闊葉樹林型,33.55,5
bg_13340,13478310.81365884,2703383.3919852558,bg,BG,針葉樹林型,44.625,6
bg_13341,13538564.257982988,2895016.190297563,bg,BG,__NONFOREST__,29.206,5
bg_13342,13418680.748000083,2912669.069903532,bg,BG,__NONFOREST__,0.0,-1
bg_13343,13372972.36650759,2559196.736678045,bg,BG,__NONFOREST__,0.0,-1
bg_13344,13558606.692889595,2836713.6010513203,bg,BG,__NONFOREST__,0.0,0
bg_13345,13509809.56849633,2891021.2854955127,bg,BG,__NONFOREST__,22.778,8
bg_13346,13447473.594922084,2526157.3948063143,bg,BG,闊葉樹林型,30.283,0
bg_13347,13491212.679070247,2561275.2407473368,bg,BG,__NONFOREST__,,0
bg_13348,13540383.825627146,2852802.816333938,bg,BG,闊葉樹林型,35.273,21
bg_13349,13390124.304561624,2592658.449731075,bg,BG,__NONFOREST__,0.716,0
bg_13350,13536240.811967338,2511360.030978153,bg,BG,__NONFOREST__,,0
bg_13351,13467732.819801712,2710980.209999778,bg,BG,__NONFOREST__,47.904,5
bg_13352,13489967.995171355,2848171.0141610266,bg,BG,闊葉樹林型,21.296,13
bg_13353,13542204.715555254,2801089.843008901,bg,BG,闊葉樹林型,31.593,1
bg_13354,13556715.557533251,2872744.149643502,bg,BG,闊葉樹林型,19.02,9
bg_13355,13437337.254436815,2805489.6850681105,bg,BG,__NONFOREST__,30.654,14
bg_13356,13521003.439342596,2624883.8090616567,bg,BG,__NONFOREST__,,0
bg_13357,13573515.476439765,2884514.245985074,bg,BG,__NONFOREST__,0.0,0
bg_13358,13575526.37210727,2752207.7602103413,bg,BG,__NONFOREST__,0.0,0
bg_13359,13552439.74953734,2542004.9750780878,bg,BG,__NONFOREST__,0.0,-1
bg_13360,13513471.74363106,2853944.334809111,bg,BG,竹林,28.151,7
bg_13361,13429785.079965329,2702302.49891085,bg,BG,竹闊混淆林,40.001,11
bg_13362,13386344.533411996,2884735.3382695136,bg,BG,__NONFOREST__,0.0,-1
bg_13363,13455914.691670263,2592035.127690923,bg,BG,闊葉樹林型,39.589,19
bg_13364,13572184.174302498,2758641.4238934955,bg,BG,__NONFOREST__,0.0,0
bg_13365,13390005.070990931,2611338.574834712,bg,BG,__NONFOREST__,0.506,0
bg_13366,13414292.270083295,2846154.915458804,bg,BG,__NONFOREST__,0.0,-1
bg_13367,13455361.94062022,2806380.368387162,bg,BG,竹林,18.973,6
bg_13368,13389386.371326456,2851166.124719984,bg,BG,__NONFOREST__,0.0,-1
bg_13369,13508892.435069837,2859969.792099522,bg,BG,闊葉樹林型,41.452,16
bg_13370,13505747.57067276,2868049.203742153,bg,BG,__NONFOREST__,2.581,0
bg_13371,13518041.498144476,2594798.589845632,bg,BG,__NONFOREST__,,0
bg_13372,13388736.025940403,2860389.9401072846,bg,BG,__NONFOREST__,0.0,-1
bg_13373,13360942.097308122,2676845.5288999374,bg,BG,__NONFOREST__,,0
bg_13374,13377767.958901796,2513690.0579077355,bg,BG,__NONFOREST__,0.0,-1
bg_13375,13394839.014312023,2626589.862953576,bg,BG,__NONFOREST__,1.432,0
bg_13376,13484448.920794109,2656245.656737776,bg,BG,闊葉樹林型,47.026,26
bg_13377,13539064.016843624,2773821.463576292,bg,BG,闊葉樹林型,24.17,7
bg_13378,13453152.0321802,2681191.3859666702,bg,BG,闊葉樹林型,42.023,25
bg_13379,13553451.774415275,2623094.748107425,bg,BG,__NONFOREST__,0.0,-1
bg_13380,13511909.09006176,2784424.7458498394,bg,BG,針葉樹林型,48.589,21
bg_13381,13453485.862048164,2876984.547072401,bg,BG,__NONFOREST__,,0
bg_13382,13471906.360528093,2806463.3746944363,bg,BG,__NONFOREST__,40.542,11
bg_13383,13490998.053188732,2541877.7226848663,bg,BG,__NONFOREST__,0.0,-1
bg_13384,13378420.004585223,2614122.4150281693,bg,BG,__NONFOREST__,,0
bg_13385,13527133.76576721,2801142.8215761194,bg,BG,針闊葉樹混淆,14.45,14
bg_13386,13548252.643633794,2801026.315952185,bg,BG,闊葉樹林型,30.887,10
bg_13387,13492750.360302815,2697924.5449270504,bg,BG,針葉樹林型,46.69,19
bg_13388,13473711.337315658,2704294.0224825167,bg,BG,闊葉樹林型,42.81,18
bg_13389,13382000.411368327,2742886.551722904,bg,BG,__NONFOREST__,,-1
bg_13390,13368214.506222134,2828831.947876759,bg,BG,__NONFOREST__,0.0,-1
bg_13391,13558323.74043434,2769034.92279994,bg,BG,__NONFOREST__,,0
bg_13392,13445760.6908332,2597182.325831493,bg,BG,闊葉樹林型,31.967,14
bg_13393,13475802.581854943,2665488.552236708,bg,BG,針葉樹林型,42.097,11
bg_13394,13472584.18574604,2790763.8545057857,bg,BG,針闊葉樹混淆,37.776,6
bg_13395,13521733.025567384,2533264.1276124143,bg,BG,__NONFOREST__,0.0,0
bg_13396,13540390.685863016,2642724.081848736,bg,BG,__NONFOREST__,0.0,0
bg_13397,13453183.63111758,2743953.980474998,bg,BG,__NONFOREST__,32.854,4
bg_13398,13579736.562110657,2756878.158557699,bg,BG,__NONFOREST__,0.0,0
bg_13399,13506075.241239185,2654713.943612024,bg,BG,闊葉樹林型,39.799,15
bg_13400,13580179.563841114,2811763.6958674327,bg,BG,__NONFOREST__,,-1
bg_13401,13478669.979571918,2562957.509571885,bg,BG,__NONFOREST__,,0
bg_13402,13466039.11904468,2713954.6628186214,bg,BG,待成林地,40.905,0
bg_13403,13361944.06385522,2891928.195851676,bg,BG,__NONFOREST__,0.0,-1
bg_13404,13517599.048411123,2561353.7686712868,bg,BG,__NONFOREST__,0.0,-1
bg_13405,13360586.13338906,2761321.667819246,bg,BG,__NONFOREST__,0.0,-1
bg_13406,13482701.027879328,2776309.6849529827,bg,BG,針葉樹林型,46.292,18
bg_13407,13567963.256878152,2616508.061562158,bg,BG,__NONFOREST__,0.0,-1
bg_13408,13395173.385368545,2576371.9449452134,bg,BG,__NONFOREST__,0.506,0
bg_13409,13407155.573506163,2670501.464383107,bg,BG,闊葉樹林型,7.956,7
bg_13410,13364455.950668585,2710168.469133248,bg,BG,__NONFOREST__,,0
bg_13411,13521084.33456584,2792438.250216428,bg,BG,闊葉樹林型,28.801,15
bg_13412,13366840.53857061,2717566.857935116,bg,BG,__NONFOREST__,,0
bg_13413,13371794.852325264,2662160.641108461,bg,BG,__NONFOREST__,0.0,0
bg_13414,13458170.45323638,2864942.4017060893,bg,BG,__NONFOREST__,,0
bg_13415,13528214.306308923,2738883.059333648,bg,BG,__NONFOREST__,0.506,13
bg_13416,13578046.281664142,2649994.3381925235,bg,BG,__NONFOREST__,0.0,-1
bg_13417,13501808.226658598,2640130.505655425,bg,BG,闊葉樹林型,16.097,10
bg_13418,13423111.581885483,2724157.832214124,bg,BG,__NONFOREST__,1.132,0
bg_13419,13451090.116443858,2868047.891747944,bg,BG,__NONFOREST__,,0
bg_13420,13417943.276594488,2695863.073782212,bg,BG,__NONFOREST__,26.683,5
bg_13421,13485099.61995211,2890019.417467625,bg,BG,__NONFOREST__,,0
bg_13422,13444061.271475896,2710221.302714297,bg,BG,闊葉樹林型,44.867,13
bg_13423,13452706.190345252,2650908.709898433,bg,BG,__NONFOREST__,36.503,0
bg_13424,13551573.26524276,2636196.9098752174,bg,BG,__NONFOREST__,0.0,-1
bg_13425,13468867.402628316,2538453.95643548,bg,BG,__NONFOREST__,,-1
bg_13426,13454279.173389288,2643329.2489173235,bg,BG,針葉樹林型,42.671,19
bg_13427,13370157.456706977,2774155.772103609,bg,BG,__NONFOREST__,0.0,-1
bg_13428,13536448.229878318,2838175.2683874266,bg,BG,__NONFOREST__,31.013,0
bg_13429,13406561.911409443,2622192.0527365315,bg,BG,__NONFOREST__,3.851,5
bg_13430,13563658.300089242,2533415.884476668,bg,BG,__NONFOREST__,0.0,-1
bg_13431,13371018.61825407,2756162.9387639607,bg,BG,__NONFOREST__,0.0,-1
bg_13432,13457257.277647682,2740902.129527525,bg,BG,闊葉樹林型,40.465,13
bg_13433,13392427.670470674,2795616.039958014,bg,BG,__NONFOREST__,0.0,0
bg_13434,13390205.110085074,2715945.1525273165,bg,BG,__NONFOREST__,0.0,0
bg_13435,13572197.75048623,2673850.750286048,bg,BG,__NONFOREST__,0.0,-1
bg_13436,13527265.955484295,2585033.4463525126,bg,BG,__NONFOREST__,,0
bg_13437,13530681.33061678,2788876.6403628425,bg,BG,__NONFOREST__,49.421,22
bg_13438,13466826.298524668,2596736.181334069,bg,BG,闊葉樹林型,28.438,24
bg_13439,13509346.569877291,2537765.369595537,bg,BG,__NONFOREST__,0.0,0
bg_13440,13469675.973176133,2727809.896947073,bg,BG,__NONFOREST__,1.601,4
bg_13441,13383797.761083992,2822004.5128078023,bg,BG,__NONFOREST__,0.0,-1
bg_13442,13544835.602442928,2541073.3466193792,bg,BG,__NONFOREST__,0.0,-1
bg_13443,13422999.49304874,2695745.6312068235,bg,BG,__NONFOREST__,2.581,0
bg_13444,13393738.856172802,2851205.321214894,bg,BG,__NONFOREST__,0.0,-1
bg_13445,13391883.80903425,2772585.141584915,bg,BG,__NONFOREST__,,0
bg_13446,13391353.813762894,2651713.922106888,bg,BG,__NONFOREST__,0.506,0
bg_13447,13540529.325616794,2635995.3254578514,bg,BG,__NONFOREST__,0.0,0
bg_13448,13366972.977739638,2520332.884742886,bg,BG,__NONFOREST__,0.0,-1
bg_13449,13435880.177219369,2741406.469536555,bg,BG,__NONFOREST__,3.682,0
bg_13450,13366123.326394474,2910647.4273020043,bg,BG,__NONFOREST__,0.0,-1
bg_13451,13519420.732073909,2773128.0552707408,bg,BG,闊葉樹林型,42.812,22
bg_13452,13489756.780772438,2725022.18008626,bg,BG,針葉樹林型,47.4,15
bg_13453,13405998.60143952,2848957.3508542,bg,BG,__NONFOREST__,0.0,-1
bg_13454,13449060.506470324,2686538.313152106,bg,BG,闊葉樹林型,29.343,25
bg_13455,13475246.91686511,2694906.4914707206,bg,BG,針葉樹林型,36.097,22
bg_13456,13429266.450030088,2536928.127508736,bg,BG,__NONFOREST__,,0
bg_13457,13408323.61019349,2580166.4096921277,bg,BG,__NONFOREST__,0.0,0
bg_13458,13535061.380775956,2613238.580277011,bg,BG,__NONFOREST__,0.0,0
bg_13459,13476561.003375713,2817912.346118467,bg,BG,闊葉樹林型,41.676,17
bg_13460,13374806.818736153,2508883.145364413,bg,BG,__NONFOREST__,0.0,-1
bg_13461,13378738.71166752,2588804.086445797,bg,BG,__NONFOREST__,0.0,0
bg_13462,13395629.94243466,2623615.573027866,bg,BG,__NONFOREST__,0.716,0
bg_13463,13568280.755663345,2907466.400608905,bg,BG,__NONFOREST__,,0
bg_13464,13468915.082551358,2902618.2779278345,bg,BG,__NONFOREST__,0.0,-1
bg_13465,13421909.082490936,2677919.766915499,bg,BG,__NONFOREST__,29.099,13
bg_13466,13485964.180388842,2897593.4492856683,bg,BG,__NONFOREST__,0.0,-1
bg_13467,13451289.164388226,2909663.141344208,bg,BG,__NONFOREST__,0.0,-1
bg_13468,13451701.45525776,2657104.304404022,bg,BG,闊葉樹林型,25.565,15
bg_13469,13473389.362394951,2702499.392436068,bg,BG,針闊葉樹混淆,51.523,14
bg_13470,13404136.45299416,2537830.616927969,bg,BG,__NONFOREST__,,-1
bg_13471,13493947.028676724,2652984.2721755323,bg,BG,闊葉樹林型,13.144,11
bg_13472,13393263.129123231,2560673.0117802536,bg,BG,__NONFOREST__,,0
bg_13473,13532213.604915472,2758867.0211745263,bg,BG,闊葉樹林型,44.537,9
bg_13474,13373672.83596801,2565006.1584480493,bg,BG,__NONFOREST__,0.0,-1
bg_13475,13416128.541949868,2550201.694358304,bg,BG,__NONFOREST__,,0
bg_13476,13557656.84540402,2615151.9004130973,bg,BG,__NONFOREST__,0.0,-1
bg_13477,13442433.438719628,2805766.1756653464,bg,BG,闊葉樹林型,24.88,8
bg_13478,13459997.399590472,2849664.942152336,bg,BG,__NONFOREST__,1.601,0
bg_13479,13569849.180343509,2572636.9819237203,bg,BG,__NONFOREST__,0.0,-1
bg_13480,13378261.397462616,2649158.3114136765,bg,BG,__NONFOREST__,0.0,0
bg_13481,13484647.382229265,2514734.411043335,bg,BG,__NONFOREST__,0.0,-1
bg_13482,13417811.351962997,2881170.5704695783,bg,BG,__NONFOREST__,0.0,-1
bg_13483,13547387.69245951,2565129.8030789583,bg,BG,__NONFOREST__,0.0,-1
bg_13484,13551352.586254884,2863989.878114355,bg,BG,闊葉樹林型,12.017,11
bg_13485,13364371.86843708,2525118.5321698245,bg,BG,__NONFOREST__,0.0,-1
bg_13486,13449509.148844084,2514714.407424693,bg,BG,待成林地,16.261,3
bg_13487,13479960.82073094,2544139.75070826,bg,BG,__NONFOREST__,0.0,0
bg_13488,13400033.507951222,2736802.100694979,bg,BG,__NONFOREST__,0.0,0
bg_13489,13468058.114852345,2726188.4579047784,bg,BG,闊葉樹林型,33.487,13
bg_13490,13530506.524705725,2697958.9482480483,bg,BG,__NONFOREST__,,0
bg_13491,13495970.792888856,2738851.2327493164,bg,BG,__NONFOREST__,43.324,0
bg_13492,13444859.407842789,2576746.6849616463,bg,BG,闊葉樹林型,37.234,15
bg_13493,13379673.124601409,2554545.1288147992,bg,BG,__NONFOREST__,0.0,-1
bg_13494,13446816.878506867,2630300.4645363325,bg,BG,闊葉樹林型,36.946,23
bg_13495,13482234.576022305,2834530.421714724,bg,BG,針闊葉樹混淆,35.418,13
bg_13496,13549173.192872556,2621736.864876398,bg,BG,__NONFOREST__,0.0,-1
bg_13497,13395470.59216216,2556363.1592412093,bg,BG,__NONFOREST__,,0
bg_13498,13536270.370519549,2603877.757213729,bg,BG,__NONFOREST__,0.0,0
bg_13499,13482854.050209977,2600503.3782198247,bg,BG,__NONFOREST__,1.519,2
bg_13500,13480462.170095429,2659355.3789916327,bg,BG,針葉樹林型,44.548,9
bg_13501,13519815.8691775,2597638.073012634,bg,BG,__NONFOREST__,,0
bg_13502,13462271.428347511,2688122.265199287,bg,BG,待成林地,32.011,2
bg_13503,13427218.501093827,2513893.369564668,bg,BG,__NONFOREST__,,0
bg_13504,13569249.850307493,2844962.5476406445,bg,BG,__NONFOREST__,,0
bg_13505,13553523.20398017,2876967.797736106,bg,BG,竹闊混淆林,9.52,1
bg_13506,13368437.302899096,2559423.440438837,bg,BG,__NONFOREST__,0.0,-1
bg_13507,13510336.791968616,2758714.5924851494,bg,BG,針闊葉樹混淆,42.915,16
bg_13508,13540322.6789313,2879853.966396738,bg,BG,__NONFOREST__,22.887,3
bg_13509,13534376.473637508,2747338.399016903,bg,BG,__NONFOREST__,1.432,0
bg_13510,13415240.173780112,2734623.055241056,bg,BG,__NONFOREST__,2.087,0
bg_13511,13363116.903958917,2531635.219160224,bg,BG,__NONFOREST__,0.0,-1
bg_13512,13418089.95406098,2884397.390626173,bg,BG,__NONFOREST__,0.0,-1
bg_13513,13534842.139343074,2860195.448716341,bg,BG,針葉樹林型,26.119,22
bg_13514,13485805.203365056,2806117.000167814,bg,BG,針闊葉樹混淆,31.853,28
bg_13515,13544259.932977958,2835430.303154729,bg,BG,__NONFOREST__,1.601,0
bg_13516,13537987.275692863,2752069.7227853443,bg,BG,__NONFOREST__,2.087,0
bg_13517,13522715.897500737,2849151.005249588,bg,BG,闊葉樹林型,25.242,16
bg_13518,13443842.306577845,2769825.104360593,bg,BG,闊葉樹林型,34.752,4
bg_13519,13492856.794208676,2866648.3029632564,bg,BG,__NONFOREST__,5.076,0
bg_13520,13520485.645761026,2666064.1960936594,bg,BG,__NONFOREST__,,0
bg_13521,13482345.989946911,2819846.4616136914,bg,BG,竹林,31.23,14
bg_13522,13423785.42100465,2900506.4398105284,bg,BG,__NONFOREST__,0.0,-1
bg_13523,13409793.11159871,2529070.403521626,bg,BG,__NONFOREST__,0.0,-1
bg_13524,13380527.471742282,2810591.012501637,bg,BG,__NONFOREST__,0.0,-1
bg_13525,13474157.11354022,2542534.682835644,bg,BG,__NONFOREST__,0.0,-1
bg_13526,13550357.893841757,2852350.7139410586,bg,BG,闊葉樹林型,26.352,10
bg_13527,13500013.888808478,2625762.13794362,bg,BG,闊葉樹林型,24.347,12
bg_13528,13569218.100389564,2637833.0988237727,bg,BG,__NONFOREST__,0.0,-1
bg_13529,13379032.202799251,2788884.215810164,bg,BG,__NONFOREST__,0.0,-1
bg_13530,13394816.298023287,2760629.9040445434,bg,BG,__NONFOREST__,,0
bg_13531,13458591.237651458,2740349.575015543,bg,BG,闊葉樹林型,7.213,9
bg_13532,13361602.924733616,2625335.596124677,bg,BG,__NONFOREST__,,0
bg_13533,13369441.864693524,2645864.422971084,bg,BG,__NONFOREST__,0.0,0
bg_13534,13360182.18528347,2805937.3947554114,bg,BG,__NONFOREST__,0.0,-1
bg_13535,13535706.596343076,2832145.5917382827,bg,BG,__NONFOREST__,3.851,0
bg_13536,13559371.354483008,2684212.3701418038,bg,BG,__NONFOREST__,0.0,-1
bg_13537,13425409.635822196,2836787.041076315,bg,BG,__NONFOREST__,,0
bg_13538,13461723.354148608,2584615.7137993416,bg,BG,闊葉樹林型,25.117,9
bg_13539,13366421.546907116,2539617.775186626,bg,BG,__NONFOREST__,0.0,-1
bg_13540,13538640.948807089,2642925.2814305816,bg,BG,__NONFOREST__,0.0,0
bg_13541,13560642.590676464,2608833.979093581,bg,BG,__NONFOREST__,0.0,-1
bg_13542,13464920.133106057,2891100.908599954,bg,BG,__NONFOREST__,,0
bg_13543,13394511.200770317,2632285.189244957,bg,BG,__NONFOREST__,9.585,3
bg_13544,13576055.796524065,2745171.402202656,bg,BG,__NONFOREST__,0.0,0
bg_13545,13534690.73855898,2685064.281792196,bg,BG,__NONFOREST__,,0
bg_13546,13419925.7272466,2588600.2126341043,bg,BG,__NONFOREST__,0.0,3
bg_13547,13550539.387903892,2887084.194865036,bg,BG,__NONFOREST__,17.216,11
bg_13548,13418930.66321965,2753223.136040789,bg,BG,__NONFOREST__,0.0,0
bg_13549,13488727.870884322,2880438.5701624183,bg,BG,__NONFOREST__,1.825,0
bg_13550,13476233.310088951,2498356.64654653,bg,BG,__NONFOREST__,0.0,-1
bg_13551,13567621.913418436,2598505.7456055363,bg,BG,__NONFOREST__,0.0,-1
bg_13552,13384650.305086154,2591053.4761059363,bg,BG,__NONFOREST__,,0
bg_13553,13526101.94485814,2913161.297546343,bg,BG,__NONFOREST__,,0
bg_13554,13424604.971022513,2573445.270651489,bg,BG,__NONFOREST__,1.519,2
bg_13555,13499782.719142905,2898288.4509556564,bg,BG,__NONFOREST__,,-1
bg_13556,13375353.002006844,2843254.503355805,bg,BG,__NONFOREST__,0.0,-1
bg_13557,13365199.915172214,2565738.7078629667,bg,BG,__NONFOREST__,0.0,-1
bg_13558,13527756.746561984,2683395.137947811,bg,BG,__NONFOREST__,,0
bg_13559,13412710.15540836,2523668.0065539936,bg,BG,__NONFOREST__,0.0,-1
bg_13560,13502519.5735324,2515530.596357998,bg,BG,__NONFOREST__,0.0,0
bg_13561,13468289.31998269,2891770.414830274,bg,BG,__NONFOREST__,,0
bg_13562,13413506.33050146,2781328.817950645,bg,BG,__NONFOREST__,0.0,0
bg_13563,13369755.9501313,2507557.8839471946,bg,BG,__NONFOREST__,0.0,-1
bg_13564,13478178.954937708,2664828.145899829,bg,BG,針葉樹林型,22.3,7
bg_13565,13433883.228330344,2665188.6436628704,bg,BG,闊葉樹林型,27.156,9
bg_13566,13381836.808337228,2629730.5402830644,bg,BG,__NONFOREST__,1.601,6
bg_13567,13447933.748784142,2657520.0000735344,bg,BG,__NONFOREST__,33.912,0
bg_13568,13424674.017767414,2522081.77904337,bg,BG,__NONFOREST__,0.0,0
bg_13569,13457562.23039496,2892875.713170117,bg,BG,__NONFOREST__,,0
bg_13570,13448662.849887952,2745437.3245655014,bg,BG,__NONFOREST__,23.982,4
bg_13571,13553506.92088959,2653191.213842881,bg,BG,__NONFOREST__,0.0,-1
bg_13572,13500688.845418517,2738915.700772962,bg,BG,針葉樹林型,42.927,12
bg_13573,13474866.432935694,2609027.169828557,bg,BG,闊葉樹林型,31.008,5
bg_13574,13416754.91012814,2525317.7321545244,bg,BG,__NONFOREST__,0.0,-1
bg_13575,13362839.90325272,2766069.975744271,bg,BG,__NONFOREST__,0.0,-1
bg_13576,13450076.212125516,2540732.133905074,bg,BG,闊葉樹林型,23.422,11
bg_13577,13579552.770226758,2880151.514394989,bg,BG,__NONFOREST__,,0
bg_13578,13461060.560575526,2690833.443326744,bg,BG,針葉樹林型,48.81,25
bg_13579,13526518.621646948,2680733.7009657347,bg,BG,__NONFOREST__,,0
bg_13580,13570531.383281546,2814546.9707055707,bg,BG,__NONFOREST__,,0
bg_13581,13409512.2680731,2695694.0504047056,bg,BG,__NONFOREST__,1.601,0
bg_13582,13486995.732548237,2624906.683960407,bg,BG,__NONFOREST__,0.716,0
bg_13583,13404544.62662665,2580065.5062977728,bg,BG,__NONFOREST__,0.0,0
bg_13584,13577498.017912412,2511715.641617732,bg,BG,__NONFOREST__,0.0,-1
bg_13585,13476804.941810386,2542444.574072208,bg,BG,__NONFOREST__,0.0,-1
bg_13586,13555437.669307226,2679703.037303045,bg,BG,__NONFOREST__,0.0,-1
bg_13587,13487114.648039222,2812213.2823926806,bg,BG,闊葉樹林型,16.896,24
bg_13588,13544925.980812382,2910468.17140561,bg,BG,__NONFOREST__,,0
bg_13589,13422409.789267473,2506494.524452129,bg,BG,__NONFOREST__,0.0,-1
bg_13590,13563150.270882176,2607279.6687569087,bg,BG,__NONFOREST__,0.0,-1
bg_13591,13424765.873295592,2890379.197858191,bg,BG,__NONFOREST__,0.0,0
bg_13592,13538788.77126766,2634829.17307836,bg,BG,__NONFOREST__,0.0,0
bg_13593,13490972.530754955,2682162.3578813607,bg,BG,針闊葉樹混淆,27.555,19
bg_13594,13411097.946896696,2593045.8860494248,bg,BG,__NONFOREST__,1.132,0
bg_13595,13506252.760507133,2622011.0053111664,bg,BG,__NONFOREST__,,0
bg_13596,13484955.508674964,2665285.022505765,bg,BG,針闊葉樹混淆,40.257,27
bg_13597,13514924.069456968,2638340.321409111,bg,BG,__NONFOREST__,,0
bg_13598,13567042.780164884,2591006.580718924,bg,BG,__NONFOREST__,0.0,-1
bg_13599,13577687.642180316,2695262.939685654,bg,BG,__NONFOREST__,0.0,-1
bg_13600,13510690.685786596,2837222.819283014,bg,BG,闊葉樹林型,24.848,21
bg_13601,13520556.325108511,2645694.192356254,bg,BG,__NONFOREST__,,0
bg_13602,13561311.64945633,2861352.9006114854,bg,BG,__NONFOREST__,25.75,13
bg_13603,13527123.163655212,2625301.524999476,bg,BG,__NONFOREST__,,0
bg_13604,13513752.682023684,2739631.4640650665,bg,BG,闊葉樹林型,53.54,8
bg_13605,13400038.988101464,2756608.530872084,bg,BG,__NONFOREST__,1.132,0
bg_13606,13575717.572391136,2585005.841740747,bg,BG,__NONFOREST__,0.0,-1
bg_13607,13445847.376017846,2542850.23173386,bg,BG,闊葉樹林型,32.773,16
bg_13608,13523529.842620766,2694529.7197915004,bg,BG,闊葉樹林型,21.06,11
bg_13609,13543282.688360175,2593840.2138763624,bg,BG,__NONFOREST__,0.0,-1
bg_13610,13578894.84048645,2585818.271232153,bg,BG,__NONFOREST__,0.0,-1
bg_13611,13485634.4690972,2622210.4033762678,bg,BG,__NONFOREST__,1.132,0
bg_13612,13454625.00691542,2877042.513741413,bg,BG,__NONFOREST__,,0
bg_13613,13420751.099279825,2701915.6008243863,bg,BG,__NONFOREST__,4.52,0
bg_13614,13520415.326900477,2883731.904521415,bg,BG,__NONFOREST__,0.0,0
bg_13615,13403355.32757562,2806775.4610684207,bg,BG,__NONFOREST__,,0
bg_13616,13483948.027563488,2641118.013612656,bg,BG,闊葉樹林型,42.864,15
bg_13617,13476554.899684912,2853796.331098976,bg,BG,__NONFOREST__,7.072,0
bg_13618,13573562.64905206,2597089.8904308537,bg,BG,__NONFOREST__,0.0,-1
bg_13619,13497845.501543963,2857110.619657902,bg,BG,__NONFOREST__,6.32,0
bg_13620,13505644.896073973,2657296.1236162107,bg,BG,__NONFOREST__,11.07,0
bg_13621,13460539.396746812,2534948.9307869514,bg,BG,__NONFOREST__,,0
bg_13622,13515707.849239437,2909883.197413313,bg,BG,__NONFOREST__,,0
bg_13623,13571276.936244585,2609481.303944364,bg,BG,__NONFOREST__,0.0,-1
bg_13624,13405429.933037195,2547987.1742937868,bg,BG,__NONFOREST__,,0
bg_13625,13529830.649072869,2878772.0722859087,bg,BG,__NONFOREST__,0.0,7
bg_13626,13446353.877198258,2887228.355616756,bg,BG,__NONFOREST__,0.0,0
bg_13627,13455468.154169826,2647885.779611233,bg,BG,針闊葉樹混淆,42.65,22
bg_13628,13483654.72057525,2538568.579224056,bg,BG,__NONFOREST__,0.0,-1
bg_13629,13553590.756080294,2839658.0284591825,bg,BG,__NONFOREST__,0.506,0
