lid,event,ft,slope,x,y,total,max24,max72,map_mm,annmax_mm
2023_477,卡努颱風,闊葉樹林型,17.752790161946685,221275.26,2577427.49,129.99049377441406,69.56999969482422,128.65499877929688,2723.8056640625,166.2555389404297
2023_480,卡努颱風,闊葉樹林型,39.96814794983898,232407.15,2563329.34,133.61700439453125,74.81499481201172,133.1199951171875,2766.05029296875,162.231689453125
2023_481,卡努颱風,闊葉樹林型,41.17433120903597,233876.38,2565491.13,133.61700439453125,74.81499481201172,133.1199951171875,2766.05029296875,162.231689453125
2023_486,卡努颱風,闊葉樹林型,62.11176810504191,240912.56,2619920.32,89.81299591064453,43.04499816894531,89.31999969482422,2301.100830078125,117.92032623291016
2023_489,卡努颱風,闊葉樹林型,29.49620849656644,274461.99,2659279.94,133.6945037841797,89.32499694824219,133.27999877929688,3239.04736328125,160.2562255859375
2023_490,卡努颱風,闊葉樹林型,42.862412092456296,270844.98,2661720.85,133.6945037841797,89.32499694824219,133.27999877929688,2763.3662109375,175.1996612548828
2023_491,卡努颱風,闊葉樹林型,32.31153323742385,271119.19,2661764.56,133.6945037841797,89.32499694824219,133.27999877929688,2763.3662109375,175.1996612548828
2023_492,卡努颱風,闊葉樹林型,30.809442202940232,270841.09,2661848.82,133.6945037841797,89.32499694824219,133.27999877929688,2763.3662109375,175.1996612548828
2023_494,卡努颱風,闊葉樹林型,43.68885454421518,268713.11,2663164.11,151.20849609375,104.16500091552734,150.4449920654297,2673.134765625,166.9835205078125
2023_496,卡努颱風,竹林,37.247373202381205,269702.9,2660919.69,151.20849609375,104.16500091552734,150.4449920654297,2673.134765625,166.9835205078125
2023_497,卡努颱風,闊葉樹林型,36.62354905164433,270869.73,2661488.05,133.6945037841797,89.32499694824219,133.27999877929688,2763.3662109375,175.1996612548828
2023_498,卡努颱風,闊葉樹林型,39.156783218304696,270422.84,2661522.68,133.6945037841797,89.32499694824219,133.27999877929688,2763.3662109375,175.1996612548828
2023_500,卡努颱風,闊葉樹林型,31.693440803183943,267357.52,2661315.71,151.20849609375,104.16500091552734,150.4449920654297,2673.134765625,166.9835205078125
2023_501,卡努颱風,闊葉樹林型,46.69408503840473,266263.21,2662984.94,151.20849609375,104.16500091552734,150.4449920654297,2673.134765625,166.9835205078125
2023_502,卡努颱風,闊葉樹林型,44.31238462399072,265847.43,2662959.67,151.20849609375,104.16500091552734,150.4449920654297,2673.134765625,166.9835205078125
2023_504,卡努颱風,闊葉樹林型,27.26604445073282,266161.79,2663715.5,151.20849609375,104.16500091552734,150.4449920654297,2673.134765625,166.9835205078125
2023_505,卡努颱風,闊葉樹林型,38.903551214305885,264676.54,2662313.28,151.20849609375,104.16500091552734,150.4449920654297,2553.768310546875,193.8992462158203
2023_506,卡努颱風,闊葉樹林型,43.73777595287439,264920.4,2661390.69,151.20849609375,104.16500091552734,150.4449920654297,2553.768310546875,193.8992462158203
2023_511,卡努颱風,竹林,43.30156320620466,268953.08,2661809.54,151.20849609375,104.16500091552734,150.4449920654297,2673.134765625,166.9835205078125
2023_518,卡努颱風,闊葉樹林型,33.946295027753955,272290.85,2662173.51,133.6945037841797,89.32499694824219,133.27999877929688,2763.3662109375,175.1996612548828
2023_519,卡努颱風,闊葉樹林型,33.946295027753955,261161.2,2654457.62,172.37350463867188,109.61000061035156,171.85499572753906,2548.475341796875,155.4546356201172
2023_520,卡努颱風,闊葉樹林型,28.735641668064066,262714.7,2654219.21,172.37350463867188,109.61000061035156,171.85499572753906,2548.475341796875,155.4546356201172
