pid,event,x,y,row,col,slope,north,east,planc,profc,elev,TypeName
2024_4814,凱米颱風,311740.0,2681460.0,6013,8171,39.35384148704363,-0.6097107608496922,-0.7926239891046002,0.0030669144981412635,-0.001933085501858736,1179.0,闊葉樹林型
2024_4815,凱米颱風,312200.0,2681300.0,6021,8194,44.31238462399072,0.7682212795973759,0.6401843996644798,0.00790983606557377,-0.00959016393442623,1304.0,闊葉樹林型
2024_4816,凱米颱風,312120.0,2680960.0,6038,8190,31.332627955778683,0.944496796706159,0.32852062494127277,0.002942664418212479,-0.009557335581787521,1225.0,
2024_4817,凱米颱風,312320.0,2680480.0,6062,8200,44.7288802769619,0.17666406279377406,0.9842712069938842,-0.021128980891719742,-0.006128980891719745,1122.0,闊葉樹林型
2024_4818,凱米颱風,312140.0,2680420.0,6065,8191,46.43767472695269,0.8797065135761271,-0.47551703436547405,-0.020036743923120406,0.007463256076879593,1213.0,闊葉樹林型
2024_4819,凱米颱風,312260.0,2680120.0,6080,8197,60.50379150343357,0.7071067811865476,0.7071067811865475,-0.035625,0.029375,1167.0,闊葉樹林型
2024_4820,凱米颱風,313420.0,2679900.0,6091,8255,42.27030207946822,0.5225620579292874,-0.8526012524109428,0.014895990922844176,-0.015104009077155827,587.0,待成林地
2024_4821,凱米颱風,312960.0,2679600.0,6106,8232,49.978612227765744,0.7767557487195037,-0.6298019584212192,0.02615689731159101,-0.01134310268840899,1132.0,闊葉樹林型
2024_4822,凱米颱風,313600.0,2679580.0,6107,8264,40.47420622680254,-0.08789381029635722,-0.996129850025381,0.018952789699570812,-0.04854721030042918,442.0,闊葉樹林型
2024_4823,凱米颱風,313420.0,2679540.0,6109,8255,41.83254107800666,0.8099421215430211,0.5865098121518428,0.04468701248049922,-0.02531298751950078,601.0,闊葉樹林型
2024_4824,凱米颱風,313480.0,2679500.0,6111,8258,47.100902641844854,0.8595358880206613,-0.51107539287715,-0.024614139233675125,0.002885860766324879,573.0,闊葉樹林型
2024_4825,凱米颱風,312320.0,2681720.0,6000,8200,37.082382807834996,0.5623100214072791,-0.8269265020695281,-0.005406181619256017,-0.0004061816192560179,981.0,闊葉樹林型
2024_4826,凱米颱風,312060.0,2681300.0,6021,8187,45.74135233937299,-0.5603093677042101,-0.8282834131279632,-0.0015445103857566766,0.005955489614243324,1321.0,闊葉樹林型
2024_4827,凱米颱風,312240.0,2681460.0,6013,8196,35.29811642184922,0.7415357791237711,-0.6709133239691263,-0.013866895261845388,0.011133104738154615,1260.0,闊葉樹林型
2024_4828,凱米颱風,312100.0,2681300.0,6021,8189,39.11707104818377,-0.7071067811865475,-0.7071067811865476,0.006874999999999999,0.016875,1345.0,闊葉樹林型
2024_4829,凱米颱風,313160.0,2680320.0,6070,8242,41.563641357986256,-0.7612432304867112,-0.6484664555997911,-0.01820051669316375,0.01679948330683625,829.0,闊葉樹林型
2024_4830,凱米颱風,310600.0,2681900.0,5991,8114,22.406871204937445,0.24253562503633289,-0.9701425001453319,0.05852941176470588,-0.016470588235294115,1402.0,闊葉樹林型
2024_4831,凱米颱風,310580.0,2681780.0,5997,8113,43.0478321430526,0.2676438637860946,-0.9635179096299407,0.033660458452722065,-0.016339541547277937,1482.0,闊葉樹林型
2024_4832,凱米颱風,311080.0,2681660.0,6003,8138,59.85683435861931,0.8855472253378005,0.4645493641116331,0.03552054794520548,0.01302054794520548,1207.0,闊葉樹林型
