case,ft,slope,north,east,planc,profc,elev,slope2,bg_lid,x,y
0,闊葉樹林型,20.556045219583467,0.7999999999999999,0.6000000000000001,0.0168,-0.0056999999999999,243.0,422.5509950695603,bg_60,304027.2,2624964.0
0,闊葉樹林型,56.10606921127311,0.1343636729735781,-0.9909320881801382,-0.0096149506346967,-0.0021149506346967,1359.0,3147.891002340168,bg_70,246007.0,2628925.4
0,闊葉樹林型,37.90505895833579,0.9953500135553,-0.0963241948601903,0.0025463917525773,-0.0074536082474226,1017.0,1436.7934946349126,bg_72,235473.9,2500483.3
0,針葉樹林型,35.94211187138234,-0.689655172413793,0.7241379310344828,0.0019381688466111,-0.0055618311533888,2135.0,1291.8354057749632,bg_73,258937.8,2697373.8
0,闊葉樹林型,37.351484577447394,0.851658316704544,-0.5240974256643347,-0.0164163090128755,0.0085836909871244,707.0,1395.1334001392906,bg_76,238496.2,2616678.8
0,闊葉樹林型,27.155878281943988,0.682318250360011,0.731055268242869,0.0024703087885985,-0.0150296912114014,304.0,737.4417252637571,bg_77,174442.8,2505385.0
0,竹闊混淆林,25.682184661491608,0.8837879163470618,-0.4678877204190327,-0.005206081081081,0.0097939189189189,435.0,659.5746089869548,bg_86,245479.5,2718155.4
0,闊葉樹林型,38.32881810145589,0.8221921916437787,0.5692099788303083,0.01339,-0.01161,2295.0,1469.0982970544924,bg_89,235562.9,2597469.4
0,闊葉樹林型,41.59751679121417,0.5350520811843449,0.8448190755542285,0.0018021411578112,0.0043021411578112,1018.0,1730.3534031953448,bg_90,297273.3,2675878.5
0,針闊葉樹混淆,26.82087387239509,-0.9889363528682976,0.1483404529302446,0.0031784841075794,0.0006784841075794,1688.0,719.3592752789256,bg_92,231329.5,2548935.0
0,闊葉樹林型,44.23706899687728,0.4878213576649419,0.8729434821372646,0.0146077785102175,-0.0078922214897824,1347.0,1956.9182734344813,bg_106,241911.7,2580742.8
0,針葉樹林型,43.54110253900031,-0.8155071447352175,-0.5787470059411219,0.0169688581314878,-0.0055311418685121,3233.0,1895.827610311739,bg_108,262265.2,2692995.1
0,闊葉樹林型,44.710622455169606,0.7071067811865476,-0.7071067811865475,0.048125,-0.081875,1432.0,1999.0397603287165,bg_111,259523.4,2704230.7
0,闊葉樹林型,53.39572355729435,0.9656157585206696,0.2599734734478726,0.0298758620689655,0.0098758620689655,1427.0,2851.103294206999,bg_116,270197.1,2676580.8
