case,ft,slope,north,east,planc,profc,elev,slope2,lid,year,x,y,event,area_ha,old_scar,d_debris,d_road,d_river,in_largels,twi,litho,soc,ph,clay,litho_name,kind,bg_lid
1,闊葉樹林型,48.56172665223335,0.9269468132231584,0.3751927577331831,-0.0004091573307355,0.0020908426692644,1347.0,2358.2412954462307,2023_1221,2023.0,265387.85,2654579.55,卡努颱風,0.14,False,3351.5822503907816,3059.090245505328,1302.4962388782149,False,8.44135007737758,13.0,12.0,53.0,28.0,siliciclastic sedimentary,case,
1,闊葉樹林型,19.47122063449069,0.1414213562373094,0.9899494936611666,0.065925,-0.019075,1276.0,379.1284329970161,2023_1222,2023.0,265358.06,2654442.48,卡努颱風,0.15,False,3289.2303384068937,3192.296024910116,1269.5267509068494,False,8.44135007737758,13.0,13.0,54.0,28.0,siliciclastic sedimentary,case,
1,闊葉樹林型,31.18173575791572,0.6196442885790208,0.7848827655334262,0.0256058020477815,-0.0343941979522184,1234.0,972.3006448764796,2023_1223,2023.0,265303.77,2654320.16,卡努颱風,0.07,False,3172.8655683465904,3309.391314897334,1225.22594343846,False,8.891894999992465,13.0,11.0,53.0,26.0,siliciclastic sedimentary,case,
1,闊葉樹林型,37.202544890156695,-0.2963992148724528,0.9550641368112373,-0.0023169739696312,0.0126830260303687,1217.0,1384.029346304124,2023_1225,2023.0,265695.66,2653869.43,卡努颱風,0.13,False,3280.632832357612,3805.8765426043337,1600.5956862788282,False,10.437511314904935,13.0,14.0,56.0,25.0,siliciclastic sedimentary,case,
1,闊葉樹林型,34.66253388314486,0.2169304578186562,-0.9761870601839528,-0.0093529411764705,0.0081470588235294,1282.0,1201.4912552001656,2023_1226,2023.0,265727.34,2653728.47,卡努颱風,0.23,False,3251.766897634617,3950.180983970448,1633.6074647380938,False,10.437511314904935,13.0,14.0,56.0,25.0,siliciclastic sedimentary,case,
1,闊葉樹林型,30.24625565345472,-0.8574929257125442,-0.5144957554275266,-0.0090073529411764,-0.0090073529411764,1266.0,914.8359810541411,2023_1227,2023.0,265616.63,2653700.55,卡努颱風,0.05,False,3138.9809374675774,3960.239173316527,1524.896086069744,False,10.541852389950883,13.0,11.0,56.0,28.0,siliciclastic sedimentary,case,
1,闊葉樹林型,36.885169224775694,-0.4997224534895773,-0.8661855860486004,0.0196170921198668,-0.0078829078801331,1373.0,1360.51570874034,2023_1228,2023.0,265661.08,2653541.27,卡努颱風,0.08,False,3121.207241654732,4124.312820659373,1483.6992746284834,False,6.6244958802568235,13.0,12.0,53.0,26.0,siliciclastic sedimentary,case,
1,闊葉樹林型,40.91700476339015,0.548026257310873,-0.8364611295797534,0.003133319467554,-0.0068666805324459,1400.0,1674.2012788072925,2023_1229,2023.0,265581.26,2653527.56,卡努颱風,0.09,False,3041.612916277579,4124.431552598753,1408.7066498786553,False,6.6244958802568235,13.0,12.0,53.0,26.0,siliciclastic sedimentary,case,
1,闊葉樹林型,42.1729129867599,-0.4691552259617493,-0.8831157194574106,0.0014965727341964,-0.0060034272658035,1506.0,1778.5545897888217,2023_1230,2023.0,265844.45,2653417.66,卡努颱風,0.1,False,3255.3914381740583,4276.970429610458,1586.463057425984,False,6.907572220072014,13.0,15.0,56.0,25.0,siliciclastic sedimentary,case,
1,闊葉樹林型,38.71430174309542,-0.9980525784828884,-0.0623782861551803,-0.0009727626459143,-0.0109727626459143,1111.0,1498.797159455441,2023_1231,2023.0,264340.49,2653813.05,卡努颱風,0.15,False,2100.7802096132264,3235.85048515312,244.49075357559943,False,6.419263852169038,13.0,10.0,59.0,29.0,siliciclastic sedimentary,case,
1,闊葉樹林型,36.19905592632724,-0.136637397137031,-0.9906211292434748,0.00536756126021,0.00286756126021,1111.0,1310.3716499573673,2023_1232,2023.0,264544.94,2653807.62,卡努颱風,0.06,False,2257.822729936714,3328.7909117469094,448.9899986710288,False,6.785408198974494,13.0,12.0,53.0,26.0,siliciclastic sedimentary,case,
1,闊葉樹林型,29.92228709167213,-0.9990561583550596,-0.0434372242763069,0.002627358490566,-0.0123726415094339,1028.0,895.3432647964485,2023_1233,2023.0,264233.71,2653799.87,卡努颱風,0.33,False,2011.4391640313013,3206.236681964691,138.49032280419252,False,7.648766595262753,13.0,10.0,59.0,29.0,siliciclastic sedimentary,case,
1,闊葉樹林型,46.242226022013895,-0.9814905920256988,-0.1915103594196487,0.0039684813753581,-0.0035315186246418,1028.0,2138.343467471019,2023_1234,2023.0,264153.31,2653563.29,卡努颱風,0.08,False,1798.1478273748266,3389.1458653027803,91.70019788322988,False,7.754857582406865,,,,,,case,
1,闊葉樹林型,38.11835994667712,0.3823517927262996,-0.9240168324218908,0.0216954314720812,-0.0058045685279187,1148.0,1453.0093650244382,2023_1235,2023.0,264468.18,2653767.93,卡努颱風,0.14,False,2172.58500302385,3330.341828513948,375.0892954746786,False,6.419263852169038,13.0,12.0,53.0,26.0,siliciclastic sedimentary,case,
1,闊葉樹林型,51.94046637738488,-0.0587220219514703,-0.998274373174996,0.0021853448275862,-0.0178146551724137,1146.0,2697.8120475002493,2023_1236,2023.0,264512.46,2653766.75,卡努颱風,0.04,False,2207.414544024658,3350.787340308353,419.1945901128751,False,6.785408198974494,13.0,12.0,53.0,26.0,siliciclastic sedimentary,case,
1,闊葉樹林型,34.59230960784307,-0.6887494619146932,-0.7249994335944137,0.0058212877792378,-0.0116787122207621,1080.0,1196.627884004872,2023_1237,2023.0,264620.89,2653883.31,卡努颱風,0.04,False,2363.9820298688,3297.283708900573,529.3404109974028,False,12.011009079820827,13.0,10.0,53.0,28.0,siliciclastic sedimentary,case,
1,闊葉樹林型,46.42958537828381,-0.9037378388935388,-0.4280863447390445,0.015814479638009,-0.0291855203619909,1046.0,2155.7063983993457,2023_1238,2023.0,264212.01,2653646.64,卡努颱風,0.1,False,1895.861657122064,3337.9764908232182,142.34497963623403,False,7.648766595262753,13.0,10.0,59.0,29.0,siliciclastic sedimentary,case,
1,闊葉樹林型,40.79858749551321,-0.1737853339090477,0.9847835588179368,0.0044211409395973,-0.0005788590604026,1336.0,1664.524741629047,2023_1240,2023.0,264787.18,2654424.71,卡努颱風,0.03,False,2814.38192874893,2929.695734191355,700.3137816215025,False,6.242923118322998,13.0,12.0,51.0,28.0,siliciclastic sedimentary,case,
1,闊葉樹林型,34.21858270764895,-0.294085848837523,0.95577900872195,0.022054054054054,0.007054054054054,1468.0,1170.9114025202116,2023_1242,2023.0,265459.18,2654774.23,卡努颱風,0.05,False,3160.0499790157805,2875.0769187976034,1361.6310112495544,False,6.691065998674139,13.0,12.0,53.0,28.0,siliciclastic sedimentary,case,
1,闊葉樹林型,38.004957659317206,0.9917778666340252,-0.1279713376301968,-0.0018628454452405,-0.0043628454452405,1223.0,1444.3768066864936,2023_1243,2023.0,265294.66,2654241.28,卡努颱風,0.09,False,3119.8055315769425,3387.3586190390733,1229.097848451011,False,8.891894999992465,13.0,11.0,53.0,26.0,siliciclastic sedimentary,case,
1,闊葉樹林型,34.468683663334545,0.1820892601823074,0.9832820049844602,0.0031133952254641,-0.0068866047745358,1160.0,1188.0901534830257,2023_1244,2023.0,265262.14,2654056.19,卡努颱風,0.04,False,2990.441322530974,3512.016478203245,1187.7828902738793,False,11.159493704777294,13.0,10.0,54.0,25.0,siliciclastic sedimentary,case,
1,闊葉樹林型,29.686933196903503,-0.7893522173763264,0.6139406135149204,0.0005384615384615,0.0055384615384615,1677.0,881.3140026374112,2023_1245,2023.0,266030.56,2654657.94,卡努颱風,0.1,False,3354.8791130626805,3115.5768942094574,1939.399245506316,False,6.7902475266319815,13.0,13.0,53.0,26.0,siliciclastic sedimentary,case,
1,闊葉樹林型,40.7628826356304,-0.8700221858486124,0.4930125719808801,-0.0018923465096719,0.000607653490328,1521.0,1661.6126007661785,2023_1246,2023.0,265910.97,2654386.26,卡努颱風,0.14,False,3597.7047554468804,3345.0948588055367,1824.3077074683035,False,6.980199207252816,13.0,13.0,55.0,26.0,siliciclastic sedimentary,case,
1,闊葉樹林型,46.88333444737181,-0.5383892771022006,0.84269625981214,0.0088575342465753,-0.0086424657534246,1421.0,2198.04704890412,2023_1247,2023.0,265848.45,2654317.37,卡努颱風,0.24,False,3626.842564795678,3397.750540644088,1766.9073455633888,False,7.061563540742067,13.0,11.0,55.0,27.0,siliciclastic sedimentary,case,
1,闊葉樹林型,37.790111559066204,0.0322412940109579,0.9994801143396996,0.0022830041580041,0.0122830041580041,1285.0,1428.0925316466692,2023_1248,2023.0,265491.71,2654250.56,卡努颱風,0.08,False,3288.5770653631457,3398.2654208420195,1421.358523118554,False,7.600934147363414,13.0,13.0,53.0,26.0,siliciclastic sedimentary,case,
1,闊葉樹林型,52.41603810093891,-0.5002775978746292,0.8658650732445505,-0.0035431321732691,-0.0010431321732691,1313.0,2747.44105019908,2023_1249,2023.0,266078.13,2653867.17,卡努颱風,0.1,False,3628.884984131229,3889.354023113976,1982.8232068648404,False,10.145132062153923,13.0,15.0,55.0,22.0,siliciclastic sedimentary,case,
1,闊葉樹林型,48.13976949528136,-0.2687989678139453,-0.9631963013333044,-0.0044581033617661,-0.0019581033617661,1591.0,2317.437407058822,2023_1251,2023.0,265826.43,2653295.55,卡努颱風,0.05,False,3204.20857761626,4393.761073580489,1521.9522158743205,False,6.342918539175906,13.0,16.0,54.0,25.0,siliciclastic sedimentary,case,
1,闊葉樹林型,29.686933196903503,0.2631174057921087,-0.9647638212377322,0.0090192307692307,-0.0059807692307692,1317.0,881.3140026374112,2023_1252,2023.0,265722.47,2653655.31,卡努颱風,0.06,False,3219.4244370272377,4021.444464735136,1596.7826573492491,False,10.437511314904935,13.0,14.0,56.0,25.0,siliciclastic sedimentary,case,
1,闊葉樹林型,44.31238462399072,0.0512147519731583,-0.9986876634765884,-0.0002737704918032,-0.0177737704918032,1167.0,1963.5874310644888,2023_1253,2023.0,265226.73,2653868.49,卡努颱風,0.04,False,2863.764209344994,3638.313678471281,1132.009888506925,False,6.8208330765866325,13.0,12.0,54.0,26.0,siliciclastic sedimentary,case,
1,闊葉樹林型,28.835768652404315,-0.0454076609186498,0.9989685402102996,0.0425,-0.015,1480.0,831.5015537749833,2023_1254,2023.0,265319.3,2654843.77,卡努颱風,0.06,False,3086.036832808614,2789.1389767866444,1219.4327666898885,False,6.28601151048681,13.0,13.0,52.0,27.0,siliciclastic sedimentary,case,
1,闊葉樹林型,32.087580878338315,-0.9170700562532348,-0.3987261114144502,0.0102980922098569,0.0027980922098569,1307.0,1029.612846623903,2023_1255,2023.0,264613.39,2654584.19,卡努颱風,0.04,False,2712.853059077117,2698.5665658495845,532.6980517053768,False,6.061292866875256,13.0,14.0,51.0,27.0,siliciclastic sedimentary,case,
1,闊葉樹林型,35.795759914707084,-0.5547001962252293,0.8320502943378436,0.0319230769230769,-0.028076923076923,1175.0,1281.3364278713505,2023_1256,2023.0,264757.02,2653048.4,卡努颱風,0.11,False,2107.721144112753,4104.333196580102,457.83675456560303,False,7.236772598947705,13.0,9.0,52.0,28.0,siliciclastic sedimentary,case,
1,闊葉樹林型,41.4729343089405,-0.480832611206852,0.876812408671319,0.002296,0.007296,1273.0,1720.0042801936945,2023_1257,2023.0,265130.03,2652874.93,卡努颱風,0.24,False,2432.66184471162,4426.440461001374,734.3431588634023,False,6.929008069105408,13.0,10.0,54.0,28.0,siliciclastic sedimentary,case,
1,闊葉樹林型,44.89216578140445,-0.9535826651341416,0.3011313679370975,0.0105478589420654,-0.0194521410579345,1348.0,2015.3065485451,2023_1259,2023.0,265567.8,2652814.48,卡努颱風,0.18,False,2856.8933446311107,4700.263093826522,1159.764394277396,False,7.313345307601542,13.0,12.0,52.0,27.0,siliciclastic sedimentary,case,
1,闊葉樹林型,30.10818826996884,-0.129339184067768,0.9916004111862218,0.0016078066914498,0.0116078066914498,1236.0,906.5030008998892,2023_1260,2023.0,265314.99,2652788.68,卡努颱風,0.07,False,2602.840636800703,4591.512778151457,905.6413361640788,False,6.814098467572961,13.0,11.0,55.0,27.0,siliciclastic sedimentary,case,
1,闊葉樹林型,28.76073036769665,-0.5010362705417047,0.8654262854811261,0.0155316390041493,-0.0094683609958506,1548.0,827.1796112833484,2023_1261,2023.0,265958.9,2652749.07,卡努颱風,0.22,False,3238.8656356799165,4955.189345751946,1545.734459106292,False,6.776496183624973,13.0,14.0,55.0,26.0,siliciclastic sedimentary,case,
1,闊葉樹林型,49.85365752782776,-0.4217307497155846,0.9067211118885072,0.0223743886171631,-0.0001256113828368,1347.0,2485.387168901938,2023_1262,2023.0,265650.37,2652524.23,卡努颱風,0.25,False,2918.1622786404005,4990.065905194461,1244.5505156634235,False,7.442446637545042,13.0,13.0,54.0,24.0,siliciclastic sedimentary,case,
1,闊葉樹林型,39.53553952464218,-0.0302891266407691,0.9995411791453814,-0.007466743119266,0.0125332568807339,1227.0,1563.0588855045442,2023_1263,2023.0,265503.42,2652458.16,卡努颱風,0.19,False,2770.5211368806467,4971.972008493887,1108.3344424272484,False,7.442446637545042,13.0,15.0,54.0,24.0,siliciclastic sedimentary,case,
1,闊葉樹林型,33.50097823942329,-0.9820064469806472,0.1888473936501244,0.0151925820256776,-0.0073074179743223,1794.0,1122.3155429983128,2023_1264,2023.0,266470.97,2652659.27,卡努颱風,0.33,False,3743.3419983300537,5157.729693499372,2057.1995083951333,False,6.41589977344274,13.0,19.0,54.0,24.0,siliciclastic sedimentary,case,
1,闊葉樹林型,42.5163425625201,-0.9816153896685812,-0.1908696591022241,0.0380371747211895,-0.0144628252788104,1561.0,1807.6393848935584,2023_1265,2023.0,266219.98,2652526.2,卡努颱風,0.07,False,3487.6956744468407,5226.76857403962,1811.5384311750377,False,6.93954287360889,13.0,17.0,54.0,24.0,siliciclastic sedimentary,case,
1,闊葉樹林型,45.43207135058316,-0.9850304671557042,-0.1723803317522483,0.0028077622801698,-0.0196922377198302,1549.0,2064.073107204479,2023_1266,2023.0,266186.12,2652449.22,卡努颱風,0.08,False,3453.2389822920964,5294.420183579692,1785.3924871764484,False,6.93954287360889,13.0,17.0,54.0,24.0,siliciclastic sedimentary,case,
1,闊葉樹林型,50.79768468757728,-0.632126727471794,0.7748650207718764,-0.0162214137214137,0.0212785862785862,1351.0,2580.4047696185226,2023_1267,2023.0,265748.13,2652415.09,卡努颱風,0.12,False,3015.574486193871,5134.304318353327,1356.7536434392894,False,9.638556174120314,13.0,16.0,53.0,25.0,siliciclastic sedimentary,case,
1,闊葉樹林型,42.18376530657795,-0.9103664774626048,0.4138029443011841,0.0011729452054794,0.0011729452054794,1582.0,1779.47005544045,2023_1268,2023.0,266211.77,2652361.64,卡努颱風,0.11,False,3480.2792131789583,5385.471928039628,1823.1297274509068,False,6.874697327607424,13.0,17.0,54.0,24.0,siliciclastic sedimentary,case,
1,闊葉樹林型,45.78377864972804,-0.072975638311578,0.9973337235915658,0.0024622781065088,-0.0125377218934911,1421.0,2096.1543874472927,2023_1269,2023.0,265992.61,2652334.67,卡努颱風,0.08,False,3262.14427389086,5334.078393344095,1611.2809933458816,False,8.492109271298672,13.0,17.0,52.0,23.0,siliciclastic sedimentary,case,
1,闊葉樹林型,42.08581058000388,-0.7474093186836597,0.6643638388299198,-0.0111379310344827,0.0213620689655172,1751.0,1771.2154521759664,2023_1271,2023.0,266450.47,2652239.0,卡努颱風,0.15,False,3724.1729629564175,5559.088192479027,2067.6183433048864,False,6.436777486620727,13.0,17.0,53.0,24.0,siliciclastic sedimentary,case,
1,闊葉樹林型,25.43844441156941,0.0525588331227637,-0.9986178293325098,0.003442679558011,0.013442679558011,1554.0,647.1144540805069,2023_1272,2023.0,266130.81,2652159.18,卡努颱風,0.08,False,3411.259084216148,5556.727304876144,1784.998308398899,False,6.858675829406653,13.0,18.0,53.0,25.0,siliciclastic sedimentary,case,
1,闊葉樹林型,33.10114358966526,-0.8436614877321074,0.5368754921931594,0.00825,-0.0017499999999999,1046.0,1095.6857069436378,2023_1274,2023.0,264511.1,2652925.31,卡努颱風,0.26,False,1837.9025120860904,4118.016608224941,192.4825351444538,False,6.853324979197462,13.0,9.0,53.0,29.0,siliciclastic sedimentary,case,
1,闊葉樹林型,19.198613308677363,0.358979079308869,0.9333456062030596,0.0188595360824742,-0.0011404639175257,1112.0,368.58675297612353,2023_1275,2023.0,264710.78,2652855.4,卡努颱風,0.03,False,2016.8840151122736,4261.672042369927,322.7380564965825,False,7.560845544817862,13.0,8.0,55.0,28.0,siliciclastic sedimentary,case,
1,闊葉樹林型,36.5924873189136,0.7071067811865476,0.7071067811865475,-0.01625,0.01875,1098.0,1339.0101281848524,2023_1276,2023.0,264707.79,2652797.45,卡努颱風,0.03,False,2003.3999436780568,4313.807911593084,305.0684792694615,False,7.560845544817862,13.0,8.0,55.0,28.0,siliciclastic sedimentary,case,
1,闊葉樹林型,35.43232547287678,0.3162277660168379,0.9486832980505138,-0.005125,-0.000125,1010.0,1255.4496884158723,2023_1277,2023.0,264645.03,2652633.09,卡努颱風,0.04,False,1919.887970897075,4439.462310613317,233.39156763217497,False,10.839017638688087,13.0,11.0,55.0,26.0,siliciclastic sedimentary,case,
1,闊葉樹林型,26.56505117707799,-0.5999999999999999,0.8000000000000002,0.0074,-0.0126,1047.0,705.7019440407727,2023_1278,2023.0,264997.48,2652524.05,卡努颱風,0.08,False,2265.466753407965,4681.184082595794,598.3507812077531,False,10.275556182735011,13.0,11.0,54.0,27.0,siliciclastic sedimentary,case,
1,闊葉樹林型,49.57446684129998,-0.4472135954999579,0.8944271909999159,0.0209999999999999,-0.0565,1092.0,2457.627762599151,2023_1279,2023.0,265195.51,2652506.71,卡努颱風,0.13,False,2463.040336840693,4783.2839057639285,796.6231108138202,False,10.275556182735011,13.0,10.0,56.0,26.0,siliciclastic sedimentary,case,
1,闊葉樹林型,52.23008485684331,-0.6973549598034536,0.7167259309091053,-0.0087823639774859,-0.0012823639774859,1340.0,2727.981764153053,2023_1280,2023.0,265805.69,2652354.16,卡努颱風,0.08,False,3074.635384385504,5216.466740472244,1423.9869063574154,False,9.638556174120314,13.0,16.0,53.0,25.0,siliciclastic sedimentary,case,
1,闊葉樹林型,38.67344937613533,0.2498780190217696,-0.9682773237093576,0.0027365853658536,-0.0097634146341463,1340.0,1495.635686648502,2023_1281,2023.0,265792.46,2652301.38,卡努颱風,0.15,False,3063.703750684555,5254.326494761971,1422.0919646848552,False,9.638556174120314,13.0,16.0,53.0,25.0,siliciclastic sedimentary,case,
1,闊葉樹林型,50.91384053616322,-0.9747323185282742,-0.2233761563293961,0.0003237113402061,-0.0021762886597938,1455.0,2592.219158141857,2023_1283,2023.0,265992.46,2652437.07,卡努颱風,0.08,False,3259.645433109032,5248.915752295077,1594.990904553301,False,8.492109271298672,13.0,17.0,52.0,23.0,siliciclastic sedimentary,case,
1,闊葉樹林型,43.139678341360025,0.6936416870658706,0.720320213491481,-0.006103202846975,-0.008603202846975,920.0,1861.0318473960072,2023_1284,2023.0,264335.69,2652626.46,卡努颱風,0.06,False,1611.341718771839,4300.2569149672045,34.683405848982694,False,12.080768187665749,13.0,10.0,59.0,29.0,siliciclastic sedimentary,case,
1,闊葉樹林型,38.04757894764742,0.8944271909999159,0.4472135954999579,-0.0085,-0.0185,916.0,1447.6182637774634,2023_1285,2023.0,264356.19,2652649.34,卡努颱風,0.02,False,1634.2174956594895,4293.20985615286,37.90996418474116,False,12.080768187665749,13.0,10.0,59.0,29.0,siliciclastic sedimentary,case,
1,闊葉樹林型,33.65076727448982,0.5633368246415098,-0.8262273428075476,-0.0112799717912552,0.0012200282087447,955.0,1132.3741381618752,2023_1287,2023.0,264146.69,2652282.28,卡努颱風,0.03,False,1425.0000447416746,4489.515351910516,60.01087404134447,False,9.966334627100897,13.0,8.0,57.0,26.0,siliciclastic sedimentary,case,
1,闊葉樹林型,39.57420005713789,-0.0604950604018902,-0.9981684966311908,0.0058005489478499,-0.01669945105215,990.0,1566.1173101623724,2023_1288,2023.0,264354.63,2652191.82,卡努颱風,0.19,False,1643.8638849378908,4674.205600003459,255.74694502649663,False,9.130111339202788,13.0,10.0,54.0,24.0,siliciclastic sedimentary,case,
1,竹林,29.54409628156036,0.6616216370868463,-0.7498378553650925,-0.0071279182879377,-0.0071279182879377,1044.0,872.8536250941083,2023_1289,2023.0,264557.48,2652074.99,卡努颱風,0.01,False,1864.8970955167097,4881.72033282081,486.40819375702176,False,8.680744244722622,13.0,11.0,55.0,25.0,siliciclastic sedimentary,case,
1,竹闊混淆林,40.810470609746446,0.9264665771223092,-0.376377046955938,-0.0032229673093042,0.0092770326906957,1079.0,1665.4945113889785,2023_1290,2023.0,264558.59,2651996.84,卡努颱風,0.21,False,1883.688448375596,4947.943459154249,537.6142936873063,False,8.680744244722622,13.0,11.0,54.0,25.0,siliciclastic sedimentary,case,
1,闊葉樹林型,44.60058682281712,0.5070201265633938,-0.8619342151577696,0.0005784061696658,-0.0144215938303341,1211.0,1989.212344939648,2023_1291,2023.0,266137.81,2656440.41,卡努颱風,0.09,False,1670.4663454350575,1577.9006640106793,644.9970326367525,False,8.56780468464104,13.0,14.0,55.0,26.0,siliciclastic sedimentary,case,
1,闊葉樹林型,38.11835994667712,0.9240168324218908,-0.3823517927262996,-0.0003654822335025,0.0021345177664974,1383.0,1453.0093650244382,2023_1294,2023.0,266176.1,2655949.93,卡努颱風,0.25,False,2136.596586020132,1995.106836814402,1130.3535507955933,False,8.459134552701196,13.0,17.0,55.0,26.0,siliciclastic sedimentary,case,
1,待成林地,36.19905592632724,-0.9906211292434748,-0.136637397137031,0.005443407234539,0.007943407234539,1401.0,1310.3716499573673,2023_1297,2023.0,265148.36,2655383.97,卡努颱風,0.16,False,2549.516794645109,2237.885889257378,1062.1544408056209,False,7.741183434760686,13.0,13.0,52.0,24.0,siliciclastic sedimentary,case,
1,待成林地,37.83331466287141,0.0643822779979651,-0.9979253089684582,-0.0058134715025906,0.0066865284974093,1160.0,1431.359698379841,2023_1298,2023.0,264556.7,2655174.67,卡努颱風,0.27,False,2850.4345894320127,2204.704546200109,461.33368065793246,False,8.985775652821944,13.0,13.0,54.0,26.0,siliciclastic sedimentary,case,
1,闊葉樹林型,42.302624878481225,0.9340518348510852,-0.3571374662665915,-0.015054716981132,-0.022554716981132,1239.0,1789.512071609499,2023_1299,2023.0,266197.48,2656375.14,卡努颱風,0.03,False,1717.4856683385417,1666.3063099998697,725.8231531699232,False,9.084217314139492,13.0,15.0,55.0,25.0,siliciclastic sedimentary,case,
1,闊葉樹林型,30.337664384844903,0.3417430630867044,-0.9397934234884372,0.0322992700729927,-0.0127007299270073,1649.0,920.3738803274872,2023_1300,2023.0,266213.09,2655374.61,卡努颱風,0.11,False,2696.2682546321853,2515.6028543773346,1703.262393071322,False,7.340769531865245,13.0,19.0,53.0,25.0,siliciclastic sedimentary,case,
1,闊葉樹林型,37.247373202381205,-0.6904757466825006,-0.7233555441435722,0.0229378378378378,0.0004378378378378,1139.0,1387.3668104774654,2023_1301,2023.0,264463.64,2655141.0,卡努颱風,0.26,False,2861.6253959960004,2167.488473157199,366.4278602574254,False,9.191270587049189,13.0,13.0,54.0,26.0,siliciclastic sedimentary,case,
1,待成林地,26.67924362098057,-0.0995037190209989,0.9950371902099892,0.0067574257425742,-0.0182425742574257,1268.0,711.7820401876326,2023_1302,2023.0,264882.48,2655382.27,卡努颱風,0.05,False,2579.483852542462,2242.463117101956,797.329081830069,False,8.604368245994984,13.0,14.0,53.0,28.0,siliciclastic sedimentary,case,
1,闊葉樹林型,25.376933525152303,0.9486832980505138,-0.3162277660168379,0.016875,-0.008125,1491.0,643.988755139999,2023_1306,2023.0,267438.3,2655828.73,卡努颱風,0.1,False,2358.5701439268737,2063.4461129181423,1828.4072345840937,False,8.403070651035954,13.0,19.0,55.0,27.0,siliciclastic sedimentary,case,
1,闊葉樹林型,40.9523515915937,0.9794570432566516,0.201652920670487,0.0010767634854771,-0.0114232365145228,1596.0,1677.0951008815073,2023_1307,2023.0,267009.14,2655631.64,卡努颱風,0.63,False,2440.067304465916,2455.356290204078,1770.73107677772,False,7.722816070357408,13.0,19.0,54.0,29.0,siliciclastic sedimentary,case,
1,待成林地,33.27369602543111,0.9524241471993242,0.3047757271037837,-0.0056748911465892,-0.0031748911465892,1211.0,1107.13884719279,2023_1309,2023.0,268309.95,2657079.65,卡努颱風,0.05,False,1378.515472303803,577.4578257538251,339.0327437930676,False,7.537994801716922,13.0,12.0,53.0,27.0,siliciclastic sedimentary,case,
1,闊葉樹林型,40.327805440220686,-0.9718501056887048,0.2356000256215044,0.0013009540329575,0.0088009540329575,1098.0,1626.3318916242931,2023_1312,2023.0,267221.48,2657477.39,卡努颱風,0.16,False,824.8695868407452,809.3916564786448,497.501883901973,False,11.55793957121755,13.0,9.0,54.0,27.0,siliciclastic sedimentary,case,
1,闊葉樹林型,32.65176013874374,0.3511234415883917,-0.9363291775690444,-0.0240410958904109,-0.0065410958904109,1074.0,1066.1374401580547,2023_1313,2023.0,267148.21,2657477.26,卡努颱風,0.04,False,773.0197915196313,827.8309016204497,447.7563085126539,False,11.55793957121755,13.0,10.0,55.0,30.0,siliciclastic sedimentary,case,
1,闊葉樹林型,42.09672607229439,0.9684929325968497,0.2490410398106184,-0.0539213246554364,0.0010786753445635,1063.0,1772.13434600579,2023_1314,2023.0,267075.66,2657610.62,卡努颱風,0.02,False,627.3654271594395,729.4800702659367,300.10134432623965,False,11.164707942315577,13.0,9.0,59.0,29.0,siliciclastic sedimentary,case,
1,闊葉樹林型,34.888691645645146,-0.2509621587837261,-0.9679968981658008,-0.0030960796915167,-0.0030960796915167,1084.0,1217.2208047449094,2023_1316,2023.0,266686.79,2657593.78,卡努颱風,0.06,False,451.6471556727983,670.5503922132748,211.11305433502147,False,7.268728333563105,13.0,11.0,57.0,26.0,siliciclastic sedimentary,case,
1,闊葉樹林型,32.47251629973426,0.7071067811865476,-0.7071067811865475,-0.0074999999999999,-0.0074999999999999,1153.0,1054.4643148365071,2023_1317,2023.0,266869.69,2657383.61,卡努颱風,0.02,False,703.0371308636826,928.2774772510164,422.7857677459913,False,6.451642107856648,13.0,10.0,56.0,28.0,siliciclastic sedimentary,case,
1,闊葉樹林型,41.98721249581666,1.0,0.0,-0.015,-0.01,1154.0,1762.9260131688625,2023_1318,2023.0,267402.36,2656952.74,卡努颱風,0.08,False,1340.5662451211788,1190.2451279004813,927.8823364136024,False,10.76359743489282,13.0,13.0,54.0,28.0,siliciclastic sedimentary,case,
1,闊葉樹林型,30.985684296843363,-0.999133073092352,0.0416305447121811,0.0020797227036395,-0.0304202772963604,1034.0,960.1126313436454,2023_1319,2023.0,264329.85,2652048.36,卡努颱風,0.05,False,1649.3176687392784,4783.987097506755,348.594742173034,False,9.130111339202788,13.0,10.0,54.0,24.0,siliciclastic sedimentary,case,
1,闊葉樹林型,37.42543512676668,-0.620702944365561,0.7840458244617615,0.0046424759871931,-0.0078575240128068,1416.0,1400.6631944278213,2023_1321,2023.0,267774.87,2656562.58,卡努颱風,0.04,False,1876.3555753625328,1258.2922976435957,1021.3237890421628,False,7.752841503598612,13.0,17.0,52.0,27.0,siliciclastic sedimentary,case,
1,闊葉樹林型,41.86581899605287,-0.3905498468561695,0.9205817818752566,0.0074513618677042,0.0049513618677042,1380.0,1752.746800210261,2023_1322,2023.0,267750.68,2656518.37,卡努颱風,0.05,False,1896.828168100447,1308.6746654723615,1071.4540942769002,False,9.922477997563949,13.0,17.0,52.0,27.0,siliciclastic sedimentary,case,
1,闊葉樹林型,39.84215955425675,0.9887155042247666,-0.1498053794279949,0.0027973518850987,-0.0072026481149012,1460.0,1587.3976779468526,2023_1323,2023.0,267465.4,2655930.06,卡努颱風,0.07,False,2273.7870425760125,1961.395777641099,1724.755965819946,False,8.403070651035954,13.0,19.0,55.0,27.0,siliciclastic sedimentary,case,
