case,ft,slope,north,east,planc,profc,elev,slope2,lid,year,x,y,event,area_ha,old_scar,d_debris,d_road,d_river,in_largels,twi,litho,soc,ph,clay,litho_name,kind,bg_lid
1,闊葉樹林型,14.434094830851231,-0.4856429311786319,-0.8741572761215378,-0.0029127358490566,-0.0029127358490566,289.0,208.34309358600623,2018_32,2018.0,232945.99,2457978.19,0823熱帶低壓,0.83032392192,False,1217.9540232870204,2529.082638587452,111.5022686310978,False,8.251449194851624,13.0,8.0,52.0,25.0,siliciclastic sedimentary,case,
1,闊葉樹林型,44.53600944536456,-0.4573480126207614,0.8892878023181471,-0.0063976759199483,0.0061023240800516,238.0,1983.4561373176016,2018_33,2018.0,232151.04,2473930.11,0823熱帶低壓,0.73414217688,False,3304.656142062048,7350.081004448992,55.00568218192924,False,6.129298921250367,13.0,7.0,55.0,29.0,siliciclastic sedimentary,case,
1,闊葉樹林型,51.00600743245538,-0.8096104433943875,0.5869675714609311,-0.0149160180253994,0.0125839819746005,411.0,2601.612794199694,2018_34,2018.0,216312.54,2475525.76,0823熱帶低壓,0.20367582486,False,2963.0773328565324,6806.717592877013,1502.1239074297182,False,7.732958550937641,13.0,5.0,52.0,28.0,siliciclastic sedimentary,case,
1,闊葉樹林型,46.242226022013895,-0.7421026427511381,0.6702862579687701,0.0330916905444126,-0.0344083094555873,232.0,2138.343467471019,2018_35,2018.0,214004.75,2488892.18,0823熱帶低壓,0.48153376019,False,1075.560802620428,10888.25630988782,1227.2586067679747,False,11.734688089539471,13.0,5.0,52.0,28.0,siliciclastic sedimentary,case,
1,闊葉樹林型,38.78215347624,0.995634226059288,0.0933407086930582,-0.0067376573088092,0.0007623426911907,1423.0,1504.055428254634,2018_37,2018.0,235468.04,2504830.26,0823熱帶低壓,0.23445974887,False,9594.82943247641,14017.572744542782,1735.2342820165725,False,6.209299170794308,10.0,11.0,51.0,30.0,metamorphics,case,
1,闊葉樹林型,32.02597107856493,0.9992009587217894,-0.0399680383488715,0.0314197284345047,-0.0135802715654952,87.0,1025.662823525077,2018_38,2018.0,187528.58,2515847.19,0823熱帶低壓,0.239403302,False,10314.864045510934,2087.1803520018702,451.6562429227968,False,7.5437771546987715,13.0,4.0,58.0,25.0,siliciclastic sedimentary,case,
1,闊葉樹林型,42.5163425625201,-0.8998141071961995,0.4362735065193696,-0.0050483271375464,0.0224516728624535,986.0,1807.6393848935584,2018_39,2018.0,226379.18,2509007.21,0823熱帶低壓,4.5074976847,False,5023.5831858774845,5465.884182437677,3544.876221114566,False,6.30000800018534,11.0,8.0,55.0,26.0,mixed sedimentary rock,case,
1,闊葉樹林型,55.77194256223351,0.6633075143158518,0.7483469392281404,0.0166820943014174,-0.0108179056985825,1023.0,3110.509577165073,2018_40,2018.0,244275.08,2515418.9,0823熱帶低壓,3.66120198797,False,4216.63942653777,10530.477777183813,1103.381381015033,False,5.87714535008494,10.0,6.0,53.0,28.0,metamorphics,case,
1,闊葉樹林型,37.42543512676668,0.7840458244617614,0.6207029443655612,-0.0040715048025613,0.0034284951974386,749.0,1400.6631944278213,2018_41,2018.0,250584.52,2523157.68,0823熱帶低壓,0.53689515296,True,2620.3196993744964,6855.687648125768,3418.001083839689,False,7.211109112393922,11.0,7.0,54.0,30.0,mixed sedimentary rock,case,
1,竹林,24.65223572323068,0.490261239632559,0.8715755371245493,-0.0157121661721068,0.0067878338278931,249.0,607.7327261537309,2018_45,2018.0,211479.2,2534965.99,0823熱帶低壓,0.53248259141,False,2540.765798974895,1217.4941340604355,328.4708754541005,False,7.87226452873753,13.0,5.0,51.0,28.0,siliciclastic sedimentary,case,
1,闊葉樹林型,39.50971228619393,0.2425356250363328,0.970142500145332,-0.0129411764705882,-0.0029411764705882,305.0,1561.0173649378237,2018_46,2018.0,210182.36,2540226.82,0823熱帶低壓,0.8492281081,False,1850.335384781508,3116.3848033403137,500.2219017466506,False,6.600106114326373,13.0,5.0,53.0,28.0,siliciclastic sedimentary,case,
1,闊葉樹林型,13.342363797088236,-0.3162277660168378,-0.948683298050514,-0.0025,-0.0025,108.0,178.01867169385082,2018_47,2018.0,311576.41,2795217.97,0909熱帶低壓,0.27490992007,False,846.0639831156883,1415.2209615535812,1374.8217695951937,False,10.509926228332441,9.0,5.0,55.0,34.0,intermediate volcanics,case,
1,針闊葉樹混淆,43.22084280018324,0.8778955729143844,0.4788521306805733,0.005764331210191,-0.0167356687898089,2319.0,1868.0412523581515,2018_51,2018.0,274760.25,2693563.49,0613暨0619豪雨暨瑪莉亞颱風,0.43268074327,False,3399.9228398076225,5664.437936527894,2328.207789136653,False,6.1409980423016135,13.0,14.0,53.0,30.0,siliciclastic sedimentary,case,
1,闊葉樹林型,47.10090264184485,-0.0464613993524681,-0.9989200860780658,0.0045520777118186,-0.0129479222881813,1849.0,2218.495029676547,2018_52,2018.0,279260.16,2685670.2,0613暨0619豪雨暨瑪莉亞颱風,0.15401903041,False,7137.85857350734,2307.92849229928,1295.7683128634549,False,10.174180111228027,13.0,13.0,54.0,26.0,siliciclastic sedimentary,case,
1,闊葉樹林型,41.56364135798625,0.9304083928170916,0.3665245183824906,-0.0134042130365659,-0.0134042130365659,1644.0,1727.536282935305,2018_53,2018.0,270315.9,2678500.87,0613暨0619豪雨暨瑪莉亞颱風,0.14496690826,False,3781.945586427767,4140.2692500852,4270.345379337906,False,10.713939232426837,13.0,17.0,53.0,25.0,siliciclastic sedimentary,case,
1,針葉樹林型,39.98069050753483,-0.1788854381999831,0.9838699100999074,-0.03356,0.01894,2677.0,1598.4556134592858,2018_54,2018.0,278791.27,2645758.79,0613暨0619豪雨暨瑪莉亞颱風,2.92093727032,False,11505.425952626754,15173.7360336313,7088.247605659944,False,6.151262333733919,10.0,22.0,50.0,23.0,metamorphics,case,
1,闊葉樹林型,34.99202019855866,1.0,0.0,-0.005,-0.005,1972.0,1224.4414775763375,2018_55,2018.0,252773.36,2555862.84,0613暨0619豪雨暨瑪莉亞颱風,0.30213658613,False,4565.8246150699,6363.821961421522,1831.3536354162447,False,6.009378847446723,10.0,23.0,50.0,29.0,metamorphics,case,
1,闊葉樹林型,56.2841929881041,0.8841933840737239,-0.4671210330955522,0.0672460339549123,-0.1352539660450877,1727.0,3167.910380322147,2018_57,2018.0,246110.92,2552123.43,0613暨0619豪雨暨瑪莉亞颱風,0.09442609623,False,10622.218532924922,13165.203253877213,6087.622528096906,False,12.171734497036951,11.0,16.0,55.0,26.0,mixed sedimentary rock,case,
1,闊葉樹林型,57.64307398669554,0.4910130633693954,-0.871152209203766,0.0694740968389362,-0.0605259031610637,1773.0,3322.7239786356563,2018_58,2018.0,245982.8,2552173.43,0613暨0619豪雨暨瑪莉亞颱風,2.15783668788,False,10663.811921794042,13215.64948289125,6155.237233217915,False,7.165738124765261,11.0,19.0,55.0,25.0,mixed sedimentary rock,case,
1,闊葉樹林型,51.94046637738488,0.998274373174996,0.0587220219514703,0.0200689655172413,-0.0799310344827586,1786.0,2697.8120475002493,2018_59,2018.0,249180.17,2535667.41,0613暨0619豪雨暨瑪莉亞颱風,0.13166871178,False,5182.724894679779,10957.970862952605,3259.7998944783726,False,6.961539775098253,10.0,12.0,53.0,28.0,metamorphics,case,
1,闊葉樹林型,37.90505895833579,-0.0963241948601904,-0.9953500135553,0.0023067010309278,-0.0076932989690721,947.0,1436.7934946349126,2018_60,2018.0,252637.21,2528413.05,0613暨0619豪雨暨瑪莉亞颱風,0.34866408948,False,2049.5805872459027,6830.884875504058,1104.6640946083346,False,6.679725434960986,11.0,13.0,52.0,30.0,mixed sedimentary rock,case,
1,闊葉樹林型,39.14355704978305,0.1842885350501853,0.982872186934322,0.0023396226415094,-0.0026603773584905,829.0,1532.2180585096205,2018_61,2018.0,247185.79,2530205.11,0613暨0619豪雨暨瑪莉亞颱風,1.34383717685,True,6379.951861258643,12382.80619484048,844.6449914140516,False,6.55860508604748,10.0,7.0,53.0,30.0,metamorphics,case,
1,闊葉樹林型,49.85365752782776,0.9067211118885072,-0.4217307497155848,-0.0082836816362827,-0.0107836816362827,531.0,2485.387168901938,2018_62,2018.0,249215.34,2512165.73,0613暨0619豪雨暨瑪莉亞颱風,1.17835284492,False,15.409736602115798,4895.021646178247,1636.0952316679932,False,9.665105672474342,13.0,8.0,55.0,31.0,siliciclastic sedimentary,case,
1,闊葉樹林型,43.57077227020226,0.0525588331227637,-0.9986178293325098,0.0204040055248618,0.0004040055248618,1293.0,1898.4121962218264,2018_64,2018.0,252784.27,2556972.88,0909熱帶低壓暨山竹颱風,1.29978490168,False,3455.98403596224,5335.163185609626,1115.437490715892,False,7.219110221913248,10.0,17.0,48.0,26.0,metamorphics,case,
1,闊葉樹林型,38.11835994667712,0.3823517927262996,0.9240168324218908,-7.614213197969542e-05,-0.0025761421319796,1796.0,1453.0093650244382,2018_65,2018.0,248579.57,2556309.86,0909熱帶低壓暨山竹颱風,3.10441573224,True,5849.57966511228,8472.390516943136,2227.647482657598,False,7.624593046554427,11.0,15.0,52.0,30.0,mixed sedimentary rock,case,
1,闊葉樹林型,42.59042663590696,0.3807498052542948,-0.924678098474716,-0.04010724852071,-0.00510724852071,1588.0,1813.9444410285728,2018_66,2018.0,247977.27,2554491.76,0909熱帶低壓暨山竹颱風,30.1413510914,True,7606.952411548588,10160.969267529175,3199.45822281031,False,6.508429840709547,11.0,16.0,54.0,22.0,mixed sedimentary rock,case,
1,闊葉樹林型,44.19926406432079,0.7198442954206851,0.6941355705842321,0.0094183740912095,-0.0030816259087904,500.0,1953.5749438275595,2018_67,2018.0,258299.52,2560649.73,0909熱帶低壓暨山竹颱風,3.13439495843,False,211.90523700971343,220.95058514534043,87.76485183318113,False,7.398499622017058,10.0,10.0,56.0,29.0,metamorphics,case,
1,闊葉樹林型,48.082496179513946,0.1571150487351318,0.9875803063351136,0.0028261964735516,0.0003261964735516,849.0,2311.926438852973,2018_68,2018.0,264884.8,2560373.97,0909熱帶低壓暨山竹颱風,0.1669527751,False,2449.5695351784584,1279.510461397242,792.4258631017706,False,6.039292782583497,10.0,8.0,58.0,29.0,metamorphics,case,
1,闊葉樹林型,52.15176825496264,-0.9130087106158284,0.4079400621900508,-0.0235301886792452,0.0164698113207547,420.0,2719.806932119329,2018_69,2018.0,272827.29,2583550.8,0909熱帶低壓暨山竹颱風,0.14475488914,False,4004.919159856941,3078.777767941422,111.76146862975617,False,12.239042652317735,10.0,11.0,57.0,29.0,metamorphics,case,
1,闊葉樹林型,47.7924373291279,-0.0680238881373777,0.99768369268154,-0.0265706940874036,-0.0440706940874036,1987.0,2284.117065858618,2018_70,2018.0,256407.43,2582265.67,0909熱帶低壓暨山竹颱風,0.65659221851,False,19390.59448674633,11782.816402116518,6280.916402289529,False,6.4957358580003515,11.0,14.0,52.0,27.0,mixed sedimentary rock,case,
1,針葉樹林型,46.242226022013895,0.7421026427511382,0.67028625796877,0.0116303724928366,-0.0108696275071633,2357.0,2138.343467471019,2018_71,2018.0,275093.41,2634538.16,0909熱帶低壓暨山竹颱風,0.77677989069,False,16979.798186815955,21051.40126867848,2514.082779631606,False,6.902617995522048,10.0,22.0,52.0,23.0,metamorphics,case,
1,闊葉樹林型,41.46155762076173,0.4244338762307196,0.9054589359588684,-0.0039711769415532,-0.0014711769415532,1829.0,1719.0607603397452,2018_72,2018.0,282934.86,2659975.93,0909熱帶低壓暨山竹颱風,0.57165058091,False,3974.212356459285,10025.373040665932,8485.171773986172,False,10.821727378627314,11.0,20.0,56.0,26.0,mixed sedimentary rock,case,
1,闊葉樹林型,16.808314433366295,-0.9103664774626048,0.4138029443011841,-0.019083904109589,0.0059160958904109,575.0,282.5194340909097,2019_0,2019.0,270101.04,2582758.12,白鹿颱風,0.91,False,6800.165259248583,4452.802351385571,1980.7949006274864,False,11.366702782068502,10.0,12.0,55.0,26.0,metamorphics,case,
1,闊葉樹林型,46.53438273346463,-0.8056510126494245,0.5923904504775181,-0.0162535092644581,0.0262464907355418,2151.0,2165.4487763845714,2019_2,2019.0,245665.92,2582198.89,白鹿颱風,0.1,False,15205.518360023174,7471.135840653887,673.6110313035635,False,9.988060490558112,11.0,16.0,54.0,28.0,mixed sedimentary rock,case,
1,闊葉樹林型,46.5263493090976,0.9954954725939522,0.0948090926279954,-0.0104438202247191,0.0195561797752808,2103.0,2164.7011800321666,2019_3,2019.0,248744.43,2579816.34,白鹿颱風,0.27,False,14488.490379775789,5529.549224368735,479.0912614473112,False,8.815004366393076,11.0,14.0,53.0,30.0,mixed sedimentary rock,case,
1,闊葉樹林型,39.63842114615208,-0.995893206467704,0.0905357460425184,-0.0165471311475409,-0.0015471311475409,1742.0,1571.204430959716,2019_5,2019.0,262082.24,2570980.26,白鹿颱風,0.17,False,10545.574517160096,9323.792912791005,2048.6670124922853,False,6.310421272952202,10.0,17.0,52.0,23.0,metamorphics,case,
1,待成林地,29.992245119716017,0.0866296163648419,-0.996240588195683,0.0048733583489681,-0.0026266416510318,730.0,899.5347673211293,2019_6,2019.0,272162.78,2569393.44,白鹿颱風,0.15,False,2263.443407530912,5780.554340126178,1866.476176286825,False,6.446310620024281,11.0,12.0,57.0,28.0,mixed sedimentary rock,case,
1,闊葉樹林型,41.23221278344418,-0.9983713344239766,0.0570497905385131,-7.933279088689994e-05,0.0024206672091131,1171.0,1700.095371019218,2019_7,2019.0,255854.82,2547764.76,白鹿颱風,0.22,False,7424.64128157633,9724.299997472428,4358.6283208601935,False,6.749671832730196,10.0,10.0,50.0,29.0,metamorphics,case,
1,闊葉樹林型,34.78470182920318,0.5038710255240861,0.8637789008984335,0.0031865284974093,-0.0018134715025906,1934.0,1209.975481346571,2019_9,2019.0,240140.68,2532749.33,白鹿颱風,0.14,False,13555.187810317488,19484.05787098449,6099.6288569738,False,6.56545024091644,13.0,17.0,50.0,30.0,siliciclastic sedimentary,case,
1,闊葉樹林型,40.376760812124,-0.9995677544643532,0.0293990516018926,-0.002657735522904,0.0148422644770959,1478.0,1630.2828136794722,2019_10,2019.0,238082.75,2528446.86,白鹿颱風,0.13,False,13925.91741994132,18880.114103288324,7718.072857256475,False,6.714036347995252,13.0,14.0,50.0,31.0,siliciclastic sedimentary,case,
1,針闊葉樹混淆,51.14301422794352,0.5639616461575326,0.8258009818735298,0.0376673427991886,-0.0098326572008113,642.0,2615.6079043196337,2019_11,2019.0,243504.63,2529038.36,白鹿颱風,0.13,True,8874.11504045286,15971.320994586422,2344.4609446694417,False,11.417403017260515,10.0,9.0,56.0,29.0,metamorphics,case,
1,闊葉樹林型,37.247373202381205,0.9863939238321436,0.1643989873053572,0.0185135135135135,0.0060135135135135,969.0,1387.3668104774654,2019_12,2019.0,243787.9,2527747.92,白鹿颱風,0.16,False,8204.636714794035,14934.477868839926,2913.0299095516675,False,6.568625579687671,10.0,13.0,51.0,29.0,metamorphics,case,
1,竹林,37.90505895833579,0.0963241948601903,0.9953500135553,-0.0174265463917525,0.0225734536082474,844.0,1436.7934946349126,2019_13,2019.0,281895.43,2727704.03,利奇馬颱風,0.13,False,109.78930071486162,6664.409871059394,309.6151173811237,False,6.116147795779818,13.0,6.0,54.0,33.0,siliciclastic sedimentary,case,
1,闊葉樹林型,35.14579037169356,-0.994309153919809,0.1065331236342652,-0.0025283732660781,0.0049716267339218,1730.0,1235.2265808510276,2019_14,2019.0,275653.47,2665432.4,利奇馬颱風,0.69,False,4430.0195599352965,2560.617409582271,7470.724770794634,False,6.6317249167598336,13.0,16.0,55.0,26.0,siliciclastic sedimentary,case,
1,闊葉樹林型,44.8650800832348,0.4270063054078289,-0.9042486467459908,-0.0084794952681388,0.0240205047318611,864.0,2012.875410875072,2019_15,2019.0,219246.96,2558579.52,利奇馬颱風,0.4,False,168.73370372668785,1064.8214439823016,1608.4708577554782,False,6.1861826664145925,13.0,7.0,53.0,31.0,siliciclastic sedimentary,case,
1,闊葉樹林型,49.92253116417593,0.967617272396844,0.2524218971470027,0.0335840707964601,0.0035840707964601,1367.0,2492.2591178381167,2019_19,2019.0,285714.34,2660542.66,白鹿颱風,0.2,False,6475.718680946848,11305.813209909453,6027.290061561208,False,12.31002519991836,10.0,17.0,53.0,26.0,metamorphics,case,
1,闊葉樹林型,59.85683435861931,0.9871673987372204,-0.1596888439133738,0.0185605900948366,-0.0039394099051633,679.0,3582.840619435189,2019_20,2019.0,270408.58,2586515.05,白鹿颱風,0.5,False,5991.921701089404,6843.656286477047,3475.9124724148205,False,7.764034150035952,10.0,9.0,54.0,31.0,metamorphics,case,
1,闊葉樹林型,50.12698754083821,-0.4803146228655843,0.8770962678415019,0.0059507195813344,-0.0165492804186655,2121.0,2512.7148799193487,2019_21,2019.0,293229.22,2659960.65,白鹿颱風,0.22,False,7329.794802302973,12791.31324288262,2668.90484993031,False,6.61368700303472,10.0,17.0,56.0,25.0,metamorphics,case,
1,闊葉樹林型,47.91647143816213,0.4740998230350173,0.8804710999221753,0.0174369266055045,-0.0225630733944954,1879.0,2295.9882350842067,2019_22,2019.0,280427.16,2633824.43,白鹿颱風,1.82,False,11740.19263728102,16292.483316603317,2387.757626739238,False,6.828433281469133,10.0,12.0,58.0,28.0,metamorphics,case,
1,闊葉樹林型,29.71061986959468,0.481918749772156,-0.876215908676647,0.0313243761996161,-0.0261756238003838,1026.0,882.7209330355538,2019_23,2019.0,234172.1,2576450.4,利奇馬颱風、0815豪雨、白鹿颱風,0.27,False,3538.5684400368486,515.3854362563465,400.5043174248401,False,8.800047310760846,13.0,11.0,53.0,28.0,siliciclastic sedimentary,case,
1,闊葉樹林型,52.61435829572586,0.7259526839058266,-0.687744647910783,0.0174890510948905,-0.0025109489051094,557.0,2768.270698871017,2019_25,2019.0,259227.02,2557152.39,白鹿颱風,0.42,False,1708.867115480842,2553.464219866188,90.48294419855408,False,6.564298459928705,10.0,10.0,56.0,27.0,metamorphics,case,
1,闊葉樹林型,48.50622597171452,0.818191696860666,0.5749455167129005,0.0036552567237163,-0.0038447432762836,978.0,2352.853958019032,2019_26,2019.0,250910.69,2556707.03,白鹿颱風,0.34,False,4143.863970423811,6557.058970429489,69.9420371254237,False,8.593209260106395,10.0,16.0,51.0,29.0,metamorphics,case,
1,闊葉樹林型,51.5012610615559,0.9544799780350296,0.2982749931359468,0.0013879003558718,-0.0111120996441281,1021.0,2652.379890930534,2019_27,2019.0,250899.07,2556991.34,白鹿颱風,0.16,False,3896.0030172115553,6345.422212572668,130.039540244995,False,9.638917242200543,10.0,16.0,55.0,27.0,metamorphics,case,
1,闊葉樹林型,40.327805440220686,0.2356000256215041,-0.9718501056887048,0.0237597571552471,0.0012597571552471,1583.0,1626.3318916242931,2019_28,2019.0,235882.71,2556309.24,利奇馬颱風、0815豪雨、白鹿颱風,1.62,False,5789.105509896502,10796.432998318169,5200.83213256159,False,6.4041526261106,11.0,18.0,53.0,25.0,mixed sedimentary rock,case,
1,針葉樹林型,50.05301215093204,0.9422146902791404,-0.3350096676548055,0.0028145550197281,-0.0046854449802718,2491.0,2505.3040253813506,2019_29,2019.0,243898.94,2550491.22,白鹿颱風,0.43,False,12648.59782852916,15872.21441441536,8833.336695411686,False,7.619122846485086,11.0,17.0,50.0,26.0,mixed sedimentary rock,case,
1,闊葉樹林型,36.05502968442895,0.9615239476408232,-0.274721127897378,0.0046698113207547,-0.0053301886792452,2082.0,1299.9651655450523,2019_30,2019.0,225850.96,2527764.55,利奇馬颱風、0815豪雨、白鹿颱風,1.06,False,7295.740923134043,11607.36571653856,6186.90256185092,False,6.7507149684008,13.0,18.0,49.0,27.0,siliciclastic sedimentary,case,
1,針葉樹林型,38.06176053983252,0.9578262852211514,-0.2873478855663454,-0.0011926605504587,0.0213073394495412,2253.0,1448.6976153915518,2019_31,2019.0,235331.48,2528210.18,利奇馬颱風、0815豪雨、白鹿颱風,0.19,False,14839.802499362797,16862.17750595426,10465.34627830263,False,6.755233446862829,11.0,17.0,51.0,28.0,mixed sedimentary rock,case,
1,針闊葉樹混淆,53.7543942971169,0.7514402250505251,0.6598011732150953,0.0029627141417534,-0.0095372858582465,1994.0,2889.5349062499145,2019_32,2019.0,235825.88,2528447.21,利奇馬颱風、0815豪雨、白鹿颱風,0.21,False,15218.636833850513,17358.790714957555,9938.632805732585,False,8.211242387485331,11.0,17.0,51.0,27.0,mixed sedimentary rock,case,
1,闊葉樹林型,49.85993385121615,0.3162277660168379,0.9486832980505138,-0.018125,0.026875,1774.0,2486.01300364765,2019_33,2019.0,237326.27,2529044.38,白鹿颱風,0.14,False,14790.622335701904,18792.527569888705,8370.418217338238,False,5.83457140686199,13.0,16.0,51.0,28.0,siliciclastic sedimentary,case,
1,針葉樹林型,50.10853326616952,0.9821551918921464,0.1880722707878578,0.0010862445414847,-0.0039137554585152,764.0,2510.865106086818,2019_34,2019.0,244237.02,2529443.41,白鹿颱風,0.19,False,8369.860300620825,15255.0921737571,1511.9791534510366,False,7.580156571978532,10.0,10.0,55.0,29.0,metamorphics,case,
1,闊葉樹林型,28.40597188009524,0.8320502943378437,-0.554700196225229,-0.0094230769230769,-0.0144230769230769,1028.0,806.8992384527613,2019_35,2019.0,242540.0,2524764.16,白鹿颱風,3.22,False,9254.674404024085,14258.099747478169,6049.413623139713,False,10.299695971388807,10.0,19.0,51.0,28.0,metamorphics,case,
1,針闊葉樹混淆,58.15991565501041,0.8849182223819824,-0.4657464328326223,-0.0198644251626898,0.0076355748373101,1652.0,3382.575788997925,2019_36,2019.0,244705.14,2613622.16,利奇馬颱風、0815豪雨、白鹿颱風,0.26,False,3839.183652262762,5508.76537133458,3119.0306144960546,False,12.46191007965096,13.0,21.0,51.0,21.0,siliciclastic sedimentary,case,
