case,ft,slope,north,east,planc,profc,elev,slope2,lid,year,x,y,event,area_ha,old_scar,d_debris,d_road,d_river,in_largels
1,闊葉樹林型,48.13976949528136,-0.2687989678139453,0.9631963013333044,0.0043276467636728,-0.0331723532363271,576.0,2317.437407058822,2018_6,2018,283958.0,2609868.15,瑪莉亞颱風,2.14822034061,False,1355.164324171669,5116.089759193869,361.42901526604226,False
1,闊葉樹林型,23.893396656492648,-0.9593655015712704,0.2821663239915504,0.0709872611464968,-0.0040127388535031,140.0,570.894403784494,2018_7,2018,219668.7,2450304.35,0823熱帶低壓,0.09627550579,False,1.2835735980697034,528.6303099727188,653.7118720461744,False
1,闊葉樹林型,35.28126182726603,-0.5299989400031799,0.847998304005088,-0.0021348314606741,-0.0246348314606741,133.0,1244.767436124099,2018_8,2018,219594.1,2450312.74,0823熱帶低壓,0.06120915029,False,6.541262141511146,456.7931999281873,606.936360999659,False
1,闊葉樹林型,14.103462835639398,-0.9950371902099892,-0.0995037190209988,0.0114851485148514,-0.0110148514851485,51.0,198.9076639562617,2018_9,2018,219407.26,2450065.78,0823熱帶低壓,0.03983710727,False,15.834044910403344,232.36262429714586,620.9666353319781,False
1,闊葉樹林型,30.985684296843363,-0.999133073092352,0.0416305447121811,-0.0120883882149046,0.0154116117850953,109.0,960.1126313436454,2018_10,2018,219508.59,2450204.89,0823熱帶低壓,0.56150404417,False,37.346281459455064,353.11798397809685,670.5406697781694,False
1,闊葉樹林型,49.05111016553776,-0.9761870601839528,0.2169304578186562,-0.0019705882352941,0.0005294117647058,473.0,2406.0114084717216,2018_11,2018,297921.23,2718243.83,0823熱帶低壓,0.29639310066,False,1202.6309234918374,13.384404803751073,221.07822660032141,False
1,闊葉樹林型,41.59751679121417,0.8448190755542285,-0.5350520811843448,-0.0099107850911974,0.0075892149088025,1231.0,1730.3534031953448,2018_12,2018,253582.62,2541137.91,0823熱帶低壓,29.6053801451,False,2248.509465219023,9755.625009847256,3098.772784458365,False
1,闊葉樹林型,39.84215955425675,-0.9887155042247666,-0.1498053794279949,-0.0082013016157989,-0.0032013016157989,658.0,1587.3976779468526,2018_14,2018,210059.07,2561970.72,0823熱帶低壓,8.77345268226,False,2118.4134454534283,2363.178143624881,1553.87755492557,False
1,闊葉樹林型,46.53438273346463,-0.5923904504775179,-0.8056510126494246,-0.0045353733857383,0.0079646266142616,907.0,2165.4487763845714,2018_15,2018,222086.82,2561745.28,0823熱帶低壓,2.18048614686,False,3407.797230258886,2226.666054042675,2350.0093670603114,False
1,闊葉樹林型,24.52281262777141,0.9863939238321436,-0.1643989873053572,-0.0030405405405405,-0.0005405405405405,616.0,601.3683391767848,2018_17,2018,217764.17,2568996.34,0823熱帶低壓,6.92351373742,False,1050.1120332150094,879.9339443249534,305.07628191255725,False
1,闊葉樹林型,36.51456867399333,0.9792604195071029,-0.2026056040359523,0.017588369441277,8.836944127708132e-05,819.0,1333.3137254477751,2018_18,2018,217287.45,2569024.31,0823熱帶低壓,0.45870670144,False,1518.7303418621966,1214.1993125836498,774.3335870824645,False
1,竹闊混淆林,36.00673320377918,-0.7568230077691598,0.6536198703460921,-0.0020502958579881,0.0004497041420118,608.0,1296.484836008134,2018_21,2018,210483.59,2576742.98,0823熱帶低壓,1.18296994212,False,57.76829347566482,1393.3350423851618,748.104396630674,False
1,待成林地,38.67344937613533,-0.0312347523777212,0.9995120760870788,0.078170731707317,-0.0043292682926829,514.0,1495.635686648502,2018_23,2018,212746.27,2579079.97,0823熱帶低壓,1.47081240356,False,2645.75618074406,832.3756819401511,971.2001099508952,False
1,闊葉樹林型,38.903551214305885,-0.2788101948639555,0.960346226753624,0.0025,-0.0025,470.0,1513.486297084121,2018_24,2018,212373.99,2578925.82,0823熱帶低壓,0.10166424075,False,2245.834213925694,471.27689877350366,660.0805707230243,False
1,竹闊混淆林,17.183330483447964,-0.970142500145332,-0.2425356250363331,-0.0014705882352941,-0.0039705882352941,273.0,295.26684650339206,2018_25,2018,212331.25,2578429.09,0823熱帶低壓,0.12617417716,False,2129.257543740976,80.19704410976455,290.9783696328756,False
1,闊葉樹林型,35.29811642184922,-0.7415357791237712,0.6709133239691262,-0.0025,0.0025,1436.0,1245.9570229304218,2018_26,2018,227738.44,2585340.82,0823熱帶低壓,1.52588585881,False,5987.150192908129,11237.635704049686,1790.1033538568806,False
1,闊葉樹林型,33.197229942878394,-0.7259526839058267,-0.687744647910783,0.0043941605839416,-0.0081058394160583,524.0,1102.0560758803415,2018_27,2018,212284.66,2591859.03,0823熱帶低壓,5.50094352105,False,698.8610503104558,519.9116716860543,230.17712248623639,False
1,闊葉樹林型,14.434094830851231,-0.4856429311786319,-0.8741572761215378,-0.0029127358490566,-0.0029127358490566,289.0,208.34309358600623,2018_32,2018,232945.99,2457978.19,0823熱帶低壓,0.83032392192,False,1217.9540232870204,2529.082638587452,111.50226863109779,False
1,闊葉樹林型,44.53600944536456,-0.4573480126207614,0.8892878023181471,-0.0063976759199483,0.0061023240800516,238.0,1983.4561373176016,2018_33,2018,232151.04,2473930.11,0823熱帶低壓,0.73414217688,False,3304.656142062048,7350.081004448992,55.00568218192924,False
1,闊葉樹林型,51.00600743245538,-0.8096104433943875,0.5869675714609311,-0.0149160180253994,0.0125839819746005,411.0,2601.612794199694,2018_34,2018,216312.54,2475525.76,0823熱帶低壓,0.20367582486,False,2963.0773328565324,6806.717592877013,1502.1239074297182,False
1,闊葉樹林型,46.242226022013895,-0.7421026427511381,0.6702862579687701,0.0330916905444126,-0.0344083094555873,232.0,2138.343467471019,2018_35,2018,214004.75,2488892.18,0823熱帶低壓,0.48153376019,False,1075.560802620428,10888.25630988782,1227.2586067679747,False
1,闊葉樹林型,38.78215347624,0.995634226059288,0.0933407086930582,-0.0067376573088092,0.0007623426911907,1423.0,1504.055428254634,2018_37,2018,235468.04,2504830.26,0823熱帶低壓,0.23445974887,False,9594.82943247641,14017.572744542782,1735.2342820165725,False
1,闊葉樹林型,32.02597107856493,0.9992009587217894,-0.0399680383488715,0.0314197284345047,-0.0135802715654952,87.0,1025.662823525077,2018_38,2018,187528.58,2515847.19,0823熱帶低壓,0.239403302,False,10314.864045510934,2087.1803520018702,451.6562429227968,False
1,闊葉樹林型,42.5163425625201,-0.8998141071961995,0.4362735065193696,-0.0050483271375464,0.0224516728624535,986.0,1807.6393848935584,2018_39,2018,226379.18,2509007.21,0823熱帶低壓,4.5074976847,False,5023.5831858774845,5465.884182437677,3544.876221114566,False
1,闊葉樹林型,55.77194256223351,0.6633075143158518,0.7483469392281404,0.0166820943014174,-0.0108179056985825,1023.0,3110.509577165073,2018_40,2018,244275.08,2515418.9,0823熱帶低壓,3.66120198797,False,4216.63942653777,10530.477777183813,1103.381381015033,False
1,闊葉樹林型,37.42543512676668,0.7840458244617614,0.6207029443655612,-0.0040715048025613,0.0034284951974386,749.0,1400.6631944278213,2018_41,2018,250584.52,2523157.68,0823熱帶低壓,0.53689515296,True,2620.3196993744964,6855.687648125768,3418.001083839689,False
1,竹林,24.65223572323068,0.490261239632559,0.8715755371245493,-0.0157121661721068,0.0067878338278931,249.0,607.7327261537309,2018_45,2018,211479.2,2534965.99,0823熱帶低壓,0.53248259141,False,2540.765798974895,1217.4941340604355,328.4708754541005,False
1,闊葉樹林型,39.50971228619393,0.2425356250363328,0.970142500145332,-0.0129411764705882,-0.0029411764705882,305.0,1561.0173649378237,2018_46,2018,210182.36,2540226.82,0823熱帶低壓,0.8492281081,False,1850.3353847815076,3116.3848033403137,500.2219017466506,False
1,闊葉樹林型,13.342363797088236,-0.3162277660168378,-0.948683298050514,-0.0025,-0.0025,108.0,178.01867169385082,2018_47,2018,311576.41,2795217.97,0909熱帶低壓,0.27490992007,False,846.0639831156883,1415.2209615535812,1374.8217695951935,False
1,針闊葉樹混淆,43.22084280018324,0.8778955729143844,0.4788521306805733,0.005764331210191,-0.0167356687898089,2319.0,1868.0412523581515,2018_51,2018,274760.25,2693563.49,0613暨0619豪雨暨瑪莉亞颱風,0.43268074327,False,3399.9228398076225,5664.437936527894,2328.207789136653,False
1,闊葉樹林型,47.10090264184485,-0.0464613993524681,-0.9989200860780658,0.0045520777118186,-0.0129479222881813,1849.0,2218.495029676547,2018_52,2018,279260.16,2685670.2,0613暨0619豪雨暨瑪莉亞颱風,0.15401903041,False,7137.85857350734,2307.92849229928,1295.7683128634549,False
1,闊葉樹林型,41.56364135798625,0.9304083928170916,0.3665245183824906,-0.0134042130365659,-0.0134042130365659,1644.0,1727.536282935305,2018_53,2018,270315.9,2678500.87,0613暨0619豪雨暨瑪莉亞颱風,0.14496690826,False,3781.945586427767,4140.2692500852,4270.345379337906,False
1,針葉樹林型,39.98069050753483,-0.1788854381999831,0.9838699100999074,-0.03356,0.01894,2677.0,1598.4556134592858,2018_54,2018,278791.27,2645758.79,0613暨0619豪雨暨瑪莉亞颱風,2.92093727032,False,11505.425952626754,15173.7360336313,7088.2476056599435,False
1,闊葉樹林型,34.99202019855866,1.0,0.0,-0.005,-0.005,1972.0,1224.4414775763375,2018_55,2018,252773.36,2555862.84,0613暨0619豪雨暨瑪莉亞颱風,0.30213658613,False,4565.8246150699,6363.821961421522,1831.3536354162447,False
1,闊葉樹林型,56.2841929881041,0.8841933840737239,-0.4671210330955522,0.0672460339549123,-0.1352539660450877,1727.0,3167.910380322147,2018_57,2018,246110.92,2552123.43,0613暨0619豪雨暨瑪莉亞颱風,0.09442609623,False,10622.218532924922,13165.203253877211,6087.622528096906,False
1,闊葉樹林型,57.64307398669554,0.4910130633693954,-0.871152209203766,0.0694740968389362,-0.0605259031610637,1773.0,3322.7239786356563,2018_58,2018,245982.8,2552173.43,0613暨0619豪雨暨瑪莉亞颱風,2.15783668788,False,10663.811921794042,13215.64948289125,6155.237233217915,False
1,闊葉樹林型,51.94046637738488,0.998274373174996,0.0587220219514703,0.0200689655172413,-0.0799310344827586,1786.0,2697.8120475002493,2018_59,2018,249180.17,2535667.41,0613暨0619豪雨暨瑪莉亞颱風,0.13166871178,False,5182.724894679779,10957.970862952603,3259.7998944783726,False
1,闊葉樹林型,37.90505895833579,-0.0963241948601904,-0.9953500135553,0.0023067010309278,-0.0076932989690721,947.0,1436.7934946349126,2018_60,2018,252637.21,2528413.05,0613暨0619豪雨暨瑪莉亞颱風,0.34866408948,False,2049.5805872459027,6830.884875504058,1104.6640946083346,False
1,闊葉樹林型,39.14355704978305,0.1842885350501853,0.982872186934322,0.0023396226415094,-0.0026603773584905,829.0,1532.2180585096205,2018_61,2018,247185.79,2530205.11,0613暨0619豪雨暨瑪莉亞颱風,1.34383717685,True,6379.951861258643,12382.80619484048,844.6449914140516,False
1,闊葉樹林型,49.85365752782776,0.9067211118885072,-0.4217307497155848,-0.0082836816362827,-0.0107836816362827,531.0,2485.387168901938,2018_62,2018,249215.34,2512165.73,0613暨0619豪雨暨瑪莉亞颱風,1.17835284492,False,15.409736602115798,4895.021646178247,1636.0952316679932,False
1,闊葉樹林型,43.57077227020226,0.0525588331227637,-0.9986178293325098,0.0204040055248618,0.0004040055248618,1293.0,1898.4121962218264,2018_64,2018,252784.27,2556972.88,0909熱帶低壓暨山竹颱風,1.29978490168,False,3455.98403596224,5335.163185609626,1115.437490715892,False
