uid,NDVI,NDMI,NBR,n_obs,before
2019_2,0.7033562660217285,0.2121457010507583,0.4918606281280517,10.0,2019-07-15
2019_3,0.8070108294487,0.2438534796237945,0.4901475012302398,10.0,2019-07-15
2019_5,0.8295910954475403,0.3252336084842682,0.6391235589981079,8.0,2019-07-15
2019_7,0.814085066318512,0.2008124589920044,0.4917635321617126,10.0,2019-07-15
2019_9,0.4667211472988128,0.1542637795209884,0.3720379769802093,8.0,2019-07-15
2019_10,0.8035363554954529,0.3079090118408203,0.6007382273674011,9.0,2019-07-15
2019_12,0.7937847375869751,0.2456815689802169,0.5540596842765808,8.0,2019-07-15
2019_13,0.8300045132637024,0.260943055152893,0.593741238117218,6.0,2019-07-15
2019_19,0.7882810235023499,0.2823541462421417,0.571718156337738,6.0,2019-07-15
2019_20,0.8443113565444946,0.2412120997905731,0.5681470036506653,5.0,2019-07-15
2019_21,0.326358437538147,0.0976863801479339,0.3043146133422851,3.0,2019-07-15
2019_23,0.804594099521637,0.2267566174268722,0.5220316052436829,10.0,2019-07-15
2019_25,0.7229917049407959,0.1492905467748642,0.4300518035888672,11.0,2019-07-15
2019_26,0.8425124287605286,0.1945073008537292,0.5053314566612244,4.0,2019-07-15
2019_27,0.7943460941314697,0.1703260093927383,0.5140236020088196,5.0,2019-07-15
2019_28,0.8363701105117798,0.3471432328224182,0.6158344149589539,12.0,2019-07-15
2019_30,0.8327534794807434,0.2932405471801758,0.604089617729187,2.0,2019-07-15
2019_33,0.8297892212867737,0.3452592492103576,0.6392675042152405,10.0,2019-07-15
2019_35,0.6703395843505859,0.1581216603517532,0.4454586207866668,6.0,2019-07-15
2019_43,0.8113458752632141,0.3785690665245056,0.6618596911430359,14.0,2019-07-15
2019_44,0.771395742893219,0.2424000203609466,0.5595448613166809,11.0,2019-07-15
2019_45,0.8715115189552307,0.3622165024280548,0.6697186827659607,7.0,2019-07-15
2019_46,0.8301419019699097,0.317035436630249,0.6223999857902527,7.0,2019-07-15
2019_47,0.8601033687591553,0.3531203269958496,0.6286952495574951,4.0,2019-07-15
2019_135,0.8145042657852173,0.2826211452484131,0.5673861503601074,10.0,2019-07-15
2019_136,0.8351953625679016,0.2082583904266357,0.5307270288467407,6.0,2019-07-15
2020_21,0.4516908228397369,0.0987013056874275,0.4221388399600982,9.0,2020-02-21
2020_20,0.6990358829498291,0.0018846692983061,0.2721553146839142,36.0,2020-03-26
2020_0,0.7013116478919983,0.065737783908844,0.2935291826725006,36.0,2020-05-05
2020_10,0.6149215698242188,0.08570346981287,0.3658726513385772,40.0,2020-05-05
2020_4,0.7757712602615356,0.2377874851226806,0.5443164706230164,17.0,2020-05-15
2020_6,0.8312929272651672,0.1744521111249923,0.4842073321342468,18.0,2020-05-15
2020_11,0.6512006521224976,0.201089933514595,0.4059011340141296,33.0,2020-05-15
2020_12,0.8115473389625549,0.2154603004455566,0.5130065679550171,18.0,2020-05-15
2020_14,0.7265833020210266,0.3071683645248413,0.5119906067848206,20.0,2020-05-15
2021_0,0.6089838743209839,0.2503604888916015,0.4715901017189026,18.0,2021-05-15
2021_1,0.645090639591217,0.2318381369113922,0.5058392882347107,18.0,2021-05-15
2021_3,0.7481873631477356,0.1618174463510513,0.3986661434173584,24.0,2021-05-15
2021_6,0.7015960812568665,0.1680724620819091,0.4571221470832824,18.0,2021-05-15
2021_9,0.7971190810203552,0.2391692698001861,0.5307323336601257,26.0,2021-05-15
2021_13,0.3986152708530426,0.020453929901123,0.2224539816379547,16.0,2021-05-15
2021_14,0.6929250359535217,0.2780212461948395,0.5492847561836243,20.0,2021-05-15
2021_15,0.8044921159744263,0.0407589301466941,0.3958901464939117,18.0,2021-05-15
2021_17,0.5233941674232483,0.0291677471250295,0.2308590561151504,22.0,2021-05-15
2021_19,0.6547398567199707,0.1181381195783615,0.394988477230072,40.0,2021-05-15
2021_20,0.568149209022522,0.1788792908191681,0.4791279137134552,17.0,2021-05-15
2021_23,0.399829089641571,0.0275455452501773,0.246534377336502,22.0,2021-05-15
2021_24,0.5986891984939575,0.1701041311025619,0.4295542538166046,24.0,2021-05-15
2021_25,0.542526125907898,0.1503305286169052,0.3708556592464447,32.0,2021-05-15
2021_26,0.7290191054344177,0.1378517746925354,0.4117569327354431,16.0,2021-05-15
2021_43,0.4629684090614319,-0.0002179254370275885,0.240872323513031,19.0,2021-05-15
2021_46,0.6416711211204529,0.1389313042163849,0.4173485934734344,21.0,2021-05-15
2021_47,0.6197357177734375,0.1154008135199546,0.3802895545959472,24.0,2021-05-15
2021_76,0.6660098433494568,0.1885436326265335,0.4544326663017273,16.0,2021-05-15
2021_77,0.5360321402549744,0.0202329829335212,0.2892546951770782,16.0,2021-05-15
2021_104,0.7092188000679016,0.3122180700302124,0.6134027242660522,18.0,2021-05-15
2021_214,0.3967913687229156,-0.0353716313838958,0.1581418365240097,20.0,2021-05-15
2021_37,0.475233793258667,-0.0449913702905178,0.1814633160829544,14.0,2021-07-09
2021_39,0.7258281707763672,0.1886351853609085,0.4629067778587341,14.0,2021-07-09
2021_41,0.5534230470657349,-0.0060857222415506,0.2567934989929199,12.0,2021-07-09
2021_48,0.7919758558273315,0.2888456583023071,0.5599387884140015,10.0,2021-07-09
2021_50,0.7820308208465576,0.2587307691574096,0.5609477758407593,11.0,2021-07-09
2021_51,0.7875714302062988,0.2761810421943664,0.5377197265625,18.0,2021-07-09
2021_52,0.6693113446235657,0.1650055646896362,0.4015454351902008,11.0,2021-07-09
2021_55,0.8012045621871948,0.3098774552345276,0.5984077453613281,16.0,2021-07-09
2021_56,0.8475171327590942,0.2552540004253387,0.5721956491470337,14.0,2021-07-09
2021_78,0.6045525074005127,0.1033898815512657,0.361567735671997,12.0,2021-07-09
2021_80,0.6231890916824341,0.1074073985219001,0.3248500525951385,12.0,2021-07-09
2021_92,0.3906261622905731,-0.1004538387060165,0.0932860374450683,14.0,2021-07-09
2021_106,0.7082447409629822,0.123193472623825,0.4173546135425567,12.0,2021-07-09
2021_108,0.8206514716148376,0.2600931525230407,0.5463375449180603,12.0,2021-07-09
2021_110,0.7296228408813477,0.1961436718702316,0.4807236194610595,16.0,2021-07-09
2021_112,0.6478437185287476,0.1152500361204147,0.3406701385974884,16.0,2021-07-09
2021_116,0.836310863494873,0.2256348580121994,0.5237554907798767,14.0,2021-07-09
2021_118,0.6878756284713745,0.1066378280520439,0.3647896647453308,13.0,2021-07-09
2021_121,0.5439499616622925,0.036653496325016,0.2558671832084656,14.0,2021-07-09
2021_123,0.685272216796875,0.1092078611254692,0.3740835785865783,14.0,2021-07-09
2021_124,0.4573296010494232,0.0152012715116143,0.2187577486038208,16.0,2021-07-09
2021_125,0.3727384209632873,-0.0560958497226238,0.1361818313598632,10.0,2021-07-09
2021_126,0.7016887664794922,0.1200083419680595,0.3179592788219452,10.0,2021-07-09
2021_127,0.6998506188392639,0.2032197415828704,0.4102536737918854,10.0,2021-07-09
2021_128,0.7082956433296204,0.1641819477081298,0.4057602882385254,16.0,2021-07-09
2021_129,0.7730939984321594,0.2050947099924087,0.4564694762229919,16.0,2021-07-09
2021_133,0.7238916158676147,0.3118631839752197,0.5196948051452637,10.0,2021-07-09
2021_135,0.7278372645378113,0.2306388765573501,0.4909267425537109,16.0,2021-07-09
2021_136,0.7545858025550842,0.258687824010849,0.5057554244995117,16.0,2021-07-09
2021_137,0.7023162841796875,0.1554095149040222,0.4481184780597687,16.0,2021-07-09
2021_139,0.6905490159988403,0.1536316573619842,0.410742312669754,10.0,2021-07-09
2021_140,0.814336359500885,0.3008151352405548,0.5869214534759521,16.0,2021-07-09
2021_143,0.7169679999351501,0.1464147120714187,0.4403235912322998,12.0,2021-07-09
2021_146,0.4632656872272491,-0.0660539641976356,0.1237943321466445,12.0,2021-07-09
2021_166,0.7905693054199219,0.2407432496547699,0.5268102884292603,14.0,2021-07-09
2021_177,0.7013537883758545,0.1687604635953903,0.4715266227722168,14.0,2021-07-09
2021_181,0.7007193565368652,0.1036979183554649,0.3817188739776611,16.0,2021-07-09
2021_182,0.585395097732544,-0.0048796460032463,0.2214402854442596,10.0,2021-07-09
2021_196,0.8269935250282288,0.3039317727088928,0.5475044250488281,11.0,2021-07-09
2021_203,0.4970137178897857,0.0513666346669197,0.2640391588211059,14.0,2021-07-09
2021_230,0.1864034980535507,-0.0484699569642543,0.0934291556477546,11.0,2021-07-09
2021_231,0.5190487504005432,0.0134106799960136,0.1463627815246582,12.0,2021-07-09
2021_232,0.5084404945373535,0.0215864554047584,0.25399249792099,16.0,2021-07-09
2021_235,0.8050204515457153,0.1530339121818542,0.4329977035522461,12.0,2021-07-09
2021_236,0.804686427116394,0.2197841256856918,0.5093873739242554,14.0,2021-07-09
2021_239,0.8327798843383789,0.2537921071052551,0.5581551790237427,8.0,2021-07-09
2021_241,0.7243666648864746,0.0977163016796112,0.3676745593547821,8.0,2021-07-09
2021_242,0.7285776138305664,0.1357564330101013,0.4075259864330292,10.0,2021-07-09
2021_256,0.8240483999252319,0.2233868241310119,0.520382285118103,14.0,2021-07-09
2021_257,0.6385040283203125,-0.0004907019319944084,0.2313561290502548,12.0,2021-07-09
2021_258,0.8166584968566895,0.2038577198982238,0.5143277049064636,10.0,2021-07-09
2021_259,0.547600269317627,0.1491048783063888,0.3751471936702728,12.0,2021-07-09
2021_260,0.7487297058105469,0.2297385334968567,0.5172139406204224,14.0,2021-07-09
2021_261,0.748119056224823,0.2069685757160186,0.5096850991249084,14.0,2021-07-09
2021_262,0.6880834698677063,0.2043189704418182,0.4070265591144562,16.0,2021-07-09
2021_263,0.842735767364502,0.2089642733335495,0.5171385407447815,12.0,2021-07-09
2021_264,0.5006444454193115,0.0403124056756496,0.2940238416194916,12.0,2021-07-09
2021_266,0.8214578628540039,0.2189621776342392,0.5075669884681702,14.0,2021-07-09
2021_267,0.6112212538719177,0.0790233984589576,0.3142914474010467,10.0,2021-07-09
2021_274,0.3761321902275085,0.0486396215856075,0.2767418920993805,8.0,2021-07-09
2021_278,0.8228209018707275,0.259874552488327,0.5674206614494324,14.0,2021-07-09
2021_279,0.5669764876365662,0.088403008878231,0.3069050312042236,16.0,2021-07-09
2021_281,0.6457064151763916,0.1867762953042984,0.3335135877132416,12.0,2021-07-09
2021_282,0.5610088109970093,0.0486256256699562,0.2140992581844329,14.0,2021-07-09
2021_284,0.7126425504684448,0.1810402274131775,0.444619745016098,16.0,2021-07-09
2021_285,0.8934726119041443,0.3751019239425659,0.6715622544288635,14.0,2021-07-09
2021_287,0.7061746120452881,0.1245585232973098,0.3882029950618744,15.0,2021-07-09
2021_294,0.7576525211334229,0.2287255674600601,0.5243807435035706,10.0,2021-07-09
2021_297,0.771838903427124,0.2270495295524597,0.4919350147247314,12.0,2021-07-09
2021_298,0.7892162203788757,0.1612890809774398,0.4753189384937286,6.0,2021-07-09
2021_299,0.5681122541427612,0.136557251214981,0.3808704018592834,10.0,2021-07-09
2021_301,0.6973395347595215,0.2019479423761367,0.417740911245346,18.0,2021-07-09
2021_302,0.7188882231712341,0.1608100086450576,0.4160188734531402,8.0,2021-07-09
2021_306,0.6536900997161865,0.1127932369709014,0.3502980470657348,14.0,2021-07-09
2021_311,0.4933696091175079,0.0834245681762695,0.3265363872051239,21.0,2021-07-09
2021_312,0.6508884429931641,0.0939221531152725,0.3530556261539459,16.0,2021-07-09
2021_313,0.7839726805686951,0.3380634486675262,0.608462393283844,12.0,2021-07-09
2021_314,0.413062185049057,0.0312605276703834,0.2084375619888305,24.0,2021-07-09
2021_315,0.7427359223365784,0.0941148772835731,0.3546015918254852,6.0,2021-07-09
2021_316,0.7590907216072083,0.3303799033164978,0.6006933450698853,18.0,2021-07-09
2021_318,0.6232928037643433,0.0268007889389991,0.2597796022891998,24.0,2021-07-09
2021_320,0.6855400204658508,0.1617566049098968,0.4471891224384308,20.0,2021-07-09
2021_325,0.6615095734596252,0.1951411068439483,0.4117047488689422,14.0,2021-07-09
2021_327,0.720108151435852,0.157150462269783,0.4410985112190246,14.0,2021-07-09
2021_331,0.8401407599449158,0.2392341196537017,0.5260499715805054,12.0,2021-07-09
2021_333,0.5611041784286499,0.0369280725717544,0.2584558129310608,10.0,2021-07-09
2021_334,0.6946801543235779,0.0414051711559295,0.3175744414329529,14.0,2021-07-09
2021_336,0.7469764351844788,0.1325786411762237,0.4089783132076263,10.0,2021-07-09
2021_338,0.5616887211799622,0.0838932245969772,0.3396592140197754,10.0,2021-07-09
2021_340,0.614955723285675,0.12180857360363,0.2989172041416168,12.0,2021-07-09
2021_343,0.7509551644325256,0.1489686667919159,0.456207811832428,10.0,2021-07-09
2021_345,0.745372474193573,0.1602902561426162,0.445130854845047,10.0,2021-07-09
2021_350,0.6687114834785461,0.0998464748263359,0.3756133913993835,16.0,2021-07-09
2021_353,0.6352307200431824,0.1009093597531318,0.3669200837612152,12.0,2021-07-09
2021_360,0.6393606662750244,0.2486281245946884,0.4963694810867309,16.0,2021-07-09
2021_369,0.8900635242462158,0.2918928563594818,0.616447925567627,4.0,2021-07-09
2021_371,0.8235202431678772,0.2471061497926712,0.5587326288223267,6.0,2021-07-09
2021_372,0.8536964654922485,0.2882562279701233,0.6005375385284424,5.0,2021-07-09
2021_374,0.8288288116455078,0.2588422000408172,0.5488936305046082,19.0,2021-07-09
2021_375,0.8521877527236938,0.2128024995326995,0.5303927063941956,12.0,2021-07-09
2021_376,0.6954343318939209,0.1853721737861633,0.4362732470035553,4.0,2021-07-09
2021_377,0.7771809101104736,0.1273427903652191,0.4618942737579345,6.0,2021-07-09
2021_378,0.7460434436798096,0.2404829859733581,0.5093261003494263,16.0,2021-07-09
2021_379,0.5611347556114197,0.2084307372570037,0.4582906663417816,16.0,2021-07-09
2021_394,0.7893328070640564,0.3124804496765136,0.6000000238418579,7.0,2021-07-09
2021_404,0.8293216824531555,0.254313588142395,0.5781028866767883,3.0,2021-07-09
2021_405,0.7179083228111267,0.1838570833206176,0.4650234282016754,4.0,2021-07-09
2021_406,0.7301269173622131,0.2738226950168609,0.5632358193397522,5.0,2021-07-09
2021_410,0.6416707634925842,0.1628232896327972,0.4627853035926819,18.0,2021-07-09
2021_29,0.4756351709365845,0.0528182312846183,0.2834154367446899,6.0,2021-07-14
2021_30,0.8612518310546875,0.2817947268486023,0.6026983857154846,8.0,2021-07-14
2021_32,0.7316831350326538,0.2123473584651947,0.5237689018249512,7.0,2021-07-14
2021_33,0.5503037571907043,0.2471390068531036,0.5134999752044678,4.0,2021-07-14
2021_34,0.341307133436203,0.1635914891958236,0.3230381906032562,2.0,2021-07-14
2021_35,0.50155109167099,0.1627824157476425,0.4102357029914856,6.0,2021-07-14
2021_36,0.8555240631103516,0.2697899937629699,0.5570523142814636,3.0,2021-07-14
2021_38,0.7173476219177246,0.1889561116695404,0.4586554169654846,14.0,2021-07-14
2021_57,0.5669560432434082,0.0026089893653988,0.2657238841056824,12.0,2021-07-14
2021_58,0.402186781167984,0.1099785417318344,0.3608011305332184,12.0,2021-07-14
2021_59,0.7827090620994568,0.3120968341827392,0.5969459414482117,8.0,2021-07-14
2021_61,0.686823308467865,0.1025693714618682,0.3724328875541687,14.0,2021-07-14
2021_67,0.8355979323387146,0.2728261649608612,0.5626963376998901,20.0,2021-07-14
2021_68,0.3055247068405151,-0.0119552165269851,0.1764000952243805,30.0,2021-07-14
2021_69,0.4908087849617004,0.0165957417339086,0.2174185365438461,32.0,2021-07-14
2021_73,0.7750536799430847,0.1969820857048034,0.4737847447395324,14.0,2021-07-14
2021_74,0.7892661690711975,0.2509479522705078,0.4997334480285644,10.0,2021-07-14
2021_85,0.6897417306900024,0.2281014919281005,0.466225802898407,14.0,2021-07-14
2021_86,0.7998244166374207,0.267165869474411,0.5694554448127747,15.0,2021-07-14
2021_101,0.603550910949707,0.1293623298406601,0.3897593021392822,12.0,2021-07-14
2021_141,0.8066137433052063,0.2008076310157776,0.5135331153869629,14.0,2021-07-14
2021_142,0.668631911277771,0.0644543841481208,0.3457433581352234,14.0,2021-07-14
2021_144,0.6553665995597839,0.0075470069423317,0.243155226111412,16.0,2021-07-14
2021_145,0.608834445476532,0.1010300889611244,0.3600152134895324,14.0,2021-07-14
2021_147,0.4672853946685791,-0.0224032904952764,0.1298978775739669,14.0,2021-07-14
2021_149,0.4570831060409546,-0.0990430414676666,0.0756062343716621,8.0,2021-07-14
2021_155,0.4182702898979187,-0.0475132279098033,0.1686360239982605,12.0,2021-07-14
2021_156,0.2657160460948944,-0.0590259805321693,0.1249611899256706,12.0,2021-07-14
2021_158,0.5409185290336609,0.0259823948144912,0.245365098118782,14.0,2021-07-14
2021_161,0.4923439919948578,0.0166726093739271,0.230253517627716,16.0,2021-07-14
2021_163,0.7643484473228455,0.1820651441812515,0.4949023425579071,14.0,2021-07-14
2021_164,0.6783639788627625,0.0922670140862464,0.3252369463443756,14.0,2021-07-14
2021_168,0.7806532979011536,0.1361390650272369,0.3703868389129638,14.0,2021-07-14
2021_171,0.6007797122001648,0.072667546570301,0.2969725430011749,14.0,2021-07-14
2021_173,0.7943646311759949,0.1425876915454864,0.4399339258670807,10.0,2021-07-14
2021_176,0.7667122483253479,0.224841222167015,0.4935475587844848,16.0,2021-07-14
2021_180,0.7455596327781677,0.1405222862958908,0.3992118835449219,12.0,2021-07-14
2021_194,0.6605682969093323,0.1212947443127632,0.3296398818492889,14.0,2021-07-14
2021_199,0.7557207345962524,0.1983585804700851,0.4875428378582001,16.0,2021-07-14
2021_200,0.743495523929596,0.1715191602706909,0.4469137489795685,16.0,2021-07-14
2021_201,0.5561158657073975,-0.0073186848312616,0.2219700068235397,14.0,2021-07-14
2021_202,0.4066225290298462,-0.0526315681636333,0.1491824090480804,15.0,2021-07-14
2021_204,0.7912245988845825,0.1162132322788238,0.398670345544815,12.0,2021-07-14
2021_208,0.6680724620819092,0.1312247663736343,0.3733121752738952,11.0,2021-07-14
2021_209,0.2850831747055053,-0.0363193042576313,0.1525518000125885,16.0,2021-07-14
2021_210,0.4965217113494873,0.0943847149610519,0.3097276389598846,13.0,2021-07-14
2021_215,0.6908953785896301,0.1306746155023574,0.4130735099315643,14.0,2021-07-14
2021_221,0.7756956815719604,0.1753190755844116,0.4540453851222992,18.0,2021-07-14
2021_222,0.4420329332351684,0.020163832232356,0.2909990847110748,16.0,2021-07-14
2021_223,0.779534637928009,0.1806155890226364,0.445277988910675,14.0,2021-07-14
2021_224,0.5405897498130798,0.0480393581092357,0.2743538618087768,14.0,2021-07-14
2021_229,0.7414389252662659,0.0894400477409362,0.335105836391449,12.0,2021-07-14
2021_237,0.8292443156242371,0.2138101160526275,0.5179128646850586,14.0,2021-07-14
2021_244,0.742414653301239,0.1330874860286712,0.4411994516849518,16.0,2021-07-14
2021_245,0.3899934291839599,-0.022640436887741,0.2356056272983551,16.0,2021-07-14
2021_246,0.7687751054763794,0.1841338276863098,0.4338865876197815,15.0,2021-07-14
2021_247,0.7098640203475952,0.197026178240776,0.4871350526809692,12.0,2021-07-14
2021_249,0.8216089010238647,0.1488587856292724,0.4623074829578399,7.0,2021-07-14
2021_250,0.7964791655540466,0.3364131450653076,0.5831542611122131,7.0,2021-07-14
2021_252,0.3808980584144592,0.1131001263856887,0.3728990852832794,24.0,2021-07-14
2021_268,0.6450870633125305,0.0677357912063598,0.2991013824939728,11.0,2021-07-14
2021_269,0.6687197685241699,0.0793661698698997,0.340325266122818,10.0,2021-07-14
2021_273,0.6112827658653259,0.0732965543866157,0.3210854530334472,12.0,2021-07-14
2021_276,0.6073538661003113,0.2083331197500229,0.4672087728977203,12.0,2021-07-14
2021_303,0.7380409836769104,0.1045964732766151,0.4045099020004272,13.0,2021-07-14
2021_304,0.6088342070579529,0.1198402121663093,0.3693139553070068,12.0,2021-07-14
2021_308,0.4421965479850769,0.0553056374192237,0.2395979911088943,14.0,2021-07-14
2021_321,0.7544112205505371,0.1679168939590454,0.4430578947067261,14.0,2021-07-14
2021_323,0.7847222089767456,0.1847507357597351,0.5042158365249634,15.0,2021-07-14
2021_324,0.558926522731781,0.0822953358292579,0.2979046106338501,14.0,2021-07-14
2021_351,0.7118147015571594,0.1097473800182342,0.3854866921901703,16.0,2021-07-14
2021_355,0.7477477788925171,0.0595911182463169,0.3552155792713165,11.0,2021-07-14
2021_356,0.6285358667373657,0.0788719430565834,0.3236347734928131,12.0,2021-07-14
2021_357,0.7603045701980591,0.2641927301883697,0.5130090117454529,14.0,2021-07-14
2021_358,0.7274054288864136,0.1979152411222458,0.4577679336071014,14.0,2021-07-14
2021_364,0.7553895115852356,0.1801237016916275,0.3950467109680176,14.0,2021-07-14
2021_365,0.5222711563110352,0.0994857251644134,0.2966437339782715,7.0,2021-07-14
2021_367,0.7664476037025452,0.206724613904953,0.4942064881324768,6.0,2021-07-14
2021_382,0.586449146270752,0.1721933484077453,0.351196676492691,6.0,2021-09-07
2021_393,0.8251082301139832,0.3409669399261474,0.6232567429542542,5.0,2021-09-07
2021_395,0.7776023149490356,0.2115596830844879,0.5020560026168823,10.0,2021-09-07
2021_397,0.8795058131217957,0.3266473412513733,0.6395258903503418,14.0,2021-09-07
2021_385,0.4651404619216919,0.0643619298934936,0.3180436193943023,8.0,2021-09-22
2021_386,0.699255645275116,0.1162616088986396,0.399843156337738,8.0,2021-09-22
2021_387,0.7068815231323242,0.1428162753582,0.4268586039543152,8.0,2021-09-22
2021_388,0.8234895467758179,0.1808801740407943,0.5089236497879028,8.0,2021-09-22
2021_389,0.4897155463695526,0.0210772641003131,0.1552261114120483,9.0,2021-09-22
2021_391,0.8070175647735596,0.2125279456377029,0.51396644115448,5.0,2021-09-22
2021_392,0.799473226070404,0.2355820536613464,0.5263253450393677,6.0,2021-09-22
