uid,NDVI,NDMI,NBR,n_obs
bg_285,0.8492158055305481,0.3390494883060455,0.6509091258049011,116.0
bg_289,0.7406056523323059,0.1610686630010604,0.4353063702583313,651.0
bg_301,0.8027420043945312,0.2054494023323059,0.5448722839355469,408.0
bg_307,0.8319001793861389,0.2398632317781448,0.5407842397689819,477.0
bg_312,0.8807637691497803,0.3878360390663147,0.7009181380271912,466.0
bg_314,0.8538127541542053,0.2207359373569488,0.5568687319755554,566.0
bg_332,0.8776545524597168,0.3384473323822021,0.6388072967529297,173.0
bg_345,0.8556192517280579,0.3604919612407684,0.6657996773719788,300.0
bg_347,0.229796290397644,-0.1137777343392372,-0.0097745759412646,136.0
bg_359,0.8416739106178284,0.3023719191551208,0.6147381067276001,424.0
bg_365,0.8532682061195374,0.3217706382274627,0.6346656680107117,433.0
bg_367,0.8256412148475647,0.3318575322628021,0.612252414226532,265.0
bg_369,0.8496370315551758,0.2599499821662903,0.5840145349502563,431.0
bg_379,0.7176764607429504,0.1615854799747467,0.4667910933494568,494.0
bg_380,0.8276820182800293,0.252155601978302,0.5478870868682861,55.0
bg_388,0.8454103469848633,0.3361812829971313,0.6427227854728699,160.0
bg_391,0.8654859066009521,0.2738204002380371,0.5731729865074158,160.0
bg_394,0.8544473052024841,0.3370412588119507,0.6418461203575134,315.0
bg_399,0.822155773639679,0.3056638836860657,0.6067402362823486,536.0
bg_403,0.8613204956054688,0.342650294303894,0.6507869958877563,277.0
bg_405,0.8029398918151855,0.2685500979423523,0.579839825630188,471.0
bg_409,0.8388151526451111,0.299646645784378,0.5801505446434021,241.0
bg_411,0.8536298871040344,0.4007614552974701,0.6976600289344788,203.0
bg_422,0.7669660449028015,0.2376469820737838,0.4922468960285187,84.0
bg_423,0.8518427014350891,0.2989741861820221,0.615180492401123,476.0
bg_433,0.8161507248878479,0.2761245667934418,0.5764697790145874,492.0
bg_445,0.8862967491149902,0.3663582503795624,0.6745544672012329,190.0
bg_447,0.7674348950386047,0.200162872672081,0.4900552630424499,512.0
bg_448,0.8276873826980591,0.3195989429950714,0.6225526332855225,282.0
bg_471,0.8458607792854309,0.3309521377086639,0.6232123374938965,199.0
bg_472,0.743686854839325,0.2290040105581283,0.5096390247344971,467.0
bg_480,0.8370600938796997,0.3096911311149597,0.6231522560119629,192.0
bg_481,0.8576337099075317,0.3234519064426422,0.6386675834655762,140.0
bg_486,0.8647617697715759,0.3893032670021057,0.6856005787849426,164.0
bg_495,0.8304295539855957,0.3692004680633545,0.6695102453231812,356.0
bg_498,0.832152247428894,0.2522003352642059,0.5798416137695312,566.0
bg_502,0.8771690726280212,0.2843588888645172,0.5991561412811279,383.0
bg_508,0.7248311042785645,0.2715283036231994,0.5582057237625122,472.0
bg_520,0.8490791320800781,0.315780371427536,0.6117359399795532,159.0
bg_521,0.8562802672386169,0.3347294628620147,0.6371946334838867,121.0
bg_525,0.8227939605712891,0.2909150421619415,0.605417013168335,144.0
bg_537,0.834171712398529,0.2799739837646484,0.6043846011161804,157.0
bg_540,0.8654396533966064,0.323895663022995,0.642500638961792,338.0
bg_542,0.8868287205696106,0.396694004535675,0.6888175010681152,368.0
bg_544,0.8374460935592651,0.3436962962150574,0.6421194672584534,176.0
bg_549,0.818189263343811,0.3386820554733276,0.6385729312896729,273.0
bg_550,0.8059417605400085,0.2865121364593506,0.5679749250411987,391.0
bg_552,0.7778224945068359,0.2692342102527618,0.5814374089241028,131.0
bg_559,0.8692630529403687,0.3379498124122619,0.6434347629547119,181.0
bg_568,0.8810092210769653,0.4048210084438324,0.7126083970069885,333.0
bg_573,0.8672006130218506,0.3429064154624939,0.638418972492218,166.0
bg_577,0.8182885050773621,0.2808133065700531,0.57404625415802,85.0
bg_580,0.711040198802948,0.1429074257612228,0.3868480920791626,394.0
bg_581,0.8026818633079529,0.2564274370670318,0.557071328163147,167.0
bg_586,0.723307728767395,0.1070074066519737,0.411628395318985,445.0
bg_590,0.8440759181976318,0.3653068244457245,0.6465114951133728,116.0
bg_595,0.8616459965705872,0.3632471263408661,0.6550190448760986,154.0
bg_601,0.8337457180023193,0.1608172804117202,0.4708397686481476,291.0
bg_602,0.8458681106567383,0.290457546710968,0.5649896860122681,475.0
bg_603,0.830357551574707,0.2225851863622665,0.5445085167884827,452.0
bg_607,0.8299295902252197,0.3849101364612579,0.6612229347229004,203.0
bg_615,0.8853318691253662,0.301546037197113,0.6260433793067932,229.0
bg_629,0.8419517278671265,0.1968519985675811,0.5177803635597229,381.0
bg_634,0.7716770172119141,0.3080462217330932,0.5956188440322876,450.0
bg_635,0.8806326985359192,0.4043844938278198,0.693551242351532,461.0
bg_639,0.8633691668510437,0.3481858074665069,0.6532465219497681,128.0
bg_643,0.846198558807373,0.2742845714092254,0.5919288396835327,169.0
bg_647,0.75812828540802,0.2575584948062897,0.5566674470901489,448.0
bg_650,0.857455849647522,0.3924221396446228,0.6787063479423523,159.0
bg_651,0.8254965543746948,0.3138419091701507,0.6072372198104858,109.0
bg_653,0.8730518817901611,0.3406048417091369,0.6658957600593567,206.0
bg_660,0.7870668172836304,0.2532632350921631,0.5680614709854126,151.0
bg_661,0.6927613019943237,0.212391510605812,0.4982096552848816,500.0
bg_664,0.8382208347320557,0.3057916164398193,0.6107205748558044,111.0
bg_666,0.8069817423820496,0.2421838790178299,0.5097095370292664,510.0
bg_670,0.8651987314224243,0.3192552626132965,0.6349635720252991,196.0
bg_674,0.6512619256973267,0.200229987502098,0.3996402025222778,406.0
bg_675,0.7914630174636841,0.1130943968892097,0.4149142801761627,268.0
bg_685,0.7632865309715271,0.2637253701686859,0.5602561831474304,921.0
bg_689,0.8879143595695496,0.3896943926811218,0.6819161176681519,423.0
bg_691,0.8423579335212708,0.3666113615036011,0.6689873933792114,263.0
bg_693,0.8558740019798279,0.3377731740474701,0.6388363242149353,68.0
bg_706,0.8375453352928162,0.1920343339443206,0.5135860443115234,532.0
bg_712,0.7827244400978088,0.2097898572683334,0.5059558749198914,725.0
