bg_lid,before,dist_nearest_case_m
bg_9903,2025-03-25,7454.821334123525
bg_9905,2024-04-29,10295.269431811872
bg_9915,2023-07-07,1270.0324528531587
bg_9919,2021-07-14,1972.2508291288764
bg_9922,2024-02-14,2160.7099280097495
bg_9925,2024-04-04,1482.1819200759471
bg_9932,2024-09-11,729.8215522304782
bg_9936,2024-07-08,806.9014478859536
bg_9940,2025-03-25,1283.5617406654133
bg_9944,2025-04-14,1153.0508542558473
bg_9946,2022-10-02,6916.588974523431
bg_9947,2024-09-11,613.5552033844509
bg_9948,2025-04-14,2004.8376215544406
bg_9953,2025-03-25,1748.5407715578262
bg_9959,2021-07-14,3108.819032011891
bg_9965,2024-07-18,2284.022167515007
bg_9967,2025-03-25,835.0972303271359
bg_9974,2025-03-25,1200.7172154177856
bg_9977,2025-04-14,1525.458897938486
bg_9983,2025-03-25,607.8681719749557
bg_9986,2025-03-25,317.01477725805313
bg_9991,2025-03-25,8035.49479151731
bg_9993,2025-04-14,1376.9046805060202
bg_9999,2023-07-14,1978.4801981821715
bg_10001,2021-07-14,307.22180993550387
bg_10013,2025-04-14,3456.8443550874786
bg_10030,2022-10-02,20078.889885860273
bg_10035,2021-07-14,5677.894905191489
bg_10058,2023-07-07,1105.3206364220007
bg_10060,2023-07-14,1946.5705567741918
bg_10061,2024-07-18,1684.4271049823838
bg_10076,2024-10-16,743.7582685254336
bg_10085,2025-10-12,2854.7600609509564
bg_10089,2025-04-14,263.2401916500687
bg_10092,2025-04-14,477.35178736442356
bg_10093,2021-07-14,4198.848432082151
bg_10097,2025-06-28,1258.9678776678322
bg_10099,2025-03-25,898.1564142731625
bg_10102,2024-08-22,1298.0719599851639
bg_10105,2023-08-26,925.7962113769963
bg_10107,2023-07-07,549.1501475006722
bg_10111,2021-07-14,1364.357497212466
bg_10113,2024-07-18,5114.0645701144795
bg_10118,2024-02-14,7874.534714191064
bg_10122,2025-04-14,1093.7979409833702
bg_10126,2022-10-02,7478.592657345124
bg_10127,2024-02-14,1066.5162399136693
bg_10134,2022-07-24,4397.982483480566
bg_10135,2021-07-09,543.6983788828346
bg_10143,2025-03-25,14727.44483673937
bg_10156,2025-03-25,1030.5840147216195
bg_10159,2024-07-18,1695.0668368237718
bg_10162,2024-02-14,3699.500450506631
bg_10166,2025-03-25,8540.346820504632
bg_10169,2025-03-25,1994.1530057895745
bg_10177,2025-08-07,1775.1477945512033
bg_10182,2025-03-25,7211.309731227763
bg_10188,2019-02-21,1876.5947929159995
bg_10199,2025-04-14,1730.6023449942559
bg_10203,2025-03-25,931.4021147711678
bg_10209,2024-02-14,10484.412905489648
bg_10217,2022-07-24,6266.506662327967
bg_10233,2025-03-25,13320.721537454345
bg_10239,2023-03-16,1430.0413598563525
bg_10246,2024-02-14,1678.4274118652177
bg_10250,2024-07-18,856.9986831378031
bg_10251,2024-07-18,515.1171061032081
bg_10255,2025-04-14,4881.545814391269
bg_10272,2019-07-15,897.265667904377
bg_10273,2025-09-11,2478.938645489272
bg_10276,2024-07-18,1684.6747760323997
bg_10277,2023-07-14,1926.422392104059
bg_10279,2024-08-02,1311.26427866388
bg_10287,2025-03-25,673.6376266215885
bg_10296,2025-03-25,1415.9558474757082
bg_10302,2025-10-12,4101.864813143088
bg_10304,2022-07-24,260.5674471226446
bg_10306,2023-08-12,807.7851858631694
bg_10307,2021-09-22,1634.7284797788388
bg_10309,2024-09-01,761.6661791755735
bg_10310,2024-04-29,563.9720682802542
bg_10312,2022-10-02,3873.3641081753603
bg_10313,2023-07-09,5268.255484398979
bg_10320,2024-02-14,743.7913854031369
bg_10324,2024-07-18,2068.7536774589676
bg_10332,2024-10-19,1272.0292195543325
bg_10340,2025-06-28,402.0423053610257
bg_10343,2024-08-02,999.1814768599517
bg_10345,2024-08-02,3847.3208220915712
bg_10349,2024-08-02,709.0942623516069
bg_10367,2024-07-18,537.4201857021363
bg_10390,2023-07-07,1220.8136437640487
bg_10391,2023-07-07,980.7098976761894
bg_10393,2025-03-25,1208.3337694943355
bg_10405,2025-03-25,3560.111060641317
bg_10406,2025-04-14,2423.2363487285775
bg_10412,2024-02-14,1447.675066753831
bg_10420,2025-03-25,11085.781491225614
bg_10422,2021-07-09,897.0044060649695
bg_10426,2024-07-18,2005.5675776447783
bg_10434,2024-02-14,647.1642140910305
bg_10435,2024-07-18,1824.2010977411144
bg_10445,2025-10-12,10413.894194166714
bg_10448,2023-07-07,2501.689009949087
bg_10462,2024-02-14,1891.8517796063727
bg_10464,2025-06-28,1285.7680836760585
bg_10467,2021-07-14,1217.3580970281355
bg_10472,2025-03-25,5126.22749744904
bg_10478,2023-08-26,1443.752623824805
bg_10479,2022-07-24,5134.2811832817
bg_10480,2023-07-14,1680.6594873739357
bg_10488,2024-07-03,2553.5066042209382
bg_10493,2025-04-14,5536.678007189856
bg_10503,2024-07-18,2293.2887726147324
bg_10507,2018-07-30,480.7090390246534
bg_10508,2025-04-14,2932.317631652481
bg_10519,2019-04-26,2697.7983959147195
bg_10523,2024-07-18,1482.6589165416997
bg_10528,2024-09-01,1054.575152845731
bg_10532,2024-07-18,900.5500178227179
bg_10539,2025-09-11,1534.4761609422046
bg_10541,2024-07-18,3345.5203105346327
bg_10546,2025-03-25,700.4485951874126
bg_10552,2024-02-14,4039.210716810885
bg_10569,2024-07-18,754.779424269084
bg_10578,2025-03-25,11328.387044111783
bg_10597,2018-07-30,4208.618567202288
bg_10598,2025-06-28,540.1649822970721
bg_10602,2023-07-14,566.1457291192355
bg_10615,2024-02-14,8236.130793449198
bg_10618,2024-02-14,4214.326773400683
bg_10620,2025-06-28,520.3520010531099
bg_10621,2022-10-02,463.2002384498639
bg_10626,2024-07-18,1643.7177086408396
bg_10627,2024-04-04,674.1693921411787
bg_10628,2025-03-25,413.19018103025707
bg_10630,2025-03-25,142.6405959047105
bg_10633,2025-03-25,4143.357377019466
bg_10644,2021-07-14,1074.019698003792
bg_10647,2025-03-25,3585.1762403820203
bg_10649,2025-06-28,1447.6485484053676
bg_10652,2024-07-18,1012.0815797651439
bg_10661,2025-04-14,951.8032940683977
bg_10663,2024-07-18,1790.795936616172
bg_10664,2025-03-25,177.53882392316862
bg_10667,2019-04-26,2118.945061345378
bg_10670,2025-03-25,16944.314062436864
bg_10672,2021-07-14,1045.6564361682072
bg_10680,2025-03-25,4999.765012798323
bg_10684,2025-03-25,12119.274791240603
bg_10687,2025-04-14,851.6389962889084
bg_10690,2024-09-01,2693.1937923030873
bg_10696,2024-07-18,2767.7481801818176
bg_10699,2024-02-14,634.86906941512
bg_10704,2024-07-18,1474.6460302730538
bg_10711,2019-06-20,759.1971934220212
bg_10713,2025-06-28,1340.97971110665
bg_10715,2025-04-14,1932.9147351346978
bg_10716,2024-02-14,6314.283013874062
bg_10721,2022-10-02,8142.506669232697
bg_10722,2025-10-12,20545.445267194944
bg_10734,2024-08-27,378.24534960778965
bg_10735,2025-04-14,7079.190932090969
bg_10739,2025-04-14,127.4468077277693
bg_10744,2025-04-14,1068.9874525923703
bg_10747,2024-08-22,1254.3382140793321
bg_10760,2025-03-25,4084.2869404095013
bg_10762,2025-03-25,500.20079618100635
bg_10769,2025-03-25,4349.296321383524
bg_10775,2024-07-18,1304.9855515673594
bg_10779,2024-02-14,10912.019300981816
bg_10780,2025-04-14,1543.8534996884218
bg_10781,2023-07-07,1032.303818262803
bg_10784,2024-07-18,381.11435869039195
bg_10785,2022-07-24,12618.977247590245
bg_10786,2024-04-29,5110.684853872423
bg_10788,2019-04-26,2844.2828404537686
bg_10790,2023-08-26,970.7593251162364
bg_10792,2024-07-18,2027.0555920595607
bg_10817,2024-07-18,1717.7825825464697
bg_10820,2025-04-14,350.7520185258416
bg_10823,2023-07-14,1444.2856842744293
bg_10824,2024-07-18,727.5738182480546
bg_10828,2021-09-22,683.6276063762585
bg_10829,2024-10-19,483.39621595511875
bg_10830,2019-04-26,1727.0400461484453
bg_10837,2023-07-14,637.8108930554587
bg_10840,2024-07-18,293.0394207270133
bg_10857,2025-09-11,868.495510408665
bg_10866,2021-07-14,3455.077867284452
bg_10873,2024-10-19,1766.3675206479522
bg_10876,2021-07-14,2033.7227974578557
bg_10877,2024-10-19,461.06597575608754
bg_10886,2025-03-25,12243.348520858175
bg_10889,2024-07-18,526.3878141636384
bg_10892,2024-02-14,1412.599464285611
bg_10894,2025-04-14,887.9246328937935
bg_10896,2019-07-15,597.4370006953524
bg_10904,2023-07-14,1417.267322032158
bg_10909,2025-06-28,209.69679182099952
bg_10912,2021-07-14,3412.9213693989673
bg_10920,2024-07-18,771.5147075720507
bg_10926,2021-07-09,1696.2521348253986
bg_10927,2019-04-26,1549.7737770395759
bg_10934,2025-06-28,1029.2254091305576
bg_10943,2024-02-14,463.9594510299407
bg_10946,2021-07-14,9986.410008426361
bg_10948,2025-04-14,2231.3537587750793
bg_10953,2025-09-11,1462.534965496519
bg_10957,2025-04-14,1151.4063930687237
bg_10958,2025-03-25,357.1146899807204
bg_10962,2021-07-09,1130.6738963998498
bg_10968,2025-03-25,1094.85494824686
bg_10969,2018-05-26,544.8875158230137
bg_10975,2019-04-26,4008.2372880109183
bg_10976,2025-03-25,1770.4697440229972
bg_10977,2024-04-29,408.605962389399
bg_10986,2024-07-18,1802.4828613054688
bg_10990,2025-03-25,3341.2612053836065
bg_10994,2024-04-29,1335.4399864088743
bg_10997,2025-03-25,10629.470413172181
bg_10999,2024-02-14,15391.090690422116
bg_11000,2022-10-02,4542.587091129719
bg_11006,2018-05-26,4844.219268251554
bg_11007,2025-03-25,2426.178665556413
bg_11012,2024-07-18,3160.2050352783453
bg_11026,2025-08-07,662.1961592308455
bg_11027,2024-09-11,1145.9810543807469
bg_11036,2022-10-02,4105.512954126553
bg_11049,2024-07-18,363.63224458234015
bg_11054,2025-03-25,5647.083092022053
bg_11055,2025-04-14,1110.0663930594387
bg_11065,2025-03-25,1527.8783472517218
bg_11066,2023-06-07,178.9118020141094
bg_11070,2020-03-26,3078.87319560256
bg_11082,2019-02-21,302.474788536051
bg_11085,2024-07-18,859.7370940003108
bg_11091,2025-10-12,4125.588804716112
bg_11101,2023-07-09,874.5200128639226
bg_11103,2025-06-28,238.09982192372698
bg_11107,2024-07-18,588.0432317438241
bg_11115,2025-03-25,1125.12064584208
bg_11153,2024-07-18,993.1057748294805
bg_11157,2025-03-25,241.32868975724674
bg_11158,2024-07-18,273.50117879067614
bg_11201,2023-07-07,589.2762321694463
bg_11205,2023-07-14,879.1530490762949
bg_11207,2025-04-14,2296.3098007018543
bg_11210,2023-07-03,444.27161072927447
bg_11218,2025-06-28,1663.9296202064759
bg_11219,2021-07-14,9615.166340755357
bg_11220,2023-06-07,1599.668278394248
bg_11223,2021-07-09,693.192207832679
bg_11224,2023-07-14,1307.637999945084
bg_11233,2022-10-02,621.2050128581031
bg_11239,2024-07-18,715.4163032106701
bg_11247,2024-07-18,3114.93757590726
bg_11249,2024-02-14,715.9649559162525
bg_11253,2023-07-09,1762.8610645766294
bg_11258,2024-02-14,886.5216068433114
bg_11271,2024-10-19,790.1261112632635
bg_11274,2025-04-14,972.6401980692417
bg_11284,2024-04-04,3601.5672815179637
bg_11297,2025-04-14,5949.063709929494
bg_11303,2024-09-01,9948.94700048707
bg_11310,2025-03-25,73176.36979725967
bg_11321,2024-09-11,4596.824086529728
bg_11327,2022-10-02,1116.5457240077187
bg_11347,2025-03-25,1150.9227260335551
bg_11353,2023-07-07,1227.1604496967673
bg_11359,2024-07-18,338.44273075358217
bg_11360,2023-07-14,911.8270417683789
bg_11361,2025-04-14,1767.5698630605946
bg_11363,2023-07-07,5419.165958087706
bg_11366,2025-03-25,8419.434265584647
bg_11378,2024-07-18,853.7918622240616
bg_11383,2025-06-28,219.1650978144228
bg_11385,2025-04-14,6023.881219014883
bg_11392,2024-02-14,2277.079073286669
bg_11393,2021-07-14,7514.665126297956
bg_11396,2025-03-25,2668.761629595135
bg_11407,2025-03-25,1142.1064469654389
bg_11413,2024-07-18,2553.9512468330836
bg_11425,2024-09-01,1361.2368308269329
bg_11428,2025-03-25,11763.926744858609
bg_11430,2024-07-18,333.96402680523335
bg_11435,2024-07-18,2595.3642645685914
bg_11439,2023-07-03,583.0246410743349
bg_11444,2024-07-18,6515.127289777306
bg_11463,2024-07-18,885.3744322602136
bg_11475,2024-07-18,778.3428219620744
bg_11480,2025-03-25,1752.238200045924
bg_11486,2025-06-28,2763.827949800824
bg_11487,2023-07-09,502.2382503356439
bg_11495,2024-04-29,232.43645174539017
bg_11508,2021-07-14,1274.9765237448157
bg_11511,2024-07-18,2493.624689583301
bg_11517,2024-07-18,374.36514648135983
bg_11518,2024-02-14,10956.06022167663
bg_11520,2024-07-18,4753.239307251315
bg_11527,2024-09-01,5504.680742686186
bg_11530,2024-07-18,5794.968319223144
bg_11533,2023-02-12,1348.8101674067577
bg_11536,2024-02-14,1096.392083335125
bg_11539,2025-03-25,1465.1260500377625
bg_11549,2025-04-14,2051.8125836684126
bg_11550,2025-03-25,9423.026110735342
bg_11556,2025-03-25,1170.6867247046675
bg_11560,2024-02-14,1785.015571836849
bg_11562,2025-03-25,2313.985056758151
bg_11565,2024-07-18,1045.7914943236242
bg_11579,2025-06-28,1710.397065742388
bg_11580,2025-09-11,885.1612238455275
bg_11591,2024-02-14,6507.861780108717
bg_11594,2021-07-14,14903.876471119886
bg_11604,2024-07-03,704.3515241695158
bg_11608,2025-06-28,1054.1177883424375
bg_11612,2024-09-01,7136.014947917372
bg_11614,2025-06-28,2361.0785352671724
bg_11615,2024-07-18,933.5777581433404
bg_11617,2025-04-14,901.3784870962348
bg_11620,2021-07-14,19022.632051490542
bg_11625,2024-07-18,3346.7525463948105
bg_11630,2024-02-14,1058.765922099831
bg_11633,2023-08-26,482.1994874530446
bg_11636,2025-04-14,3439.9717869773576
bg_11646,2022-07-24,2966.6830873890203
bg_11647,2024-02-14,5850.967437356207
bg_11651,2024-02-14,19382.515257236457
bg_11653,2019-02-08,1981.0321468364857
bg_11662,2024-07-18,1726.2532213148736
bg_11666,2025-10-12,17659.022714431252
bg_11668,2024-09-11,23199.7439376492
bg_11682,2023-07-03,1242.640699518636
bg_11688,2024-04-29,1203.5397872940123
bg_11695,2018-07-30,812.9347479964096
bg_11704,2024-02-14,1284.144994928335
bg_11713,2024-10-06,732.8184563723488
bg_11717,2023-07-14,1593.549605879864
bg_11718,2024-07-18,416.1087210092695
bg_11720,2025-04-14,933.0791782586228
bg_11726,2024-02-14,11527.637374111022
bg_11740,2024-07-08,1354.129413940907
bg_11744,2024-07-18,483.222218549554
bg_11763,2024-07-18,4047.59543398329
bg_11764,2024-02-14,3400.8744898923583
bg_11766,2024-07-18,597.4784395272338
bg_11767,2024-09-11,5613.752109818964
bg_11780,2024-02-14,5758.570034904576
bg_11781,2021-07-09,2845.536834412898
bg_11797,2024-07-18,2074.9185866437842
bg_11800,2025-04-14,1803.8653134308806
bg_11801,2021-07-14,3602.402993808467
bg_11815,2024-08-17,1791.6146697882812
bg_11820,2024-02-14,860.4492929278838
bg_11822,2025-03-25,2968.8828069832202
bg_11825,2023-07-14,2666.6890543331697
bg_11829,2025-03-25,7039.576959143157
bg_11832,2025-10-12,2149.8238715765096
bg_11847,2025-04-14,385.926415006671
bg_11850,2018-07-30,4536.703182290105
bg_11852,2023-07-03,406.60589887505796
bg_11853,2025-03-25,3268.960765212774
bg_11875,2019-04-26,764.2846902169425
bg_11882,2024-02-14,3326.203862333182
bg_11884,2024-02-14,1005.9002225866379
bg_11887,2025-04-14,2155.631286305931
bg_11888,2023-03-16,602.1723744079036
bg_11893,2023-07-03,310.83386237682873
bg_11901,2025-03-25,3616.056320468539
bg_11906,2024-09-11,7334.407537115705
bg_11935,2025-06-28,1271.8136166121321
bg_11943,2022-10-02,563.6326559912759
bg_11948,2022-10-02,2189.129684166712
bg_11951,2021-07-14,1595.0963700038378
bg_11954,2024-02-14,3806.7871835051737
bg_11958,2023-07-14,1114.5706120744965
bg_11959,2024-10-19,3269.6253203386746
bg_11964,2025-04-14,36301.02748829162
bg_11966,2024-02-14,3189.9100122887844
bg_11969,2024-07-08,539.6102761253445
bg_11970,2024-07-18,1866.4946088588247
bg_11975,2023-07-14,797.3740346911167
bg_11980,2025-03-25,1123.0382369270164
bg_11981,2025-08-07,1723.094816021525
bg_11982,2024-02-14,1180.1758804939982
bg_11985,2018-07-25,6793.851878905153
bg_11986,2025-03-25,5396.032324819997
bg_11990,2021-07-14,3964.899564629792
bg_12009,2024-07-18,1234.5342644091213
bg_12020,2024-07-18,1368.9741549789874
bg_12022,2025-04-14,1386.0122048886374
bg_12024,2024-09-01,168.9004396086746
bg_12025,2024-02-14,11854.345255517188
bg_12035,2020-05-15,1693.4305149312202
bg_12039,2024-07-18,1430.4276826882985
bg_12050,2025-03-25,620.3221483229861
bg_12072,2024-07-18,4942.898742934151
bg_12097,2025-04-14,1616.1987118235675
bg_12098,2025-03-25,2801.553406683398
bg_12102,2023-08-26,624.1511115909371
bg_12103,2024-02-14,259.7118859429758
bg_12111,2022-10-02,1732.1636741370296
bg_12112,2024-07-18,542.2768285663274
bg_12115,2021-07-09,2572.038303486042
bg_12117,2024-04-04,1468.6077645511737
bg_12128,2024-09-01,2081.246104837253
bg_12131,2023-07-07,923.5977414438025
bg_12134,2025-03-25,6082.709460076283
bg_12136,2024-07-18,1966.9446479503208
bg_12143,2023-08-26,2694.545861420856
bg_12147,2023-08-19,203.60160043574808
bg_12148,2024-09-11,20685.463642531602
bg_12151,2024-02-14,1096.0088854568758
bg_12152,2024-07-18,866.490461113014
bg_12153,2024-07-03,672.7724337396039
bg_12154,2024-02-14,1558.953034892112
bg_12156,2023-08-26,244.29278540318185
bg_12157,2024-07-18,3073.8523040803307
bg_12162,2024-10-19,2122.6930037102716
bg_12163,2024-09-11,1215.9428312630546
bg_12164,2025-03-25,3067.2189528137505
bg_12168,2021-07-09,826.1716672098162
bg_12170,2025-10-12,891.3644940201796
bg_12171,2023-07-07,530.0212518383328
bg_12175,2024-09-11,1135.1226078710547
bg_12179,2025-03-25,560.3813572918859
bg_12183,2024-07-18,7050.586123132134
bg_12185,2025-03-25,2773.5988928645943
bg_12187,2024-02-14,1580.537337395184
bg_12193,2024-08-17,1460.8097511311469
bg_12194,2019-04-26,784.2237483015921
bg_12195,2024-09-11,7791.510624679634
bg_12204,2024-09-01,1894.8404657124067
bg_12206,2024-02-14,1053.626414437207
bg_12210,2024-09-01,924.2556348218086
bg_12215,2023-07-14,3341.369215770683
bg_12220,2024-02-14,1078.2050157555195
bg_12221,2022-07-24,303.45330134968145
bg_12222,2024-09-11,1085.7049326590732
bg_12223,2023-07-12,524.5669910504473
bg_12227,2024-02-14,1169.696770150278
bg_12232,2024-07-18,1819.521529770936
bg_12233,2018-03-12,5716.603692018886
bg_12240,2024-02-14,2259.701266805007
bg_12255,2024-02-14,644.5467496621404
bg_12260,2025-03-25,11417.560548453428
bg_12261,2025-03-25,39192.456423206095
bg_12263,2024-07-18,3000.661615927389
bg_12264,2024-04-04,2681.635904163739
bg_12267,2024-10-19,1293.463067041368
bg_12270,2025-03-25,1484.0184716168148
bg_12272,2021-07-14,5277.53044466823
bg_12282,2023-07-07,2682.4588240267835
bg_12286,2024-02-14,433.26180907141145
bg_12300,2025-03-25,2164.7614839746334
bg_12321,2025-03-25,3077.6649759192533
bg_12326,2024-02-14,714.7806405462256
bg_12332,2025-06-28,980.3121404939834
bg_12351,2024-09-11,1428.725691272017
bg_12357,2024-04-29,1682.5379935086262
bg_12358,2024-02-14,1666.2260099396372
bg_12364,2024-04-29,455.6945715059722
bg_12373,2025-03-25,1752.600600536357
bg_12382,2025-10-12,7509.99576133705
bg_12383,2021-07-14,14417.132198963847
bg_12385,2025-10-12,20316.59958823837
bg_12396,2023-07-14,962.1805311374156
bg_12398,2025-03-25,2950.3667264427986
bg_12411,2021-07-09,1694.2536029768037
bg_12420,2025-04-14,972.0764958581966
bg_12424,2024-07-18,2684.270467482646
bg_12427,2024-02-14,10171.885187171429
bg_12428,2023-08-19,1201.389216282791
bg_12433,2024-09-11,537.6741922392413
bg_12443,2021-07-14,1868.8470820801838
bg_12444,2025-03-25,1357.5540559400317
bg_12450,2019-02-21,1067.821158481157
bg_12455,2024-04-29,806.7933820378801
bg_12456,2024-02-14,732.908461542013
bg_12463,2023-07-09,2601.0031514207885
bg_12469,2025-10-12,4465.97970447702
bg_12470,2023-07-09,222.33449147629966
bg_12476,2025-03-25,423.3090975869999
bg_12478,2024-09-11,12541.625638668114
bg_12479,2021-07-14,3105.8703310021906
bg_12484,2025-03-25,296.20420945651443
bg_12486,2025-08-07,3955.195906955903
bg_12493,2019-07-15,1718.8056567573976
bg_12494,2024-07-03,1033.5996732295587
bg_12496,2025-03-25,937.3464836975787
bg_12499,2024-04-29,1180.9852468595138
bg_12501,2022-10-02,228.60342692097058
bg_12506,2024-07-18,1024.125943524524
bg_12507,2024-07-18,769.8611005238913
bg_12508,2024-09-11,18533.806798617916
bg_12521,2022-07-24,9445.381800922622
bg_12524,2021-07-14,3658.3386078521253
bg_12526,2018-07-30,9084.735054815977
bg_12527,2021-09-07,338.0290261205619
bg_12528,2018-07-30,3928.4986394549383
bg_12530,2024-02-14,7192.906763708317
bg_12532,2023-07-14,998.3655214900473
bg_12533,2023-08-26,2310.2847085153794
bg_12536,2023-05-28,1345.6881778852814
bg_12546,2023-08-26,896.7420200369851
bg_12550,2024-07-18,762.6113508859146
bg_12559,2025-10-12,19353.752700466328
bg_12571,2025-04-14,2012.1270309053614
bg_12576,2024-07-03,2334.6905105389596
bg_12580,2023-08-23,3455.4965053523433
bg_12581,2024-02-14,3991.5620005831915
bg_12592,2024-02-14,442.11779968675825
bg_12595,2023-08-26,1272.7425248260251
bg_12616,2023-08-26,979.5939745119349
bg_12629,2025-06-28,1757.7641565637032
bg_12633,2024-02-14,13807.320646627866
bg_12637,2025-04-14,244.63848532058958
bg_12642,2024-02-14,16306.752540987749
bg_12643,2025-03-25,2124.2706416085944
bg_12646,2024-07-18,911.0778849802531
bg_12651,2020-05-05,3955.1332803839027
bg_12660,2024-07-18,874.4268079719759
bg_12670,2019-07-15,1344.409378760807
bg_12671,2024-07-18,1422.1158142005693
bg_12672,2025-03-25,12203.903156716016
bg_12697,2024-02-14,1270.7343761777995
bg_12700,2022-07-24,9522.74147611913
bg_12702,2022-10-02,776.3079656940372
bg_12707,2024-09-01,9007.029129546585
bg_12709,2019-04-26,1205.747802568772
bg_12716,2024-07-18,2849.776203459133
bg_12721,2025-03-25,8958.686897760179
bg_12732,2025-03-25,1497.2348031287356
bg_12733,2023-08-26,60.96151654954551
bg_12735,2021-07-09,534.2704540770183
bg_12736,2025-04-14,997.7137750875829
bg_12740,2025-04-14,954.635604039633
bg_12743,2025-03-25,893.4926333217371
bg_12752,2024-09-11,706.5942083682238
bg_12757,2025-03-25,2060.265924243702
bg_12763,2024-04-29,1134.0740574142096
bg_12765,2025-03-25,918.7457333234706
bg_12779,2021-07-14,14477.619096329257
bg_12780,2024-09-01,1453.6264775381476
bg_12782,2025-03-25,9468.480909058411
bg_12784,2025-06-28,2192.2360257281225
bg_12787,2025-04-14,1788.5519774388952
bg_12788,2022-10-02,3281.4905792641916
bg_12798,2019-04-26,2108.2784997479143
bg_12802,2022-07-24,7496.27384591837
bg_12804,2022-10-02,16576.82029227872
bg_12805,2023-08-26,4591.992457931416
bg_12812,2024-07-18,3102.2264003292285
bg_12813,2024-02-14,16790.975733295007
bg_12815,2024-07-18,325.36736314489724
bg_12818,2024-02-14,3589.57578120308
bg_12825,2025-03-25,3874.555736210134
bg_12828,2024-02-14,1187.4903649292717
bg_12830,2018-09-03,1739.4487978955556
bg_12832,2024-07-18,1392.3833360464992
bg_12836,2025-06-28,1080.15117131814
bg_12838,2022-07-24,7161.286845057977
bg_12848,2024-07-18,1163.462340817301
bg_12854,2018-07-30,2402.6196902965585
bg_12856,2023-07-07,2296.6467449958077
bg_12863,2024-08-22,1182.234699626225
bg_12864,2024-02-14,16641.386728305144
bg_12867,2025-03-25,2008.4941770389082
bg_12868,2024-09-11,558.6390695251996
bg_12874,2025-03-25,2805.464784879546
bg_12880,2025-03-25,7861.871750066951
bg_12883,2024-02-14,940.6055144426829
bg_12897,2023-07-09,1401.6874544990324
bg_12902,2025-03-25,1121.1228671294234
bg_12904,2024-07-03,925.3297345812947
bg_12908,2024-07-18,959.4733524701755
bg_12912,2024-02-14,10632.070642589257
bg_12913,2024-02-14,1397.8205324005476
bg_12916,2024-07-18,704.3127691588109
bg_12937,2020-05-05,2244.1814337528467
bg_12943,2021-07-14,2653.6372413162126
bg_12945,2024-07-18,1117.141301939867
bg_12946,2024-07-18,4621.615641937373
bg_12948,2023-08-26,150.82000530438287
bg_12951,2025-04-14,1421.972070752412
bg_12957,2025-10-12,4105.11955499483
bg_12958,2025-04-14,1305.1611165674306
bg_12975,2024-04-29,1060.9789035132253
bg_12980,2024-02-14,1157.7382260251597
bg_12984,2025-03-25,3213.129992717652
bg_12988,2025-03-25,12853.815030429698
bg_12989,2025-03-25,2840.1839834064294
bg_12990,2024-07-18,2187.896428741535
bg_12994,2024-04-29,2533.584804540745
bg_12998,2024-02-14,1298.2490425570618
bg_13006,2023-07-09,1358.1672693008222
bg_13010,2024-07-18,554.2347858080796
bg_13020,2024-07-18,2184.924032455141
bg_13021,2025-03-25,1439.4613760014154
bg_13023,2022-10-02,4611.408805321822
bg_13025,2025-04-14,673.4539515066389
bg_13026,2025-09-21,349.80337748510857
bg_13027,2025-04-14,477.3940822841844
bg_13039,2023-07-03,2076.5406025647217
bg_13040,2023-07-14,2360.690681665379
bg_13042,2021-07-14,13029.118064795972
bg_13047,2025-10-12,16106.656935714429
bg_13051,2024-07-18,2349.321772299415
bg_13058,2025-03-25,11134.503924360512
bg_13059,2025-06-28,1272.676958226222
bg_13065,2023-07-07,216.0559418299168
bg_13067,2023-07-07,1662.783981911101
bg_13068,2024-10-19,796.067979509309
bg_13076,2024-02-14,19450.893728592742
bg_13084,2025-06-28,3952.295639258369
bg_13089,2023-07-14,82.03791562443654
bg_13090,2024-02-14,6246.218651896541
bg_13092,2023-08-23,1192.4650261118998
bg_13097,2025-08-07,1579.3644805742995
bg_13102,2023-07-07,261.5796605242588
bg_13106,2025-08-07,2634.0563552246463
bg_13111,2024-09-01,4082.134608878242
bg_13113,2025-04-14,1752.9479005660785
bg_13122,2025-03-25,73460.74739793554
bg_13127,2025-10-12,1726.3426932389916
bg_13131,2024-02-14,5005.189204865166
bg_13132,2024-07-18,3767.7795942039074
bg_13135,2024-09-01,1392.2839265751911
bg_13137,2021-07-14,13698.213331686542
bg_13141,2024-09-01,5494.5625813980405
bg_13152,2023-07-03,498.6243737526205
bg_13162,2024-07-18,1186.5566211942746
bg_13171,2025-03-25,1525.807268595712
bg_13172,2025-03-25,253.3585824479331
bg_13177,2025-03-25,1588.1834139986245
bg_13182,2024-02-14,874.9739183543442
bg_13187,2025-06-28,469.8535755956371
bg_13190,2025-04-14,546.1995990477891
bg_13201,2023-07-03,717.5518190347299
bg_13208,2023-08-26,1182.5480619834946
bg_13213,2023-07-09,309.4430719857103
bg_13225,2021-07-14,8026.984365463983
bg_13226,2023-07-07,732.634531058988
bg_13227,2025-07-23,1281.4029465002648
bg_13234,2024-02-14,13526.278795773836
bg_13237,2024-07-18,971.9026159034603
bg_13246,2023-08-26,217.95057100194356
bg_13250,2018-05-26,3854.259233795757
bg_13263,2023-07-09,1851.5924851059006
bg_13269,2025-03-25,2373.6673866615406
bg_13280,2021-07-14,7277.623673040627
bg_13287,2022-10-02,3323.09532118766
bg_13291,2024-02-14,1697.7969563528625
bg_13296,2025-03-25,3802.0711787787745
