bg_lid,before,dist_nearest_case_m
bg_2186,2025-06-28,3347.384783454216
bg_2190,2022-10-02,5058.142340444638
bg_2192,2025-03-25,8530.634755526866
bg_2201,2025-04-14,1206.7550778845437
bg_2203,2025-03-25,7607.751307876667
bg_2207,2024-09-01,2023.6660883159534
bg_2213,2025-03-25,2022.9705258604176
bg_2223,2024-07-18,371.44219698375457
bg_2227,2025-04-14,7386.587078570082
bg_2228,2024-09-01,4873.059087729136
bg_2237,2024-09-01,1295.5868077442651
bg_2249,2025-04-14,1381.8404538874265
bg_2251,2024-02-14,1415.189376620767
bg_2253,2025-03-25,1103.9300330183905
bg_2255,2025-04-14,2100.8905409136405
bg_2256,2025-09-11,234.29461218733647
bg_2263,2025-03-25,993.6151903527972
bg_2271,2021-07-09,626.3373078461391
bg_2272,2022-07-24,3316.9831701713492
bg_2282,2024-09-01,431.6300230521258
bg_2283,2022-10-02,4070.9436940958853
bg_2285,2025-03-25,135.21669460556134
bg_2291,2025-03-25,669.5990310626946
bg_2299,2024-07-03,3026.6732993335886
bg_2301,2024-07-18,1114.9818831263883
bg_2305,2024-02-14,1572.872946712353
bg_2310,2023-08-19,2074.4680479583017
bg_2312,2025-03-25,1049.5962061669877
bg_2322,2024-04-04,1066.333886172657
bg_2332,2018-07-30,6102.0760768937735
bg_2333,2024-02-14,331.24589552172114
bg_2341,2025-04-14,1163.277032267002
bg_2342,2024-07-18,740.6321138728254
bg_2346,2025-04-14,976.1286608332447
bg_2348,2025-03-25,2025.1441941008068
bg_2349,2022-07-24,14649.108281564455
bg_2351,2024-09-11,15002.996418732462
bg_2367,2022-10-02,5464.187500672278
bg_2376,2025-03-25,486.4983523098067
bg_2377,2025-06-28,1405.934189427142
bg_2378,2025-04-14,336.0039621788303
bg_2382,2025-10-12,12115.869804797512
bg_2384,2025-09-11,575.4930968309837
bg_2388,2023-07-12,96.60655309037307
bg_2395,2025-03-25,24292.446734861875
bg_2402,2023-07-14,579.449534385833
bg_2403,2025-03-25,8008.334039218106
bg_2404,2019-07-15,563.7517982232096
bg_2406,2024-09-11,4893.212842754549
bg_2409,2024-07-18,1877.9934639129576
bg_2425,2025-04-14,817.768354120136
bg_2428,2025-03-25,10261.610060823805
bg_2429,2024-02-14,4427.972300918386
bg_2436,2023-07-09,1948.9827369683123
bg_2440,2024-07-18,2740.5324472808907
bg_2443,2025-03-25,859.6927768102972
bg_2447,2023-08-28,1728.4422435244096
bg_2451,2024-02-14,6384.257899904713
bg_2454,2024-07-18,3484.1931726009825
bg_2455,2025-03-25,13495.561942179125
bg_2457,2024-07-18,580.817894008181
bg_2471,2018-07-30,7804.872942988924
bg_2473,2023-07-09,460.31694233443335
bg_2474,2025-03-25,7632.730955202011
bg_2480,2025-06-28,764.8425802084986
bg_2487,2024-02-14,4514.188139743476
bg_2491,2024-07-18,4163.593409280032
bg_2492,2023-07-14,1815.891228570939
bg_2495,2021-07-14,1142.4467816926028
bg_2509,2023-06-07,177.84404460088237
bg_2512,2024-07-18,674.630422453769
bg_2515,2024-07-18,640.7456213662964
bg_2519,2024-04-29,741.306990928848
bg_2520,2024-07-18,4211.611112650165
bg_2527,2019-04-26,686.5908974780981
bg_2531,2022-10-02,4052.3935855863824
bg_2534,2024-02-14,456.3271495322751
bg_2536,2024-07-18,780.2462742621983
bg_2545,2021-07-14,642.0550083132681
bg_2547,2022-10-02,4294.0592765937245
bg_2549,2024-02-14,923.8557602787904
bg_2564,2021-07-14,1724.7453642203982
bg_2567,2024-04-04,1638.0115637263218
bg_2569,2025-04-14,2631.69839062167
bg_2571,2025-06-28,1428.9874605817738
bg_2572,2023-07-03,581.7049479760373
bg_2574,2023-08-26,353.982645478673
bg_2575,2024-07-18,390.8748481289822
bg_2576,2025-03-25,662.9269459749587
bg_2582,2024-04-04,272.30014065355954
bg_2589,2025-06-28,709.57376008431
bg_2594,2022-07-24,3224.651408028764
bg_2596,2024-07-18,613.7947448456074
bg_2598,2025-06-28,923.5718497225866
bg_2609,2024-02-14,1470.9207818915775
bg_2628,2021-07-14,16744.340105791016
bg_2630,2024-07-08,2135.2066234911917
bg_2632,2025-04-14,1277.9549876267179
bg_2633,2024-09-01,1939.798235126409
bg_2641,2025-03-25,444.2899689390856
bg_2642,2025-03-25,6306.601514643058
bg_2643,2023-07-07,798.5796782412992
bg_2645,2025-03-25,731.3837347113276
bg_2646,2024-07-18,339.18695788598257
bg_2650,2025-03-25,1089.926427838043
bg_2653,2021-07-14,361.13247015464
bg_2670,2025-03-25,37659.662156648454
bg_2680,2025-03-25,13450.793561961354
bg_2682,2024-02-14,9973.185615804856
bg_2688,2023-03-16,1039.5448573775045
bg_2694,2025-03-25,2951.78347867851
bg_2695,2025-03-25,10052.374879007502
bg_2711,2022-07-24,1420.9983515825459
bg_2714,2024-07-18,1896.995134337516
bg_2717,2022-07-24,1363.980249893538
bg_2724,2024-07-18,8870.99628908161
bg_2748,2024-08-22,644.5930586813083
bg_2754,2025-04-14,2508.029792027918
bg_2760,2024-04-29,1560.170577757376
bg_2773,2024-04-29,166.7783019461339
bg_2774,2025-04-14,2780.2964009616203
bg_2778,2023-07-14,1592.8675739055852
bg_2784,2021-07-14,5664.564519272379
bg_2799,2022-07-24,2609.6211932959964
bg_2804,2024-02-14,1268.6835570781634
bg_2815,2024-07-18,3003.653868807034
bg_2824,2024-07-18,502.83019012379293
bg_2830,2025-04-14,771.7090657106505
bg_2844,2024-09-01,390.9013113307357
bg_2846,2023-08-26,1274.9129481260964
bg_2854,2025-04-14,2201.4824976367217
bg_2861,2024-02-14,9956.394039676317
bg_2869,2024-07-18,771.9983716305011
bg_2873,2024-07-18,352.92641102639806
bg_2874,2024-07-18,10609.335989269126
bg_2877,2025-06-28,909.4002223993778
bg_2879,2024-02-14,2215.330720456756
bg_2885,2024-09-11,1273.1680299159639
bg_2892,2025-04-14,37632.01323798263
bg_2898,2023-07-14,1019.2783768923875
bg_2899,2025-03-25,13371.065568098908
bg_2900,2022-10-02,995.7296304216127
bg_2908,2023-07-09,752.3529560651865
bg_2918,2024-04-29,3133.7869196231195
bg_2919,2025-06-28,246.79340671909335
bg_2923,2025-03-25,72853.02364456325
bg_2924,2025-04-14,877.5311195620619
bg_2928,2024-08-02,1619.5247203114927
bg_2934,2025-04-14,871.4199805490358
bg_2942,2023-07-07,377.0364068630268
bg_2946,2025-03-25,1481.2863029140549
bg_2947,2025-03-25,2286.9352827964694
bg_2949,2024-07-03,152.06409602544227
bg_2955,2023-07-14,2825.3726150899925
bg_2959,2024-09-11,18414.16276333245
bg_2960,2024-04-29,2122.1093220661555
bg_2965,2023-07-07,1630.6499644313433
bg_2977,2024-07-18,1534.0792893784865
bg_2987,2024-07-18,806.5267371886657
bg_2993,2021-09-22,1713.859733496354
bg_2995,2024-07-18,2284.4969870847744
bg_3001,2025-04-14,236.888340996325
bg_3011,2025-08-07,1009.2412958752567
bg_3016,2022-10-02,1250.874623013774
bg_3018,2019-07-15,1849.0954325021746
bg_3022,2025-04-14,1449.7646452094634
bg_3023,2021-07-14,3982.5387991078537
bg_3032,2024-08-02,451.49947973403266
bg_3037,2024-07-18,1052.9084258853427
bg_3040,2025-04-14,4803.389002620847
bg_3043,2023-08-26,407.2941144922297
bg_3044,2021-07-14,5173.317664884082
bg_3048,2025-03-25,5657.658607604434
bg_3053,2025-04-14,661.9479473493269
bg_3055,2019-04-26,1459.43472735145
bg_3060,2023-07-14,855.8337935021744
bg_3063,2023-08-26,1437.9929039115366
bg_3068,2025-04-14,1759.356707208869
bg_3080,2023-07-14,1231.568765112361
bg_3087,2023-07-09,3561.1018824235316
bg_3097,2025-04-14,1735.3124048709506
bg_3101,2024-07-18,1019.1957503836089
bg_3105,2025-03-25,143.10964502781442
bg_3109,2024-02-14,795.2669339285
bg_3111,2025-03-25,709.2923477661965
bg_3113,2023-07-09,10.323139057448886
bg_3120,2024-07-18,308.3402487512401
bg_3124,2024-07-18,515.231080681614
bg_3137,2024-08-22,2037.0236897003026
bg_3146,2024-07-18,829.0191137120778
bg_3148,2024-07-18,1756.1552008010221
bg_3150,2023-09-14,3124.8262751712614
bg_3155,2023-07-07,1855.080649513935
bg_3160,2025-04-14,2135.615180340101
bg_3167,2023-09-14,802.5096647393318
bg_3174,2024-07-18,896.5784644412483
bg_3179,2025-10-12,7763.077072836561
bg_3186,2024-09-11,14405.495777601594
bg_3192,2025-06-28,665.5220751410375
bg_3194,2025-06-28,2280.5779902691615
bg_3199,2024-09-11,2977.022721864703
bg_3206,2023-09-14,2455.252016657192
bg_3216,2024-07-18,716.4546596262963
bg_3217,2025-03-25,4030.897028156445
bg_3221,2022-10-02,7876.550389891493
bg_3222,2024-02-14,13458.581806899294
bg_3225,2024-10-19,231.3457259168721
bg_3230,2023-08-26,687.4500698963765
bg_3234,2024-04-29,125.10074540134379
bg_3238,2024-08-22,5544.0410239552575
bg_3247,2024-07-18,843.2154402048807
bg_3252,2025-04-14,3464.61750454473
bg_3259,2025-03-25,808.4566078646372
bg_3260,2025-04-14,230.16203531421968
bg_3263,2025-03-25,14196.929933376494
bg_3270,2024-07-03,1067.7359424970468
bg_3281,2024-07-18,4154.78497317261
bg_3288,2025-06-28,2351.0251994393457
bg_3292,2024-04-29,2549.59102873379
bg_3295,2025-03-25,34111.48723078636
bg_3300,2021-07-14,14318.038115132795
bg_3311,2025-03-25,3492.17445310228
bg_3320,2024-09-01,8540.195545214447
bg_3330,2024-07-18,1632.2387101461827
bg_3342,2024-09-11,361.2044900053152
bg_3344,2024-07-18,3664.921412650025
bg_3345,2024-08-27,609.9740335456833
bg_3361,2025-04-14,2518.252571685391
bg_3371,2025-03-25,1486.6121238574492
bg_3373,2025-03-25,13094.720566323833
bg_3374,2023-07-14,5274.280829724696
bg_3380,2025-04-14,721.3482335875971
bg_3388,2022-10-02,10088.401235701305
bg_3390,2024-07-18,2078.8812925465754
bg_3392,2024-02-14,3963.631927878729
bg_3395,2023-06-07,176.61030689057924
bg_3396,2022-07-24,388.9924240907212
bg_3397,2021-07-14,841.8359399551284
bg_3405,2025-04-14,1947.4791651260348
bg_3413,2024-02-14,19713.411603094097
bg_3415,2023-07-14,135.33281124689972
bg_3427,2025-04-14,926.8937067972413
bg_3430,2021-09-22,1247.176883204595
bg_3431,2024-07-18,1925.1776613341628
bg_3435,2023-08-26,1882.6853187137785
bg_3443,2018-07-30,3420.0769718236743
bg_3453,2019-07-15,1128.4883561649285
bg_3461,2024-07-18,1055.4922154616943
bg_3464,2024-02-14,1652.7443607527396
bg_3467,2024-09-11,3984.5826669426588
bg_3471,2024-02-14,2695.7613499714867
bg_3473,2024-07-18,450.6769438300281
bg_3485,2023-08-19,165.59609808208742
bg_3488,2023-07-09,500.80940666084274
bg_3491,2023-07-07,2749.340421355453
bg_3497,2024-02-14,710.9420210539705
bg_3499,2024-09-01,1828.4137022019838
bg_3508,2024-07-18,1000.7858960836753
bg_3519,2021-07-09,292.6031648838562
bg_3526,2025-10-12,14768.042580883797
bg_3530,2025-04-14,2767.297347828742
bg_3533,2024-07-18,552.201899670748
bg_3534,2025-03-25,5197.475383222185
bg_3539,2021-05-15,961.5134945488533
bg_3541,2024-04-29,675.59116705277
bg_3542,2022-10-02,7401.273695959504
bg_3543,2023-07-14,756.2309386027429
bg_3544,2024-07-18,886.7159394080002
bg_3556,2025-03-25,2093.134604749382
bg_3558,2024-07-18,272.89498932729407
bg_3564,2024-09-01,565.3640092011575
bg_3565,2025-09-11,699.4386075275438
