uid,NDVI,NDMI,NBR,n_obs,before
bg_38861,0.8042203783988953,0.2486210167407989,0.5410993099212646,7.0,2021-07-14
bg_38887,0.7832988500595093,0.2263882160186767,0.574169933795929,7.0,2021-07-14
bg_39148,0.8248514533042908,0.293535977602005,0.5940489172935486,7.0,2021-07-14
bg_39150,0.8157168030738831,0.2985401451587677,0.60746830701828,5.0,2021-07-14
bg_39185,0.7663152813911438,0.2719935476779938,0.54951411485672,24.0,2021-07-14
bg_39227,0.7825888395309448,0.2950074374675751,0.5435224175453186,6.0,2021-07-14
bg_39312,0.8162506818771362,0.2739802598953247,0.6033755540847778,5.0,2021-07-14
bg_39320,0.7613407373428345,0.2296269088983535,0.5268600583076477,16.0,2021-07-14
bg_39321,0.8630477786064148,0.2975077331066131,0.6462971568107605,4.0,2021-07-14
bg_39363,0.8711747527122498,0.337409496307373,0.6344039440155029,3.0,2021-07-14
bg_39797,0.8228701949119568,0.1584055423736572,0.4859496653079986,6.0,2021-07-14
bg_39810,0.8617122769355774,0.3597133755683899,0.6683710813522339,6.0,2021-07-14
bg_39868,0.566623330116272,0.0597313866019248,0.297775000333786,16.0,2021-07-14
bg_40582,0.8492598533630371,0.2775022983551025,0.571559727191925,12.0,2021-07-14
bg_40604,0.8174141049385071,0.3410034775733948,0.6579082012176514,6.0,2021-07-14
bg_40646,0.8351912498474121,0.2496063709259033,0.5847510099411011,6.0,2021-07-14
bg_40675,0.7410479784011841,0.1453855484724044,0.433043509721756,16.0,2021-07-14
bg_40725,0.8617743253707886,0.2886234819889068,0.6265944838523865,9.0,2021-07-14
bg_40727,0.8424779176712036,0.352069616317749,0.6597819924354553,6.0,2021-07-14
bg_40777,0.8523768782615662,0.3125177323818207,0.6231697201728821,4.0,2021-07-14
bg_40871,0.8177955150604248,0.3429563343524933,0.6349737048149109,5.0,2021-07-14
bg_41043,0.8582351803779602,0.3531955778598785,0.6645686626434326,5.0,2021-07-14
bg_41131,0.4403724372386932,0.2379617244005203,0.4228076040744781,2.0,2021-07-14
bg_41151,0.874524712562561,0.3245469331741333,0.6490935683250427,5.0,2021-07-14
bg_41317,0.8514093160629272,0.3169566094875335,0.6087816953659058,2.0,2021-07-14
bg_41415,0.8813676834106445,0.3577756583690643,0.6589435935020447,14.0,2021-07-14
bg_41626,0.8447447419166565,0.2755143344402313,0.5905376076698303,14.0,2021-07-14
bg_42040,0.8589192032814026,0.3179946839809418,0.6370196342468262,6.0,2021-07-14
bg_42144,0.8523349761962891,0.3083127439022064,0.604519784450531,3.0,2021-07-14
bg_42174,0.7090215682983398,0.186633825302124,0.465019017457962,3.0,2021-07-14
bg_42312,0.859387993812561,0.3243006765842438,0.6469139456748962,6.0,2021-07-14
bg_42397,0.7792746424674988,0.1732347756624221,0.4513412117958069,14.0,2021-07-14
bg_42535,0.8526045680046082,0.3134152889251709,0.6489095687866211,4.0,2021-07-14
bg_42572,0.8192009925842285,0.3195368647575378,0.6195823550224304,8.0,2021-07-14
bg_42655,0.5412359237670898,0.0015599190955981,0.2266776114702224,12.0,2021-07-14
bg_42771,0.8156906366348267,0.3347224295139313,0.6287686228752136,5.0,2021-07-14
bg_42784,0.870322585105896,0.3633986711502075,0.6837663650512695,6.0,2021-07-14
bg_42970,0.7875177264213562,0.2920575141906738,0.5919191837310791,4.0,2021-07-14
bg_43084,0.5894169807434082,0.2081053406000137,0.3730821907520294,20.0,2021-07-14
bg_43300,0.535992443561554,0.0688206925988197,0.3291251063346863,8.0,2021-07-14
bg_43306,0.8519850969314575,0.3621978163719177,0.6705538630485535,4.0,2021-07-14
bg_43495,0.8683003783226013,0.3210410177707672,0.6544733643531799,6.0,2021-07-14
bg_43543,0.7563601136207581,0.1429464966058731,0.4025896191596985,12.0,2021-07-14
bg_43634,0.8146917819976807,0.3416467905044555,0.6421391367912292,7.0,2021-07-14
bg_43817,0.8461189270019531,0.3278688490390777,0.6427457332611084,5.0,2021-07-14
bg_43899,0.7585041522979736,0.218130275607109,0.5026012659072876,10.0,2021-07-14
bg_44160,0.8228369951248169,0.2875536680221557,0.5967487096786499,5.0,2021-07-14
bg_44232,0.5967227816581726,0.2394459247589111,0.462981253862381,7.0,2021-07-14
bg_44261,0.8598743081092834,0.3471691906452179,0.6688190698623657,4.0,2021-07-14
bg_44295,0.5295220613479614,0.2227008938789367,0.4234627187252044,5.0,2021-07-14
bg_44355,0.7901309132575989,0.3034169375896454,0.5474401712417603,3.0,2021-07-14
bg_44399,0.832892894744873,0.3359410464763641,0.635454535484314,5.0,2021-07-14
bg_44415,0.6333832144737244,0.0839084535837173,0.3185476660728454,10.0,2021-07-14
bg_44445,0.8440671563148499,0.2837498188018799,0.6157223582267761,10.0,2021-07-14
bg_44532,0.7653679251670837,0.2120415121316909,0.4772158861160278,16.0,2021-07-14
bg_44536,0.8086212277412415,0.2855280339717865,0.5848122239112854,5.0,2021-07-14
bg_44617,0.804844319820404,0.2862507998943329,0.6016997694969177,8.0,2021-07-14
bg_44691,0.8007712364196777,0.3338876366615295,0.627472996711731,4.0,2021-07-14
bg_44764,0.8162585496902466,0.3094549179077148,0.5757974982261658,14.0,2021-07-14
bg_44908,0.6090958118438721,0.0781194865703582,0.3201133012771606,9.0,2021-07-14
bg_45054,0.7793589234352112,0.1827488094568252,0.4584912657737732,14.0,2021-07-14
bg_45302,0.8179887533187866,0.3059139251708984,0.5866003632545471,10.0,2021-07-14
bg_45360,0.8028373718261719,0.2415675520896911,0.5494778752326965,15.0,2021-07-14
bg_45674,0.7595112323760986,0.2425862997770309,0.5530261397361755,7.0,2021-07-14
bg_45987,0.841929018497467,0.2975267767906189,0.6214622855186462,7.0,2021-07-14
bg_46083,0.7965953946113586,0.2306772172451019,0.5255745053291321,5.0,2021-07-14
bg_46395,0.7295819520950317,0.0790517032146453,0.3593466877937317,14.0,2021-07-14
bg_46664,0.822810173034668,0.2421634048223495,0.5607041120529175,16.0,2021-07-14
bg_46731,0.8452988862991333,0.2554216682910919,0.5729357600212097,6.0,2021-07-14
bg_46775,0.8535506725311279,0.3082219660282135,0.6032504439353943,7.0,2021-07-14
bg_46886,0.8465719819068909,0.3606310188770294,0.6509364247322083,8.0,2021-07-14
bg_47053,0.7898522615432739,0.2909741103649139,0.5884421467781067,12.0,2021-07-14
bg_47096,0.8172867894172668,0.3287077248096466,0.6286492943763733,3.0,2021-07-14
bg_47137,0.8126052618026733,0.2604625523090362,0.5209999084472656,10.0,2021-07-14
bg_47191,0.7464340329170227,0.2927813827991485,0.5533355474472046,6.0,2021-07-14
bg_47223,0.805825412273407,0.2884857654571533,0.5968329906463623,28.0,2021-07-14
bg_47373,0.7345998883247375,0.2156251370906829,0.5113831758499146,18.0,2021-07-14
bg_47419,0.8750542402267456,0.3856481909751892,0.6566128134727478,6.0,2021-07-14
bg_47457,0.6328337788581848,0.0005214952980168164,0.2437713891267776,14.0,2021-07-14
bg_47509,0.8317530751228333,0.3351512849330902,0.6305981278419495,6.0,2021-07-14
bg_47611,0.8469781279563904,0.3534675538539886,0.6428329348564148,7.0,2021-07-14
bg_47749,0.8471415042877197,0.3053582906723022,0.6007094383239746,10.0,2021-07-14
bg_47758,0.8262805938720703,0.3030351102352142,0.6398863196372986,7.0,2021-07-14
bg_47779,0.7723302245140076,0.2051932513713836,0.5042833089828491,12.0,2021-07-14
bg_48005,0.8668938279151917,0.3553459346294403,0.67091965675354,30.0,2021-07-14
bg_48102,0.7670355439186096,0.2290061116218567,0.5691220760345459,5.0,2021-07-14
bg_48107,0.7591241002082825,0.2949603497982025,0.5735157132148743,5.0,2021-07-14
bg_48108,0.857872724533081,0.2538996636867523,0.5803164839744568,4.0,2021-07-14
bg_48255,0.7613068222999573,0.2896332144737243,0.5729419589042664,28.0,2021-07-14
bg_48435,0.5828931331634521,0.2603970766067505,0.4796387553215027,2.0,2021-07-14
bg_48593,0.7644028663635254,0.2795742750167846,0.5885109901428223,12.0,2021-07-14
bg_48608,0.8448393940925598,0.3375064432621002,0.6479000449180603,8.0,2021-07-14
bg_48948,0.8608126044273376,0.3865912556648254,0.6819304823875427,4.0,2021-07-14
bg_49047,0.8333960175514221,0.2171297818422317,0.5371308326721191,28.0,2021-07-14
bg_49049,0.8000599145889282,0.3470342457294464,0.612796425819397,2.0,2021-07-14
bg_49202,0.7907872796058655,0.3199857175350189,0.6399776935577393,6.0,2021-07-14
bg_49289,0.8547888994216919,0.3480556905269623,0.6592475771903992,5.0,2021-07-14
bg_49300,0.7729595899581909,0.1913952529430389,0.479986160993576,14.0,2021-07-14
bg_49508,0.8633034825325012,0.3935798108577728,0.6911567449569702,5.0,2021-07-14
bg_49571,0.7429555058479309,0.3072057664394378,0.5938010215759277,10.0,2021-07-14
bg_49767,0.8184006810188293,0.3356992602348327,0.6400176882743835,6.0,2021-07-14
bg_49846,0.7935704588890076,0.3029311597347259,0.6076112389564514,16.0,2021-07-14
bg_49901,0.5342848300933838,0.1752501428127288,0.4309651553630829,18.0,2021-07-14
bg_49911,0.7816255688667297,0.2872721254825592,0.6030765175819397,14.0,2021-07-14
bg_49956,0.819469690322876,0.3310807049274444,0.6316125392913818,30.0,2021-07-14
bg_12527,0.9104071855545044,0.4002828001976013,0.6999022960662842,14.0,2021-09-07
bg_16804,0.7599151730537415,0.1920817345380783,0.5007929801940918,10.0,2021-09-07
bg_34355,0.8731927871704102,0.3613004982471466,0.6649703979492188,12.0,2021-09-07
bg_45829,0.8288973569869995,0.3125649094581604,0.6006295680999756,5.0,2021-09-07
bg_205,0.8761457800865173,0.3368083536624908,0.6821392774581909,5.0,2021-09-22
bg_1250,0.8954795598983765,0.369304895401001,0.6875683069229126,8.0,2021-09-22
bg_2993,0.850716233253479,0.3026711642742157,0.6226415038108826,5.0,2021-09-22
bg_3430,0.8133736252784729,0.3419559299945831,0.6326259970664978,5.0,2021-09-22
bg_3866,0.896871030330658,0.2430104613304138,0.533035397529602,8.0,2021-09-22
bg_5049,0.9167264699935912,0.3946247398853302,0.6905444264411926,15.0,2021-09-22
bg_5966,0.8788273334503174,0.3087855279445648,0.6409672498703003,11.0,2021-09-22
bg_9533,0.3341899216175079,0.1531910300254821,0.3017659783363342,6.0,2021-09-22
bg_9797,0.8844631910324097,0.3627879321575165,0.6752831935882568,5.0,2021-09-22
bg_10307,0.7771536707878113,0.2200796008110046,0.5465317964553833,8.0,2021-09-22
bg_10828,0.8758721947669983,0.3678571581840515,0.6791584491729736,5.0,2021-09-22
bg_14987,0.8879376649856567,0.3129947185516357,0.6527082324028015,2.0,2021-09-22
bg_15662,0.7895711660385132,0.3095703423023224,0.5924244523048401,8.0,2021-09-22
bg_16090,0.860587477684021,0.3811074793338775,0.6714090704917908,11.0,2021-09-22
bg_16590,0.8803197145462036,0.3341508209705353,0.6493585705757141,15.0,2021-09-22
bg_20543,0.8767205476760864,0.3365534842014313,0.638168215751648,5.0,2021-09-22
bg_21580,0.8506912589073181,0.3727098405361175,0.6561086177825928,13.0,2021-09-22
bg_23683,0.8557196855545044,0.3001583516597748,0.6212219595909119,2.0,2021-09-22
bg_24528,0.8793945908546448,0.3271152973175049,0.6354513764381409,8.0,2021-09-22
bg_24876,0.8888888955116272,0.3460473716259002,0.661982536315918,5.0,2021-09-22
bg_24952,0.83088219165802,0.2808237075805664,0.5976324081420898,6.0,2021-09-22
bg_27395,0.8854086995124817,0.3482654988765716,0.6608344316482544,5.0,2021-09-22
bg_27779,0.7328813672065735,0.3033916652202606,0.5985490083694458,5.0,2021-09-22
bg_29151,0.775931179523468,0.2893484532833099,0.5929225087165833,6.0,2021-09-22
bg_29751,0.8890621662139893,0.3827020823955536,0.6851533055305481,7.0,2021-09-22
bg_30191,0.8737449645996094,0.3280888795852661,0.6379480361938477,8.0,2021-09-22
bg_30381,0.8681620955467224,0.3506887257099151,0.654624342918396,2.0,2021-09-22
bg_32786,0.853302001953125,0.2675955593585968,0.5905017852783203,5.0,2021-09-22
bg_33128,0.8184888362884521,0.3109736144542694,0.6116722822189331,13.0,2021-09-22
bg_33863,0.9020631313323976,0.305802047252655,0.6388948559761047,1.0,2021-09-22
bg_34979,0.8742804527282715,0.2763337790966034,0.5898274183273315,9.0,2021-09-22
bg_35478,0.8954493999481201,0.3740500211715698,0.6909611225128174,11.0,2021-09-22
bg_36165,0.8371924161911011,0.2905263304710388,0.6003429889678955,8.0,2021-09-22
bg_37996,0.7687100172042847,0.2928019165992737,0.600568950176239,4.0,2021-09-22
bg_38907,0.623334527015686,0.2679148018360138,0.5170789361000061,7.0,2021-09-22
bg_41264,0.9024444818496704,0.4262531101703644,0.7367674112319946,10.0,2021-09-22
bg_43511,0.8961102962493896,0.2853805124759674,0.6283298134803772,1.0,2021-09-22
bg_44931,0.8334031105041504,0.2355212271213531,0.5524551868438721,7.0,2021-09-22
bg_45156,0.8488414883613586,0.322751373052597,0.6168771982192993,8.0,2021-09-22
bg_47152,0.8197020888328552,0.2323703169822693,0.5602205395698547,8.0,2021-09-22
bg_411,0.8796648979187012,0.3895289301872253,0.7090582847595215,5.0,2022-07-24
bg_537,0.8281607031822205,0.3368492424488067,0.653967559337616,3.0,2022-07-24
bg_739,0.8457831144332886,0.2862849831581116,0.6137640476226807,5.0,2022-07-24
bg_816,,,,,2022-07-24
bg_1072,0.8729948997497559,0.352461576461792,0.657073974609375,2.0,2022-07-24
bg_1297,0.8165368437767029,0.2972597181797027,0.5897272229194641,2.0,2022-07-24
bg_1305,0.6763010621070862,0.2295941263437271,0.5062903761863708,4.0,2022-07-24
bg_1833,0.892531156539917,0.3612211644649505,0.6775987148284912,4.0,2022-07-24
bg_1962,0.8804038763046265,0.3975040018558502,0.6928050518035889,4.0,2022-07-24
bg_2028,0.8111892938613892,0.3133244514465332,0.6170609593391418,2.0,2022-07-24
bg_2272,0.843324601650238,0.3677121996879577,0.6669546365737915,5.0,2022-07-24
bg_2349,0.8228495121002197,0.3626747727394104,0.6451852321624756,4.0,2022-07-24
bg_2594,0.8958796262741089,0.3505521714687347,0.6711483597755432,7.0,2022-07-24
bg_2711,0.8573021292686462,0.261943370103836,0.5812198519706726,5.0,2022-07-24
bg_2717,0.8699808716773987,0.3212996423244476,0.6119613647460938,3.0,2022-07-24
bg_2799,0.7583892345428467,0.315364807844162,0.6210363507270813,9.0,2022-07-24
bg_3396,0.8913294672966003,0.3803921639919281,0.6944003105163574,9.0,2022-07-24
bg_4810,0.7503587007522583,0.299655556678772,0.5482233762741089,3.0,2022-07-24
bg_4900,0.8573172688484192,0.3130752146244049,0.6221570372581482,4.0,2022-07-24
bg_5069,0.8335146903991699,0.3132466375827789,0.6214355826377869,3.0,2022-07-24
bg_5101,0.7823952436447144,0.3010304272174835,0.592349112033844,4.0,2022-07-24
bg_5200,0.7019370794296265,0.2959528565406799,0.5751702189445496,2.0,2022-07-24
bg_5490,0.8419644832611084,0.3423230051994324,0.6348722577095032,5.0,2022-07-24
bg_5813,0.856249988079071,0.3410569131374359,0.6451861262321472,9.0,2022-07-24
bg_6303,0.8805229663848877,0.3678329885005951,0.6660588383674622,8.0,2022-07-24
bg_6589,0.8590635657310486,0.2905578315258026,0.6147134900093079,8.0,2022-07-24
bg_6959,0.8404735922813416,0.3720550239086151,0.6750069260597229,4.0,2022-07-24
bg_7430,0.8710865378379822,0.2973663210868835,0.6194460988044739,1.0,2022-07-24
bg_7477,0.8690148591995239,0.3206299841403961,0.6505467891693115,1.0,2022-07-24
bg_7480,0.580542266368866,0.2897348403930664,0.4905057251453399,1.0,2022-07-24
bg_7527,0.7602382898330688,0.3035036027431488,0.6058242321014404,3.0,2022-07-24
bg_7631,0.8680552840232849,0.3079790472984314,0.627153754234314,4.0,2022-07-24
bg_7997,0.8761880397796631,0.3539237380027771,0.6664080619812012,3.0,2022-07-24
bg_8009,0.8888698816299438,0.3892683088779449,0.6837524175643921,7.0,2022-07-24
bg_8236,0.861094057559967,0.2646918892860412,0.5885396003723145,5.0,2022-07-24
bg_8318,0.8555191159248352,0.332160472869873,0.6508630514144897,6.0,2022-07-24
bg_8503,0.8974612355232239,0.333060085773468,0.6698796153068542,2.0,2022-07-24
bg_8789,0.8791092038154602,0.4190190434455871,0.703194260597229,3.0,2022-07-24
bg_9536,0.616368293762207,0.3103877604007721,0.4417513608932495,3.0,2022-07-24
bg_10134,0.8686002492904663,0.3162034451961517,0.6241315603256226,2.0,2022-07-24
bg_10217,0.8494623899459839,0.2260835766792297,0.5456559062004089,5.0,2022-07-24
bg_10304,0.8604632019996643,0.4361195862293243,0.7169421315193176,6.0,2022-07-24
bg_10479,0.6619183421134949,0.1855472177267074,0.4783526957035064,5.0,2022-07-24
bg_10785,0.82827228307724,0.2913804054260254,0.6036446690559387,7.0,2022-07-24
bg_11646,0.8474969267845154,0.2558603286743164,0.5790137648582458,4.0,2022-07-24
bg_12221,0.8600019216537476,0.3151350319385528,0.6295492053031921,4.0,2022-07-24
bg_12521,0.8417559862136841,0.302103579044342,0.6263241171836853,5.0,2022-07-24
bg_12700,0.5447596311569214,0.2560773491859436,0.4881361424922943,1.0,2022-07-24
bg_12802,,,,,2022-07-24
bg_12838,0.8287547826766968,0.3226976096630096,0.639403223991394,5.0,2022-07-24
bg_13360,0.655548632144928,0.2622247338294983,0.5203043222427368,2.0,2022-07-24
bg_13517,0.8649857640266418,0.3413856327533722,0.6634058356285095,6.0,2022-07-24
bg_13600,0.9076324701309204,0.3639207482337951,0.682692289352417,7.0,2022-07-24
bg_14032,0.8678334355354309,0.3050811886787414,0.6393008828163147,3.0,2022-07-24
bg_14227,0.8774433732032776,0.3783690929412842,0.672806441783905,6.0,2022-07-24
bg_14603,0.7916497588157654,0.365295797586441,0.6589054465293884,5.0,2022-07-24
bg_14805,,,,,2022-07-24
bg_14944,0.8548136949539185,0.2892606556415558,0.6030867099761963,5.0,2022-07-24
bg_15090,0.9178764224052428,0.3636498749256134,0.6714975833892822,9.0,2022-07-24
bg_15434,0.8438103199005127,0.2841202020645141,0.5771725177764893,5.0,2022-07-24
bg_15563,0.8513792157173157,0.3342352509498596,0.6487258076667786,4.0,2022-07-24
bg_15739,0.8632256388664246,0.2092512995004654,0.5288794636726379,4.0,2022-07-24
bg_16053,0.4647473692893982,0.1524761915206909,0.3191352784633636,2.0,2022-07-24
bg_16256,0.8915621042251587,0.3918804228305816,0.6779513955116272,4.0,2022-07-24
bg_16260,0.8280657529830933,0.3121091723442077,0.6204707026481628,5.0,2022-07-24
bg_16698,0.5443488955497742,0.1888744533061981,0.3411748111248016,2.0,2022-07-24
bg_16927,0.890518844127655,0.3906505107879638,0.6865574717521667,2.0,2022-07-24
bg_17597,0.8750211596488953,0.3214786350727081,0.6523473262786865,2.0,2022-07-24
bg_17714,0.8773930072784424,0.3403857946395874,0.6483388543128967,9.0,2022-07-24
bg_18062,0.9109792113304138,0.4237944185733795,0.7104913592338562,1.0,2022-07-24
bg_18424,0.7629446983337402,0.265006959438324,0.552901029586792,5.0,2022-07-24
bg_19407,,,,,2022-07-24
bg_19502,0.8383680582046509,0.3387818336486816,0.631627082824707,8.0,2022-07-24
bg_19592,0.7375405430793762,0.3056135177612304,0.6206435561180115,2.0,2022-07-24
bg_19762,0.7607060670852661,0.388621985912323,0.6468374133110046,2.0,2022-07-24
bg_20705,0.8771186470985413,0.3305725753307342,0.6565792560577393,3.0,2022-07-24
bg_20798,0.8770419955253601,0.3723686635494232,0.6904693841934204,6.0,2022-07-24
bg_20934,0.855624794960022,0.3573565185070038,0.6640474796295166,5.0,2022-07-24
bg_20942,0.8714097738265991,0.3347115218639374,0.6556710600852966,5.0,2022-07-24
bg_21229,0.856782078742981,0.3238168656826019,0.6259674429893494,3.0,2022-07-24
bg_21694,0.8438081741333008,0.3119713962078094,0.627323567867279,4.0,2022-07-24
bg_21938,0.8487421274185181,0.407634824514389,0.7063944339752197,6.0,2022-07-24
bg_22078,0.8714523911476135,0.3008661568164825,0.6271463632583618,3.0,2022-07-24
bg_22131,0.8641766905784607,0.3128162622451782,0.6266078352928162,4.0,2022-07-24
bg_22380,0.8556141257286072,0.3288643062114715,0.6510962843894958,8.0,2022-07-24
bg_22897,0.8004291653633118,0.2299674451351165,0.5231948494911194,3.0,2022-07-24
bg_22912,0.743025004863739,0.2879582643508911,0.5899685621261597,4.0,2022-07-24
bg_23097,,,,,2022-07-24
bg_23198,0.8533552885055542,0.404656320810318,0.6969696879386902,3.0,2022-07-24
bg_23235,0.8702623844146729,0.3401810526847839,0.6537057161331177,3.0,2022-07-24
bg_23279,0.8301169276237488,0.3682809174060821,0.6710423231124878,6.0,2022-07-24
bg_23927,0.5844058990478516,0.2829822897911072,0.5233776569366455,6.0,2022-07-24
bg_23952,0.8353117108345032,0.2907449305057525,0.6225560903549194,6.0,2022-07-24
bg_24081,0.7689111232757568,0.3113982677459717,0.5984723567962646,2.0,2022-07-24
bg_24095,0.4841628968715668,0.256945788860321,0.4389120638370514,5.0,2022-07-24
bg_24107,0.8936407566070557,0.3871504068374634,0.6812018752098083,7.0,2022-07-24
bg_24155,0.8210669159889221,0.3063209652900696,0.609014093875885,2.0,2022-07-24
bg_24864,0.9116000533103944,0.395126074552536,0.697343647480011,3.0,2022-07-24
bg_25590,0.8814691305160522,0.3066666722297668,0.6300849914550781,5.0,2022-07-24
bg_25763,0.8472915291786194,0.2874559760093689,0.5890319347381592,5.0,2022-07-24
bg_25806,0.8475208282470703,0.3300571143627167,0.6536719799041748,4.0,2022-07-24
bg_25964,0.8220005035400391,0.316792219877243,0.6218221187591553,6.0,2022-07-24
bg_26287,0.8425776958465576,0.3325806558132171,0.619664192199707,5.0,2022-07-24
bg_26391,0.8653256893157959,0.2485685497522354,0.5611283183097839,8.0,2022-07-24
bg_26900,0.8283884525299072,0.3132193982601166,0.6260440349578857,3.0,2022-07-24
bg_27024,0.894562304019928,0.3477022647857666,0.6583549380302429,4.0,2022-07-24
bg_27231,0.8726114630699158,0.3981191217899322,0.691949725151062,3.0,2022-07-24
bg_27325,0.8579632043838501,0.3112685978412628,0.5830056071281433,6.0,2022-07-24
bg_27362,0.873323380947113,0.3609419167041778,0.6849865913391113,1.0,2022-07-24
bg_27797,0.8775861859321594,0.3602605760097503,0.6797764897346497,5.0,2022-07-24
bg_28053,,,,,2022-07-24
bg_28397,0.8863900899887085,0.3852458894252777,0.6833909749984741,3.0,2022-07-24
bg_28626,0.8951495289802551,0.4316319227218628,0.7068385481834412,4.0,2022-07-24
bg_28665,,,,,2022-07-24
bg_28937,0.8471484780311584,0.348043829202652,0.6431991457939148,5.0,2022-07-24
bg_29289,,,,,2022-07-24
bg_29386,0.8798989057540894,0.3496119678020477,0.664387583732605,6.0,2022-07-24
bg_29521,0.8589047789573669,0.2921768724918365,0.6325741410255432,5.0,2022-07-24
bg_29644,0.8673025369644165,0.3777059912681579,0.6908212304115295,5.0,2022-07-24
bg_29783,,,,,2022-07-24
bg_29828,0.8171045780181885,0.4276462197303772,0.70222008228302,5.0,2022-07-24
bg_29873,0.869849681854248,0.3199621140956878,0.6467834115028381,6.0,2022-07-24
bg_29964,0.8464853167533875,0.4069353342056274,0.6806986331939697,5.0,2022-07-24
bg_29995,0.8899842500686646,0.3643609285354614,0.6656970977783203,7.0,2022-07-24
bg_30253,0.721581220626831,0.323272556066513,0.6050530076026917,2.0,2022-07-24
bg_30267,0.8873534202575684,0.4059953987598419,0.7071642875671387,6.0,2022-07-24
bg_30325,0.8523358702659607,0.3164540529251098,0.6395797729492188,8.0,2022-07-24
bg_31070,0.7644834518432617,0.3975575268268585,0.6576990485191345,6.0,2022-07-24
bg_31488,0.8570328950881958,0.362337201833725,0.6795254945755005,6.0,2022-07-24
bg_31736,,,,,2022-07-24
bg_31783,0.8810968399047852,0.3613861203193664,0.6761478781700134,7.0,2022-07-24
bg_32014,0.8427391052246094,0.384673923254013,0.6971836686134338,4.0,2022-07-24
bg_32327,0.900881052017212,0.3067286908626556,0.6479349732398987,7.0,2022-07-24
bg_33205,0.8039005994796753,0.2891030609607696,0.5982153415679932,2.0,2022-07-24
bg_33487,0.5696561336517334,0.2834782600402832,0.5112627744674683,1.0,2022-07-24
bg_33785,0.8832221031188965,0.3144599199295044,0.6329820156097412,7.0,2022-07-24
bg_33902,0.88323974609375,0.4141247868537903,0.694471538066864,2.0,2022-07-24
bg_34268,0.8556193709373474,0.3566214740276336,0.6607929468154907,3.0,2022-07-24
bg_34625,0.6686341762542725,0.2872432470321655,0.5418660044670105,2.0,2022-07-24
bg_34629,,,,,2022-07-24
bg_34726,0.8999616503715515,0.359005331993103,0.6882346272468567,4.0,2022-07-24
bg_34738,0.8944278359413147,0.4476048648357391,0.7105718851089478,2.0,2022-07-24
bg_34921,0.6761629581451416,0.3333107531070709,0.5748818516731262,4.0,2022-07-24
bg_35151,0.8879551887512207,0.4086525738239288,0.708010733127594,3.0,2022-07-24
bg_35742,,,,,2022-07-24
bg_36131,0.843002200126648,0.2937586605548858,0.5942593812942505,9.0,2022-07-24
bg_36515,0.6937138438224792,0.3798092901706695,0.6005640625953674,5.0,2022-07-24
bg_36728,0.8683301210403442,0.4090865850448608,0.6819561719894409,10.0,2022-07-24
bg_37293,0.7428480386734009,0.3538987338542938,0.662510097026825,6.0,2022-07-24
bg_37583,0.8251041769981384,0.3217040002346039,0.6331596374511719,8.0,2022-07-24
bg_38387,0.8737578392028809,0.2786387801170349,0.5809433460235596,4.0,2022-07-24
bg_38449,0.8513346910476685,0.3233524262905121,0.6051272749900818,5.0,2022-07-24
bg_38454,0.8452066779136658,0.3480899930000305,0.6661108732223511,5.0,2022-07-24
bg_38649,0.8309775590896606,0.3720851242542267,0.6621637940406799,4.0,2022-07-24
bg_38653,0.8824408650398254,0.3523954153060913,0.6669963002204895,4.0,2022-07-24
bg_39008,0.7771971821784973,0.3216213583946228,0.6234806776046753,4.0,2022-07-24
bg_39124,0.7899519801139832,0.393817126750946,0.6701704859733582,2.0,2022-07-24
bg_39250,0.6853150129318237,0.2594538033008575,0.5368015170097351,4.0,2022-07-24
bg_39862,0.8709970712661743,0.3498798906803131,0.6499098539352417,3.0,2022-07-24
bg_39964,0.8079661726951599,0.3030605614185333,0.6174150705337524,4.0,2022-07-24
bg_40723,0.8746383786201477,0.4010810852050781,0.7086354494094849,3.0,2022-07-24
bg_40869,0.8363988399505615,0.3543859720230102,0.6364028453826904,5.0,2022-07-24
bg_40902,0.8462929725646973,0.2826583087444305,0.6012546420097351,3.0,2022-07-24
bg_41095,0.4560669362545013,0.1617210656404495,0.3706783354282379,1.0,2022-07-24
bg_41119,0.865787923336029,0.4163129031658172,0.7013979554176331,7.0,2022-07-24
bg_41664,0.860776424407959,0.3196181654930115,0.6368346810340881,5.0,2022-07-24
bg_41701,,,,,2022-07-24
bg_41772,0.8603821396827698,0.3977794647216797,0.7052779197692871,5.0,2022-07-24
bg_42092,0.7105634212493896,0.3675127923488617,0.5878247618675232,2.0,2022-07-24
bg_42320,,,,,2022-07-24
bg_42749,0.8565970659255981,0.4354443848133087,0.7110239267349243,6.0,2022-07-24
bg_42794,0.8819429278373718,0.3366336822509765,0.6603320837020874,9.0,2022-07-24
bg_43091,0.8549107313156128,0.2986859977245331,0.6366322040557861,7.0,2022-07-24
bg_43864,0.8046687841415405,0.333608478307724,0.6200538873672485,4.0,2022-07-24
bg_43928,0.7319057583808899,0.3625000119209289,0.6336093544960022,3.0,2022-07-24
bg_44641,0.8662262558937073,0.3693118095397949,0.6706708669662476,3.0,2022-07-24
bg_45550,0.8474777340888977,0.3571563363075256,0.6523151397705078,4.0,2022-07-24
bg_45727,0.8412284255027771,0.3236581087112427,0.6482032537460327,4.0,2022-07-24
bg_45852,0.892393946647644,0.283616691827774,0.5827047228813171,8.0,2022-07-24
